#  pt_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15.625588    0.065543622      15.625588    0.065543622      15.625588    0.065543622
              5      54.778881     0.12434239      54.778881     0.12434239      54.778881     0.12434239
             10      109.54497     0.17301958      109.54497     0.17301958      109.54497     0.17301958
             15      184.13267     0.22570125      184.13267     0.22570125      184.13267     0.22570125
             20      274.16662     0.27041104      274.16662     0.27041104      274.16662     0.27041104
             25      315.02069      0.2870005      315.02069      0.2870005      315.02069      0.2870005
             30      312.63893     0.28441313      312.63893     0.28441313      312.63893     0.28441313
             35      288.64233      0.2724534      288.64233      0.2724534      288.64233      0.2724534
             40      255.50388     0.25603144      255.50388     0.25603144      255.50388     0.25603144
             45      223.39513     0.23921478      223.39513     0.23921478      223.39513     0.23921478
             50      195.13378     0.22329845      195.13378     0.22329845      195.13378     0.22329845
             55       170.3213     0.20889027       170.3213     0.20889027       170.3213     0.20889027
             60      149.05314     0.19410261      149.05314     0.19410261      149.05314     0.19410261
             65      129.69203     0.18152037      129.69203     0.18152037      129.69203     0.18152037
             70      113.89008     0.16954575      113.89008     0.16954575      113.89008     0.16954575
             75      99.828381     0.15914085      99.828381     0.15914085      99.828381     0.15914085
             80      87.504847     0.14840503      87.504847     0.14840503      87.504847     0.14840503
             85      76.605259     0.13900141      76.605259     0.13900141      76.605259     0.13900141
             90      67.562777      0.1306244      67.562777      0.1306244      67.562777      0.1306244
             95      59.824525     0.12408777      59.824525     0.12408777      59.824525     0.12408777
            100      52.744854     0.11530102      52.744854     0.11530102      52.744854     0.11530102
            105      46.702838     0.10902031      46.702838     0.10902031      46.702838     0.10902031
            110      41.453782     0.10274799      41.453782     0.10274799      41.453782     0.10274799
            115      36.726834    0.096844012      36.726834    0.096844012      36.726834    0.096844012
            120      32.634526    0.091271519      32.634526    0.091271519      32.634526    0.091271519
            125      29.010959     0.08765866      29.010959     0.08765866      29.010959     0.08765866
            130      26.119519    0.082153139      26.119519    0.082153139      26.119519    0.082153139
            135      23.290869    0.077937424      23.290869    0.077937424      23.290869    0.077937424
            140      20.970591    0.074242377      20.970591    0.074242377      20.970591    0.074242377
            145      18.564169     0.06961906      18.564169     0.06961906      18.564169     0.06961906
            150      16.825999    0.066256976      16.825999    0.066256976      16.825999    0.066256976
            155      15.101267    0.062496729      15.101267    0.062496729      15.101267    0.062496729
            160      13.700236     0.05945433      13.700236     0.05945433      13.700236     0.05945433
            165      12.387875    0.056884705      12.387875    0.056884705      12.387875    0.056884705
            170      11.104954    0.053993395      11.104954    0.053993395      11.104954    0.053993395
            175      10.074662    0.051157796      10.074662    0.051157796      10.074662    0.051157796
            180      9.2372731    0.051559739      9.2372731    0.051559739      9.2372731    0.051559739
            185      8.2784453    0.046757732      8.2784453    0.046757732      8.2784453    0.046757732
            190       7.525747    0.044140516       7.525747    0.044140516       7.525747    0.044140516
            195      6.9731623    0.042628202      6.9731623    0.042628202      6.9731623    0.042628202
            200        6.27615    0.040832297        6.27615    0.040832297        6.27615    0.040832297
            205      5.7510321    0.039303246      5.7510321    0.039303246      5.7510321    0.039303246
            210      5.3112948    0.037833699      5.3112948    0.037833699      5.3112948    0.037833699
            215      4.8604174    0.037467219      4.8604174    0.037467219      4.8604174    0.037467219
            220      4.4016598    0.033979031      4.4016598    0.033979031      4.4016598    0.033979031
            225      4.0451762    0.033216126      4.0451762    0.033216126      4.0451762    0.033216126
            230      3.7551889    0.031592569      3.7551889    0.031592569      3.7551889    0.031592569
            235      3.4269891    0.031122688      3.4269891    0.031122688      3.4269891    0.031122688
            240      3.1273441    0.028787241      3.1273441    0.028787241      3.1273441    0.028787241
            245      2.9893504    0.027933812      2.9893504    0.027933812      2.9893504    0.027933812
            250      2.7241499     0.02685937      2.7241499     0.02685937      2.7241499     0.02685937
            255      2.4802898    0.025734168      2.4802898    0.025734168      2.4802898    0.025734168
            260      2.3333048    0.029626353      2.3333048    0.029626353      2.3333048    0.029626353
            265      2.1743062    0.024868942      2.1743062    0.024868942      2.1743062    0.024868942
            270      2.0017233    0.024729719      2.0017233    0.024729719      2.0017233    0.024729719
            275      1.8752546    0.022450319      1.8752546    0.022450319      1.8752546    0.022450319
            280      1.7376004    0.021801153      1.7376004    0.021801153      1.7376004    0.021801153
            285      1.5316024    0.020788831      1.5316024    0.020788831      1.5316024    0.020788831
            290      1.5036965    0.021399658      1.5036965    0.021399658      1.5036965    0.021399658
            295      1.3807239    0.019309746      1.3807239    0.019309746      1.3807239    0.019309746
            300      1.2674683    0.018800845      1.2674683    0.018800845      1.2674683    0.018800845
            305      1.1897416    0.018177838      1.1897416    0.018177838      1.1897416    0.018177838
            310      1.0877862    0.017907607      1.0877862    0.017907607      1.0877862    0.017907607
            315      1.0444825    0.017003509      1.0444825    0.017003509      1.0444825    0.017003509
            320      0.9667919    0.016235926      0.9667919    0.016235926      0.9667919    0.016235926
            325     0.88626418    0.015509522     0.88626418    0.015509522     0.88626418    0.015509522
            330     0.84406494    0.015831281     0.84406494    0.015831281     0.84406494    0.015831281
            335      0.7910148    0.014648677      0.7910148    0.014648677      0.7910148    0.014648677
            340     0.74239352    0.015104222     0.74239352    0.015104222     0.74239352    0.015104222
            345     0.73020471    0.026186205     0.73020471    0.026186205     0.73020471    0.026186205
            350     0.65402751     0.01559995     0.65402751     0.01559995     0.65402751     0.01559995
            355     0.63737887    0.017317378     0.63737887    0.017317378     0.63737887    0.017317378
            360     0.57195319    0.014163328     0.57195319    0.014163328     0.57195319    0.014163328
            365     0.55681492    0.013943653     0.55681492    0.013943653     0.55681492    0.013943653
            370     0.52349416    0.011965337     0.52349416    0.011965337     0.52349416    0.011965337
            375     0.49024521    0.015006864     0.49024521    0.015006864     0.49024521    0.015006864
            380     0.44244857    0.011234431     0.44244857    0.011234431     0.44244857    0.011234431
            385     0.41641599    0.010767102     0.41641599    0.010767102     0.41641599    0.010767102
            390     0.41536166    0.010664396     0.41536166    0.010664396     0.41536166    0.010664396
            395     0.37535422    0.010269283     0.37535422    0.010269283     0.37535422    0.010269283
            400     0.34478374   0.0098465206     0.34478374   0.0098465206     0.34478374   0.0098465206
            405     0.33534996   0.0098123761     0.33534996   0.0098123761     0.33534996   0.0098123761
            410     0.31425495   0.0094582021     0.31425495   0.0094582021     0.31425495   0.0094582021
            415     0.29783036   0.0091436102     0.29783036   0.0091436102     0.29783036   0.0091436102
            420     0.27332779   0.0087756138     0.27332779   0.0087756138     0.27332779   0.0087756138
            425     0.25543916   0.0089632508     0.25543916   0.0089632508     0.25543916   0.0089632508
            430     0.26389703   0.0086725099     0.26389703   0.0086725099     0.26389703   0.0086725099
            435     0.23728198   0.0081362001     0.23728198   0.0081362001     0.23728198   0.0081362001
            440     0.22426171   0.0078438844     0.22426171   0.0078438844     0.22426171   0.0078438844
            445     0.22969754   0.0080536425     0.22969754   0.0080536425     0.22969754   0.0080536425
            450     0.19411158   0.0074614493     0.19411158   0.0074614493     0.19411158   0.0074614493
            455     0.19732553   0.0076280171     0.19732553   0.0076280171     0.19732553   0.0076280171
            460     0.17378173   0.0070899968     0.17378173   0.0070899968     0.17378173   0.0070899968
            465     0.17269455   0.0069536049     0.17269455   0.0069536049     0.17269455   0.0069536049
            470     0.16394821   0.0067123943     0.16394821   0.0067123943     0.16394821   0.0067123943
            475     0.16829611   0.0072835601     0.16829611   0.0072835601     0.16829611   0.0072835601
            480     0.15438278   0.0067590179     0.15438278   0.0067590179     0.15438278   0.0067590179
            485      0.1365531    0.006681156      0.1365531    0.006681156      0.1365531    0.006681156
            490      0.1337902    0.006799883      0.1337902    0.006799883      0.1337902    0.006799883
            495     0.12779979   0.0061489065     0.12779979   0.0061489065     0.12779979   0.0061489065
            500     0.12601046   0.0064965836     0.12601046   0.0064965836     0.12601046   0.0064965836
            505     0.11638949   0.0056477236     0.11638949   0.0056477236     0.11638949   0.0056477236
            510     0.10547727   0.0056091082     0.10547727   0.0056091082     0.10547727   0.0056091082
            515     0.10391987   0.0059359153     0.10391987   0.0059359153     0.10391987   0.0059359153
            520    0.098498087    0.005306378    0.098498087    0.005306378    0.098498087    0.005306378
            525    0.099786571   0.0057100885    0.099786571   0.0057100885    0.099786571   0.0057100885
            530     0.09524533   0.0050777275     0.09524533   0.0050777275     0.09524533   0.0050777275
            535    0.077761604   0.0050020322    0.077761604   0.0050020322    0.077761604   0.0050020322
            540    0.089459289   0.0053783769    0.089459289   0.0053783769    0.089459289   0.0053783769
            545    0.084342164   0.0048754112    0.084342164   0.0048754112    0.084342164   0.0048754112
            550    0.075301979   0.0046341997    0.075301979   0.0046341997    0.075301979   0.0046341997
            555    0.067814443   0.0047130571    0.067814443   0.0047130571    0.067814443   0.0047130571
            560    0.065625686   0.0044294289    0.065625686   0.0044294289    0.065625686   0.0044294289
            565    0.066318882   0.0046582404    0.066318882   0.0046582404    0.066318882   0.0046582404
            570    0.064734844   0.0042497309    0.064734844   0.0042497309    0.064734844   0.0042497309
            575    0.061173552   0.0042380687    0.061173552   0.0042380687    0.061173552   0.0042380687
            580    0.054976757   0.0043804173    0.054976757   0.0043804173    0.054976757   0.0043804173
            585     0.05274016   0.0038772307     0.05274016   0.0038772307     0.05274016   0.0038772307
            590    0.046755575   0.0037447265    0.046755575   0.0037447265    0.046755575   0.0037447265
            595    0.043174379   0.0035817914    0.043174379   0.0035817914    0.043174379   0.0035817914
            600    0.050586723   0.0036970043    0.050586723   0.0036970043    0.050586723   0.0036970043
            605    0.047175683   0.0038313445    0.047175683   0.0038313445    0.047175683   0.0038313445
            610    0.047642112   0.0050232443    0.047642112   0.0050232443    0.047642112   0.0050232443
            615    0.037462074   0.0032739819    0.037462074   0.0032739819    0.037462074   0.0032739819
            620    0.038072732   0.0035120353    0.038072732   0.0035120353    0.038072732   0.0035120353
            625    0.034009304   0.0031716444    0.034009304   0.0031716444    0.034009304   0.0031716444
            630    0.035012535   0.0031647257    0.035012535   0.0031647257    0.035012535   0.0031647257
            635    0.034237654   0.0031044225    0.034237654   0.0031044225    0.034237654   0.0031044225
            640    0.035208001   0.0030401339    0.035208001   0.0030401339    0.035208001   0.0030401339
            645    0.031770621   0.0032061316    0.031770621   0.0032061316    0.031770621   0.0032061316
            650    0.031608446   0.0031612335    0.031608446   0.0031612335    0.031608446   0.0031612335
            655    0.025946627   0.0028317416    0.025946627   0.0028317416    0.025946627   0.0028317416
            660    0.028145463   0.0029129799    0.028145463   0.0029129799    0.028145463   0.0029129799
            665    0.023027803   0.0027516279    0.023027803   0.0027516279    0.023027803   0.0027516279
            670    0.026688484   0.0028139953    0.026688484   0.0028139953    0.026688484   0.0028139953
            675    0.026768846   0.0028002884    0.026768846   0.0028002884    0.026768846   0.0028002884
            680    0.024791962   0.0026303132    0.024791962   0.0026303132    0.024791962   0.0026303132
            685     0.02167462    0.002498617     0.02167462    0.002498617     0.02167462    0.002498617
            690    0.021672859   0.0025807305    0.021672859   0.0025807305    0.021672859   0.0025807305
            695    0.022145622   0.0026855805    0.022145622   0.0026855805    0.022145622   0.0026855805
            700    0.019001024   0.0024881891    0.019001024   0.0024881891    0.019001024   0.0024881891
            705     0.01982779   0.0024133706     0.01982779   0.0024133706     0.01982779   0.0024133706
            710    0.018559879   0.0024196561    0.018559879   0.0024196561    0.018559879   0.0024196561
            715    0.015618048   0.0021592341    0.015618048   0.0021592341    0.015618048   0.0021592341
            720    0.017655911   0.0022433156    0.017655911   0.0022433156    0.017655911   0.0022433156
            725    0.016487244   0.0022885396    0.016487244   0.0022885396    0.016487244   0.0022885396
            730     0.01891401   0.0023862459     0.01891401   0.0023862459     0.01891401   0.0023862459
            735    0.013387339   0.0021348594    0.013387339   0.0021348594    0.013387339   0.0021348594
            740    0.015169374   0.0020020377    0.015169374   0.0020020377    0.015169374   0.0020020377
            745    0.013262697   0.0020704366    0.013262697   0.0020704366    0.013262697   0.0020704366
            750   0.0093979207   0.0016661904   0.0093979207   0.0016661904   0.0093979207   0.0016661904
            755     0.00972697   0.0017773102     0.00972697   0.0017773102     0.00972697   0.0017773102
            760    0.010620814   0.0018629058    0.010620814   0.0018629058    0.010620814   0.0018629058
            765   0.0083622577   0.0016216389   0.0083622577   0.0016216389   0.0083622577   0.0016216389
            770    0.011596172   0.0018362345    0.011596172   0.0018362345    0.011596172   0.0018362345
            775    0.013613749    0.001871404    0.013613749    0.001871404    0.013613749    0.001871404
            780   0.0098747665   0.0019948026   0.0098747665   0.0019948026   0.0098747665   0.0019948026
            785   0.0089091384   0.0017184914   0.0089091384   0.0017184914   0.0089091384   0.0017184914
            790    0.009350512   0.0017188176    0.009350512   0.0017188176    0.009350512   0.0017188176
            795   0.0099788046   0.0017351413   0.0099788046   0.0017351413   0.0099788046   0.0017351413
            800    0.009233253   0.0015002581    0.009233253   0.0015002581    0.009233253   0.0015002581
            805    0.011030442   0.0018318411    0.011030442   0.0018318411    0.011030442   0.0018318411
            810   0.0058197266   0.0014643598   0.0058197266   0.0014643598   0.0058197266   0.0014643598
            815   0.0084373483   0.0016474591   0.0084373483   0.0016474591   0.0084373483   0.0016474591
            820   0.0056576344   0.0013476855   0.0056576344   0.0013476855   0.0056576344   0.0013476855
            825   0.0080146901   0.0017166145   0.0080146901   0.0017166145   0.0080146901   0.0017166145
            830   0.0057971003    0.001364956   0.0057971003    0.001364956   0.0057971003    0.001364956
            835   0.0076946774   0.0015234327   0.0076946774   0.0015234327   0.0076946774   0.0015234327
            840   0.0097227665    0.001659817   0.0097227665    0.001659817   0.0097227665    0.001659817
            845   0.0082492911   0.0015847614   0.0082492911   0.0015847614   0.0082492911   0.0015847614
            850   0.0048057234   0.0011881039   0.0048057234   0.0011881039   0.0048057234   0.0011881039
            855   0.0057056218   0.0012115515   0.0057056218   0.0012115515   0.0057056218   0.0012115515
            860   0.0042688777    0.001065561   0.0042688777    0.001065561   0.0042688777    0.001065561
            865    0.003419911   0.0011770936    0.003419911   0.0011770936    0.003419911   0.0011770936
            870    0.002630989   0.0010023123    0.002630989   0.0010023123    0.002630989   0.0010023123
            875   0.0049775454   0.0011998585   0.0049775454   0.0011998585   0.0049775454   0.0011998585
            880   0.0056861813   0.0013166949   0.0056861813   0.0013166949   0.0056861813   0.0013166949
            885     0.00562021   0.0012794078     0.00562021   0.0012794078     0.00562021   0.0012794078
            890   0.0047273388   0.0012933627   0.0047273388   0.0012933627   0.0047273388   0.0012933627
            895    0.003677043   0.0010740118    0.003677043   0.0010740118    0.003677043   0.0010740118
            900    0.003378264  0.00097097582    0.003378264  0.00097097582    0.003378264  0.00097097582
            905   0.0041127759   0.0010593544   0.0041127759   0.0010593544   0.0041127759   0.0010593544
            910   0.0032060032   0.0010200678   0.0032060032   0.0010200678   0.0032060032   0.0010200678
            915   0.0031251321   0.0011130562   0.0031251321   0.0011130562   0.0031251321   0.0011130562
            920   0.0032059778   0.0011548496   0.0032059778   0.0011548496   0.0032059778   0.0011548496
            925   0.0039608204   0.0010520458   0.0039608204   0.0010520458   0.0039608204   0.0010520458
            930   0.0033850048  0.00090595944   0.0033850048  0.00090595944   0.0033850048  0.00090595944
            935   0.0014451193  0.00077453578   0.0014451193  0.00077453578   0.0014451193  0.00077453578
            940   0.0046173609   0.0011757817   0.0046173609   0.0011757817   0.0046173609   0.0011757817
            945   0.0032044325  0.00088958652   0.0032044325  0.00088958652   0.0032044325  0.00088958652
            950    0.003139822   0.0010054259    0.003139822   0.0010054259    0.003139822   0.0010054259
            955   0.0013796248  0.00083466568   0.0013796248  0.00083466568   0.0013796248  0.00083466568
            960   0.0026539523  0.00080150353   0.0026539523  0.00080150353   0.0026539523  0.00080150353
            965    0.002779116   0.0022685527    0.002779116   0.0022685527    0.002779116   0.0022685527
            970    0.004125857   0.0012113171    0.004125857   0.0012113171    0.004125857   0.0012113171
            975   0.0021939969  0.00079781154   0.0021939969  0.00079781154   0.0021939969  0.00079781154
            980   0.0034785756  0.00092974151   0.0034785756  0.00092974151   0.0034785756  0.00092974151
            985   0.0035473005  0.00092036157   0.0035473005  0.00092036157   0.0035473005  0.00092036157
            990   0.0018080636  0.00064404773   0.0018080636  0.00064404773   0.0018080636  0.00064404773
            995   0.0011868681  0.00093215716   0.0011868681  0.00093215716   0.0011868681  0.00093215716
           1000   0.0011868681  0.00093215716   0.0011868681  0.00093215716   0.0011868681  0.00093215716
