#    pt_Z-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.131436      0.0725263      19.131436      0.0725263      19.131436      0.0725263
              5       57.49154     0.12531031       57.49154     0.12531031       57.49154     0.12531031
             10      94.817368      0.1595776      94.817368      0.1595776      94.817368      0.1595776
             15      128.47963     0.18670698      128.47963     0.18670698      128.47963     0.18670698
             20        157.452     0.20591035        157.452     0.20591035        157.452     0.20591035
             25      179.64887     0.21923417      179.64887     0.21923417      179.64887     0.21923417
             30      193.67299     0.22703914      193.67299     0.22703914      193.67299     0.22703914
             35      197.41597     0.22828797      197.41597     0.22828797      197.41597     0.22828797
             40      193.29677      0.2239566      193.29677      0.2239566      193.29677      0.2239566
             45      182.39948     0.21737126      182.39948     0.21737126      182.39948     0.21737126
             50       167.6598     0.20830451       167.6598     0.20830451       167.6598     0.20830451
             55       151.9148     0.19667689       151.9148     0.19667689       151.9148     0.19667689
             60      135.20812     0.18501549      135.20812     0.18501549      135.20812     0.18501549
             65      120.03566     0.17334863      120.03566     0.17334863      120.03566     0.17334863
             70      105.15166     0.16206282      105.15166     0.16206282      105.15166     0.16206282
             75      92.560318     0.15217585      92.560318     0.15217585      92.560318     0.15217585
             80      80.789961      0.1427346      80.789961      0.1427346      80.789961      0.1427346
             85      70.816114      0.1323253      70.816114      0.1323253      70.816114      0.1323253
             90      62.012035     0.12490263      62.012035     0.12490263      62.012035     0.12490263
             95      54.322336     0.11640314      54.322336     0.11640314      54.322336     0.11640314
            100      47.577271     0.10844043      47.577271     0.10844043      47.577271     0.10844043
            105      41.893213     0.10196627      41.893213     0.10196627      41.893213     0.10196627
            110      36.768062    0.095918901      36.768062    0.095918901      36.768062    0.095918901
            115      32.333489    0.089762612      32.333489    0.089762612      32.333489    0.089762612
            120      28.501519    0.083967318      28.501519    0.083967318      28.501519    0.083967318
            125       25.35019    0.079221787       25.35019    0.079221787       25.35019    0.079221787
            130      22.622133    0.074826613      22.622133    0.074826613      22.622133    0.074826613
            135      19.919133    0.070384095      19.919133    0.070384095      19.919133    0.070384095
            140      17.618029    0.066093136      17.618029    0.066093136      17.618029    0.066093136
            145      15.826801    0.064422159      15.826801    0.064422159      15.826801    0.064422159
            150      14.080565    0.059413811      14.080565    0.059413811      14.080565    0.059413811
            155      12.542471    0.055877596      12.542471    0.055877596      12.542471    0.055877596
            160      11.316155    0.053347499      11.316155    0.053347499      11.316155    0.053347499
            165      10.140876    0.050106833      10.140876    0.050106833      10.140876    0.050106833
            170      9.0920458    0.047451486      9.0920458    0.047451486      9.0920458    0.047451486
            175      8.1543143    0.044992483      8.1543143    0.044992483      8.1543143    0.044992483
            180      7.3754386    0.042887714      7.3754386    0.042887714      7.3754386    0.042887714
            185      6.7451565    0.040900365      6.7451565    0.040900365      6.7451565    0.040900365
            190      6.0596248    0.039129664      6.0596248    0.039129664      6.0596248    0.039129664
            195       5.479514    0.037139172       5.479514    0.037139172       5.479514    0.037139172
            200      4.9304201    0.035242289      4.9304201    0.035242289      4.9304201    0.035242289
            205      4.6167711    0.035848116      4.6167711    0.035848116      4.6167711    0.035848116
            210      4.1113091    0.031990477      4.1113091    0.031990477      4.1113091    0.031990477
            215      3.7596281    0.030860144      3.7596281    0.030860144      3.7596281    0.030860144
            220      3.4206004    0.034068543      3.4206004    0.034068543      3.4206004    0.034068543
            225      3.1246307    0.028155822      3.1246307    0.028155822      3.1246307    0.028155822
            230      2.8953939    0.026867038      2.8953939    0.026867038      2.8953939    0.026867038
            235      2.6181295    0.025499341      2.6181295    0.025499341      2.6181295    0.025499341
            240      2.3744519    0.024769306      2.3744519    0.024769306      2.3744519    0.024769306
            245      2.2098006    0.024338528      2.2098006    0.024338528      2.2098006    0.024338528
            250      2.0762508    0.023442241      2.0762508    0.023442241      2.0762508    0.023442241
            255      1.8826339    0.021677433      1.8826339    0.021677433      1.8826339    0.021677433
            260      1.7335667    0.022264939      1.7335667    0.022264939      1.7335667    0.022264939
            265      1.6019182    0.020099666      1.6019182    0.020099666      1.6019182    0.020099666
            270      1.5069275    0.019428989      1.5069275    0.019428989      1.5069275    0.019428989
            275      1.3490575     0.01854811      1.3490575     0.01854811      1.3490575     0.01854811
            280      1.2875519     0.01837695      1.2875519     0.01837695      1.2875519     0.01837695
            285      1.1688892    0.017408769      1.1688892    0.017408769      1.1688892    0.017408769
            290      1.0584779    0.016516066      1.0584779    0.016516066      1.0584779    0.016516066
            295      1.0203507     0.01615935      1.0203507     0.01615935      1.0203507     0.01615935
            300     0.92447437    0.015999255     0.92447437    0.015999255     0.92447437    0.015999255
            305     0.88880995    0.015962451     0.88880995    0.015962451     0.88880995    0.015962451
            310     0.81258676    0.014512799     0.81258676    0.014512799     0.81258676    0.014512799
            315     0.73296032    0.013661897     0.73296032    0.013661897     0.73296032    0.013661897
            320     0.68352092        0.01339     0.68352092        0.01339     0.68352092        0.01339
            325     0.65970749    0.013090079     0.65970749    0.013090079     0.65970749    0.013090079
            330     0.59224495    0.012632101     0.59224495    0.012632101     0.59224495    0.012632101
            335     0.57775582    0.012167035     0.57775582    0.012167035     0.57775582    0.012167035
            340     0.52044364     0.01147261     0.52044364     0.01147261     0.52044364     0.01147261
            345     0.50004725    0.012202121     0.50004725    0.012202121     0.50004725    0.012202121
            350     0.47953569     0.02435718     0.47953569     0.02435718     0.47953569     0.02435718
            355     0.45002441    0.010954683     0.45002441    0.010954683     0.45002441    0.010954683
