# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      71.492997     0.35033449      71.492997     0.35033449      71.492997     0.35033449
              1      250.66636     0.66222044      250.66636     0.66222044      250.66636     0.66222044
              2      408.58312     0.84568553      408.58312     0.84568553      408.58312     0.84568553
              3      514.78728     0.94369569      514.78728     0.94369569      514.78728     0.94369569
              4      579.32514     0.98508732      579.32514     0.98508732      579.32514     0.98508732
              5      611.40438     0.99835518      611.40438     0.99835518      611.40438     0.99835518
              6      626.88171      0.9998418      626.88171      0.9998418      626.88171      0.9998418
              7      631.84343      1.0012678      631.84343      1.0012678      631.84343      1.0012678
              8      629.85254     0.98340444      629.85254     0.98340444      629.85254     0.98340444
              9       623.2695     0.98017265       623.2695     0.98017265       623.2695     0.98017265
             10       610.8778     0.95437325       610.8778     0.95437325       610.8778     0.95437325
             11      598.78382     0.94037438      598.78382     0.94037438      598.78382     0.94037438
             12      585.94891     0.92270899      585.94891     0.92270899      585.94891     0.92270899
             13      572.95662     0.90861143      572.95662     0.90861143      572.95662     0.90861143
             14      558.62469      0.8935521      558.62469      0.8935521      558.62469      0.8935521
             15      546.11192     0.87951988      546.11192     0.87951988      546.11192     0.87951988
             16      530.23199     0.86470455      530.23199     0.86470455      530.23199     0.86470455
             17      516.41678     0.86127727      516.41678     0.86127727      516.41678     0.86127727
             18      504.45982     0.83978352      504.45982     0.83978352      504.45982     0.83978352
             19      489.63853     0.82909645      489.63853     0.82909645      489.63853     0.82909645
             20      478.30208     0.81327677      478.30208     0.81327677      478.30208     0.81327677
             21      464.96188     0.79891029      464.96188     0.79891029      464.96188     0.79891029
             22      451.70895     0.78756709      451.70895     0.78756709      451.70895     0.78756709
             23      439.50654     0.77272934      439.50654     0.77272934      439.50654     0.77272934
             24      428.11521     0.76251575      428.11521     0.76251575      428.11521     0.76251575
             25      415.36146      0.7495503      415.36146      0.7495503      415.36146      0.7495503
             26      404.96458     0.73923651      404.96458     0.73923651      404.96458     0.73923651
             27      394.12551     0.72703358      394.12551     0.72703358      394.12551     0.72703358
             28      383.51006     0.71743522      383.51006     0.71743522      383.51006     0.71743522
             29      373.58136     0.70526719      373.58136     0.70526719      373.58136     0.70526719
             30      362.56321     0.69666412      362.56321     0.69666412      362.56321     0.69666412
             31      352.68991     0.68579653      352.68991     0.68579653      352.68991     0.68579653
             32       343.8632     0.67623385       343.8632     0.67623385       343.8632     0.67623385
             33      334.25763     0.66674772      334.25763     0.66674772      334.25763     0.66674772
             34      325.20896     0.65485192      325.20896     0.65485192      325.20896     0.65485192
             35      316.11209     0.64853742      316.11209     0.64853742      316.11209     0.64853742
             36      307.43563     0.63854596      307.43563     0.63854596      307.43563     0.63854596
             37      298.69208     0.62769977      298.69208     0.62769977      298.69208     0.62769977
             38       291.2711     0.61862267       291.2711     0.61862267       291.2711     0.61862267
             39      282.17843     0.60834224      282.17843     0.60834224      282.17843     0.60834224
             40      275.03786     0.60061037      275.03786     0.60061037      275.03786     0.60061037
             41      267.44971     0.59164694      267.44971     0.59164694      267.44971     0.59164694
             42      260.81565     0.58650035      260.81565     0.58650035      260.81565     0.58650035
             43      253.21926     0.57737723      253.21926     0.57737723      253.21926     0.57737723
             44      246.00175     0.56578919      246.00175     0.56578919      246.00175     0.56578919
             45      239.43953     0.55800026      239.43953     0.55800026      239.43953     0.55800026
             46      233.17611     0.55757278      233.17611     0.55757278      233.17611     0.55757278
             47      227.18225     0.54431883      227.18225     0.54431883      227.18225     0.54431883
             48      219.31989     0.53274668      219.31989     0.53274668      219.31989     0.53274668
             49      214.85298       0.529237      214.85298       0.529237      214.85298       0.529237
             50      214.85298       0.529237      214.85298       0.529237      214.85298       0.529237
