#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      167.61059     0.24558545      167.61059     0.24558545      167.61059     0.24558545
              5      426.57131     0.37238893      426.57131     0.37238893      426.57131     0.37238893
             10      540.60397     0.40151432      540.60397     0.40151432      540.60397     0.40151432
             15      554.51389     0.39541378      554.51389     0.39541378      554.51389     0.39541378
             20      520.98521     0.37552408      520.98521     0.37552408      520.98521     0.37552408
             25      468.19179     0.35225568      468.19179     0.35225568      468.19179     0.35225568
             30      412.47761     0.32720268      412.47761     0.32720268      412.47761     0.32720268
             35      357.89453     0.30282651      357.89453     0.30282651      357.89453     0.30282651
             40      309.72175     0.28010513      309.72175     0.28010513      309.72175     0.28010513
             45      266.43787      0.2591212      266.43787      0.2591212      266.43787      0.2591212
             50       228.5222     0.24000259       228.5222     0.24000259       228.5222     0.24000259
             55      196.80832      0.2219161      196.80832      0.2219161      196.80832      0.2219161
             60      168.39507      0.2045672      168.39507      0.2045672      168.39507      0.2045672
             65      145.14382     0.18913287      145.14382     0.18913287      145.14382     0.18913287
             70      124.48673     0.17506525      124.48673     0.17506525      124.48673     0.17506525
             75      107.71908     0.16301097      107.71908     0.16301097      107.71908     0.16301097
             80      92.821082     0.15189501      92.821082     0.15189501      92.821082     0.15189501
             85      80.459301     0.14025817      80.459301     0.14025817      80.459301     0.14025817
             90      69.796288     0.13168803      69.796288     0.13168803      69.796288     0.13168803
             95      60.736903     0.12237591      60.736903     0.12237591      60.736903     0.12237591
            100      52.841265     0.11371415      52.841265     0.11371415      52.841265     0.11371415
            105      46.265955      0.1066204      46.265955      0.1066204      46.265955      0.1066204
            110      40.416368     0.10007088      40.416368     0.10007088      40.416368     0.10007088
            115      35.429151    0.093518693      35.429151    0.093518693      35.429151    0.093518693
            120      31.115176    0.087349481      31.115176    0.087349481      31.115176    0.087349481
            125      27.585489    0.082299118      27.585489    0.082299118      27.585489    0.082299118
            130      24.541013    0.077610831      24.541013    0.077610831      24.541013    0.077610831
            135      21.556659    0.072946257      21.556659    0.072946257      21.556659    0.072946257
            140      19.070011    0.068485081      19.070011    0.068485081      19.070011    0.068485081
            145      17.095934    0.066555633      17.095934    0.066555633      17.095934    0.066555633
            150      15.143358    0.061404222      15.143358    0.061404222      15.143358    0.061404222
            155      13.510962    0.057757605      13.510962    0.057757605      13.510962    0.057757605
            160       12.15146    0.055071266       12.15146    0.055071266       12.15146    0.055071266
            165      10.896718    0.051768761      10.896718    0.051768761      10.896718    0.051768761
            170      9.7429337    0.048959543      9.7429337    0.048959543      9.7429337    0.048959543
            175      8.7400244     0.04642845      8.7400244     0.04642845      8.7400244     0.04642845
            180      7.9110876    0.044242153      7.9110876    0.044242153      7.9110876    0.044242153
            185      7.1835341    0.042093048      7.1835341    0.042093048      7.1835341    0.042093048
            190      6.4697107     0.04028219      6.4697107     0.04028219      6.4697107     0.04028219
            195      5.8463651    0.038230006      5.8463651    0.038230006      5.8463651    0.038230006
            200      5.2625629    0.036300494      5.2625629    0.036300494      5.2625629    0.036300494
            205       4.921146    0.036795109       4.921146    0.036795109       4.921146    0.036795109
            210      4.3893076    0.032937111      4.3893076    0.032937111      4.3893076    0.032937111
            215      3.9988925    0.031735897      3.9988925    0.031735897      3.9988925    0.031735897
            220      3.6446319    0.034794775      3.6446319    0.034794775      3.6446319    0.034794775
