#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      111.19193     0.17595989      111.19193     0.17595989      111.19193     0.17595989
              5      323.69723       0.294683      323.69723       0.294683      323.69723       0.294683
             10      527.50027     0.36952359      527.50027     0.36952359      527.50027     0.36952359
             15       721.7632      0.4273767       721.7632      0.4273767       721.7632      0.4273767
             20      887.20816     0.47099486      887.20816     0.47099486      887.20816     0.47099486
             25      990.58953     0.49956554      990.58953     0.49956554      990.58953     0.49956554
             30      978.14754      0.5026743      978.14754      0.5026743      978.14754      0.5026743
             35      722.83469     0.44266298      722.83469     0.44266298      722.83469     0.44266298
             40      235.72589     0.24832753      235.72589     0.24832753      235.72589     0.24832753
             45      97.276586     0.15755929      97.276586     0.15755929      97.276586     0.15755929
             50      55.384268     0.11795952      55.384268     0.11795952      55.384268     0.11795952
             55      35.185817     0.09385417      35.185817     0.09385417      35.185817     0.09385417
             60      23.642572    0.078385244      23.642572    0.078385244      23.642572    0.078385244
             65      16.621781    0.065200168      16.621781    0.065200168      16.621781    0.065200168
             70      11.945898    0.054752688      11.945898    0.054752688      11.945898    0.054752688
             75       8.870028    0.047287226       8.870028    0.047287226       8.870028    0.047287226
             80      6.6671887    0.041150063      6.6671887    0.041150063      6.6671887    0.041150063
             85      5.1944343    0.037070859      5.1944343    0.037070859      5.1944343    0.037070859
             90      4.0220134    0.032186114      4.0220134    0.032186114      4.0220134    0.032186114
             95       3.146495    0.028325142       3.146495    0.028325142       3.146495    0.028325142
            100      2.5630242    0.026312761      2.5630242    0.026312761      2.5630242    0.026312761
            105      2.0023263    0.024383996      2.0023263    0.024383996      2.0023263    0.024383996
            110      1.6036346    0.020586133      1.6036346    0.020586133      1.6036346    0.020586133
            115      1.3651313    0.018618894      1.3651313    0.018618894      1.3651313    0.018618894
            120      1.1345071    0.016910386      1.1345071    0.016910386      1.1345071    0.016910386
            125     0.93952488    0.015463764     0.93952488    0.015463764     0.93952488    0.015463764
            130     0.77610892    0.014145518     0.77610892    0.014145518     0.77610892    0.014145518
            135     0.63891182     0.01271294     0.63891182     0.01271294     0.63891182     0.01271294
            140     0.53632536    0.011762709     0.53632536    0.011762709     0.53632536    0.011762709
            145     0.44347938    0.011104994     0.44347938    0.011104994     0.44347938    0.011104994
            150     0.38340981    0.010246845     0.38340981    0.010246845     0.38340981    0.010246845
            155      0.3117825   0.0088995652      0.3117825   0.0088995652      0.3117825   0.0088995652
            160     0.28549835   0.0091690767     0.28549835   0.0091690767     0.28549835   0.0091690767
            165     0.25019264   0.0080659953     0.25019264   0.0080659953     0.25019264   0.0080659953
            170     0.21282803   0.0074047543     0.21282803   0.0074047543     0.21282803   0.0074047543
            175      0.1975493    0.022683342      0.1975493    0.022683342      0.1975493    0.022683342
            180     0.15282431    0.006401538     0.15282431    0.006401538     0.15282431    0.006401538
            185     0.14338285   0.0059987212     0.14338285   0.0059987212     0.14338285   0.0059987212
            190      0.1232347   0.0056302662      0.1232347   0.0056302662      0.1232347   0.0056302662
            195     0.10737447   0.0054430586     0.10737447   0.0054430586     0.10737447   0.0054430586
            200     0.10825212   0.0057202753     0.10825212   0.0057202753     0.10825212   0.0057202753
            205    0.082166952   0.0046542805    0.082166952   0.0046542805    0.082166952   0.0046542805
            210     0.07507287   0.0045235043     0.07507287   0.0045235043     0.07507287   0.0045235043
            215    0.068447683   0.0042225176    0.068447683   0.0042225176    0.068447683   0.0042225176
            220    0.054376897   0.0037107836    0.054376897   0.0037107836    0.054376897   0.0037107836
            225    0.052481444   0.0037183286    0.052481444   0.0037183286    0.052481444   0.0037183286
            230    0.044450036   0.0033697684    0.044450036   0.0033697684    0.044450036   0.0033697684
            235    0.048282691   0.0037392667    0.048282691   0.0037392667    0.048282691   0.0037392667
            240    0.037595403   0.0030990236    0.037595403   0.0030990236    0.037595403   0.0030990236
            245    0.034266722   0.0029704919    0.034266722   0.0029704919    0.034266722   0.0029704919
            250    0.031289576     0.00291593    0.031289576     0.00291593    0.031289576     0.00291593
            255    0.024940407    0.002617669    0.024940407    0.002617669    0.024940407    0.002617669
            260    0.023259313   0.0024967894    0.023259313   0.0024967894    0.023259313   0.0024967894
            265    0.024696345   0.0024390277    0.024696345   0.0024390277    0.024696345   0.0024390277
            270    0.018405469   0.0022517163    0.018405469   0.0022517163    0.018405469   0.0022517163
            275    0.017111771   0.0021768088    0.017111771   0.0021768088    0.017111771   0.0021768088
            280    0.018811132   0.0022229181    0.018811132   0.0022229181    0.018811132   0.0022229181
            285    0.013836878   0.0017853867    0.013836878   0.0017853867    0.013836878   0.0017853867
            290    0.010852712   0.0017575842    0.010852712   0.0017575842    0.010852712   0.0017575842
            295     0.01298608   0.0019058599     0.01298608   0.0019058599     0.01298608   0.0019058599
            300    0.010514658   0.0017390923    0.010514658   0.0017390923    0.010514658   0.0017390923
            305    0.011846906    0.001714392    0.011846906    0.001714392    0.011846906    0.001714392
            310   0.0096401718   0.0014971094   0.0096401718   0.0014971094   0.0096401718   0.0014971094
            315   0.0075234277   0.0015142848   0.0075234277   0.0015142848   0.0075234277   0.0015142848
            320    0.008777183   0.0015516803    0.008777183   0.0015516803    0.008777183   0.0015516803
            325    0.010351479   0.0015649209    0.010351479   0.0015649209    0.010351479   0.0015649209
            330   0.0039960382   0.0012230384   0.0039960382   0.0012230384   0.0039960382   0.0012230384
            335   0.0055777425    0.001183055   0.0055777425    0.001183055   0.0055777425    0.001183055
            340   0.0054283943   0.0011574164   0.0054283943   0.0011574164   0.0054283943   0.0011574164
            345    0.005464299   0.0012437594    0.005464299   0.0012437594    0.005464299   0.0012437594
            350   0.0029853991  0.00092712812   0.0029853991  0.00092712812   0.0029853991  0.00092712812
            355   0.0038027028    0.001029171   0.0038027028    0.001029171   0.0038027028    0.001029171
            360   0.0029357012  0.00090094869   0.0029357012  0.00090094869   0.0029357012  0.00090094869
            365   0.0032870271   0.0010168472   0.0032870271   0.0010168472   0.0032870271   0.0010168472
            370   0.0010041908  0.00050282824   0.0010041908  0.00050282824   0.0010041908  0.00050282824
            375    0.002910035   0.0010644336    0.002910035   0.0010644336    0.002910035   0.0010644336
            380   0.0022751224  0.00072260705   0.0022751224  0.00072260705   0.0022751224  0.00072260705
            385   0.0024498951  0.00089954952   0.0024498951  0.00089954952   0.0024498951  0.00089954952
            390   0.0010512496  0.00047835177   0.0010512496  0.00047835177   0.0010512496  0.00047835177
            395   0.0018081399  0.00064802198   0.0018081399  0.00064802198   0.0018081399  0.00064802198
            400   0.0017685978  0.00063101028   0.0017685978  0.00063101028   0.0017685978  0.00063101028
            405   0.0022942321  0.00089356318   0.0022942321  0.00089356318   0.0022942321  0.00089356318
            410   0.0029589761  0.00097784367   0.0029589761  0.00097784367   0.0029589761  0.00097784367
            415   0.0023390334  0.00079625153   0.0023390334  0.00079625153   0.0023390334  0.00079625153
            420   0.0013965024  0.00057427258   0.0013965024  0.00057427258   0.0013965024  0.00057427258
            425  0.00098643562  0.00070196492  0.00098643562  0.00070196492  0.00098643562  0.00070196492
            430   0.0020455644  0.00065404814   0.0020455644  0.00065404814   0.0020455644  0.00065404814
            435   0.0012977298  0.00064707725   0.0012977298  0.00064707725   0.0012977298  0.00064707725
            440  0.00056824804  0.00053318253  0.00056824804  0.00053318253  0.00056824804  0.00053318253
            445  0.00077158662    0.000614099  0.00077158662    0.000614099  0.00077158662    0.000614099
            450   0.0021990398  0.00070614963   0.0021990398  0.00070614963   0.0021990398  0.00070614963
            455  0.00097140859  0.00044229026  0.00097140859  0.00044229026  0.00097140859  0.00044229026
            460   0.0010590779  0.00047720652   0.0010590779  0.00047720652   0.0010590779  0.00047720652
            465 -5.7424486e-05  0.00031523015 -5.7424486e-05  0.00031523015 -5.7424486e-05  0.00031523015
            470   0.0006471097  0.00037687487   0.0006471097  0.00037687487   0.0006471097  0.00037687487
            475   0.0011503212  0.00051807414   0.0011503212  0.00051807414   0.0011503212  0.00051807414
            480  1.5281399e-05  0.00033703601  1.5281399e-05  0.00033703601  1.5281399e-05  0.00033703601
            485  0.00035074085  0.00024876545  0.00035074085  0.00024876545  0.00035074085  0.00024876545
            490    0.001156973  0.00051905628    0.001156973  0.00051905628    0.001156973  0.00051905628
            495  0.00049952307  0.00035319849  0.00049952307  0.00035319849  0.00049952307  0.00035319849
            500  0.00049952307  0.00035319849  0.00049952307  0.00035319849  0.00049952307  0.00035319849
