#   y_j1-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9    0.010226073    0.020427881    0.010226073    0.020427881    0.010226073    0.020427881
           -3.8    0.084950398    0.032161027    0.084950398    0.032161027    0.084950398    0.032161027
           -3.7     0.22784706    0.052439491     0.22784706    0.052439491     0.22784706    0.052439491
           -3.6     0.55603848    0.088894029     0.55603848    0.088894029     0.55603848    0.088894029
           -3.5      1.0098089     0.11461972      1.0098089     0.11461972      1.0098089     0.11461972
           -3.4      2.1327774     0.17175951      2.1327774     0.17175951      2.1327774     0.17175951
           -3.3      3.5875075     0.22023072      3.5875075     0.22023072      3.5875075     0.22023072
           -3.2      5.1120465     0.26649226      5.1120465     0.26649226      5.1120465     0.26649226
           -3.1      8.2098399     0.32677018      8.2098399     0.32677018      8.2098399     0.32677018
             -3      11.985891     0.42682803      11.985891     0.42682803      11.985891     0.42682803
           -2.9       16.22041     0.46438765       16.22041     0.46438765       16.22041     0.46438765
           -2.8      21.212121     0.63226455      21.212121     0.63226455      21.212121     0.63226455
           -2.7      27.772844     0.60498631      27.772844     0.60498631      27.772844     0.60498631
           -2.6      33.903803     0.71335289      33.903803     0.71335289      33.903803     0.71335289
           -2.5      39.376344     0.73523691      39.376344     0.73523691      39.376344     0.73523691
           -2.4      47.615021     0.79792791      47.615021     0.79792791      47.615021     0.79792791
           -2.3      56.444725     0.87651264      56.444725     0.87651264      56.444725     0.87651264
           -2.2      64.583496     0.95405074      64.583496     0.95405074      64.583496     0.95405074
           -2.1      71.927567      1.0243151      71.927567      1.0243151      71.927567      1.0243151
             -2      80.721997      1.0592524      80.721997      1.0592524      80.721997      1.0592524
           -1.9      87.845295      1.1001873      87.845295      1.1001873      87.845295      1.1001873
           -1.8      96.668807      1.5930961      96.668807      1.5930961      96.668807      1.5930961
           -1.7      106.00759      1.3487589      106.00759      1.3487589      106.00759      1.3487589
           -1.6       110.0274      1.2133315       110.0274      1.2133315       110.0274      1.2133315
           -1.5      120.17832       1.346623      120.17832       1.346623      120.17832       1.346623
           -1.4      124.64304      1.3063369      124.64304      1.3063369      124.64304      1.3063369
           -1.3      131.99238      1.5373271      131.99238      1.5373271      131.99238      1.5373271
           -1.2       135.1303      1.4747193       135.1303      1.4747193       135.1303      1.4747193
           -1.1      139.18752       1.407718      139.18752       1.407718      139.18752       1.407718
             -1      145.08179      1.4577807      145.08179      1.4577807      145.08179      1.4577807
           -0.9      151.50302      1.6324424      151.50302      1.6324424      151.50302      1.6324424
           -0.8      152.33315       1.467661      152.33315       1.467661      152.33315       1.467661
           -0.7      152.69563      1.4671725      152.69563      1.4671725      152.69563      1.4671725
           -0.6      160.13244      1.5516481      160.13244      1.5516481      160.13244      1.5516481
           -0.5      160.26567       1.595008      160.26567       1.595008      160.26567       1.595008
           -0.4      161.24296      1.5271729      161.24296      1.5271729      161.24296      1.5271729
           -0.3      162.20408      1.4995667      162.20408      1.4995667      162.20408      1.4995667
           -0.2      163.66973      1.5184832      163.66973      1.5184832      163.66973      1.5184832
           -0.1       166.5937      1.7257902       166.5937      1.7257902       166.5937      1.7257902
              0      165.29648      1.7597729      165.29648      1.7597729      165.29648      1.7597729
            0.1      161.67454      1.5081854      161.67454      1.5081854      161.67454      1.5081854
            0.2        163.299      1.5355939        163.299      1.5355939        163.299      1.5355939
            0.3      163.48482      1.7365962      163.48482      1.7365962      163.48482      1.7365962
            0.4      160.72211      1.5139265      160.72211      1.5139265      160.72211      1.5139265
            0.5      156.61824      1.4750501      156.61824      1.4750501      156.61824      1.4750501
            0.6      154.23376      1.6139724      154.23376      1.6139724      154.23376      1.6139724
            0.7      154.47997      1.5239724      154.47997      1.5239724      154.47997      1.5239724
            0.8      149.69077       1.471625      149.69077       1.471625      149.69077       1.471625
            0.9      143.92111      1.4040628      143.92111      1.4040628      143.92111      1.4040628
