#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             33      694.86048      1.0045364      694.86048      1.0045364      694.86048      1.0045364
             34      694.21045      1.0038969      694.21045      1.0038969      694.21045      1.0038969
             35      692.13401       1.006457      692.13401       1.006457      692.13401       1.006457
             36      683.92641      1.0020849      683.92641      1.0020849      683.92641      1.0020849
             37      673.84215     0.99285048      673.84215     0.99285048      673.84215     0.99285048
             38      658.62626      0.9817321      658.62626      0.9817321      658.62626      0.9817321
             39       635.1557     0.96654958       635.1557     0.96654958       635.1557     0.96654958
             40      610.88835     0.94234652      610.88835     0.94234652      610.88835     0.94234652
             41      581.95883     0.91590306      581.95883     0.91590306      581.95883     0.91590306
             42      550.63811      0.8887982      550.63811      0.8887982      550.63811      0.8887982
             43      522.90565     0.86479048      522.90565     0.86479048      522.90565     0.86479048
             44      491.21584     0.83263306      491.21584     0.83263306      491.21584     0.83263306
             45      462.49083     0.80861067      462.49083     0.80861067      462.49083     0.80861067
             46      434.37137     0.77432281      434.37137     0.77432281      434.37137     0.77432281
             47      407.57876      0.7484572      407.57876      0.7484572      407.57876      0.7484572
             48      381.92676     0.72266886      381.92676     0.72266886      381.92676     0.72266886
             49      359.45078     0.70008739      359.45078     0.70008739      359.45078     0.70008739
             50      336.84559     0.67593694      336.84559     0.67593694      336.84559     0.67593694
             51      317.45681     0.65275605      317.45681     0.65275605      317.45681     0.65275605
             52      298.04277     0.63378772      298.04277     0.63378772      298.04277     0.63378772
             53      281.50383     0.61346294      281.50383     0.61346294      281.50383     0.61346294
             54      265.55491     0.60747586      265.55491     0.60747586      265.55491     0.60747586
             55      250.84622     0.57289417      250.84622     0.57289417      250.84622     0.57289417
             56      235.44319     0.55654308      235.44319     0.55654308      235.44319     0.55654308
             57      222.42517     0.53882005      222.42517     0.53882005      222.42517     0.53882005
             58      210.59951     0.52497347      210.59951     0.52497347      210.59951     0.52497347
             59      199.58113     0.50882609      199.58113     0.50882609      199.58113     0.50882609
             60      188.86633     0.49348737      188.86633     0.49348737      188.86633     0.49348737
             61      179.53457     0.48402879      179.53457     0.48402879      179.53457     0.48402879
             62      170.07776     0.47894993      170.07776     0.47894993      170.07776     0.47894993
             63      161.73457     0.45558274      161.73457     0.45558274      161.73457     0.45558274
             64      152.81197     0.44304915      152.81197     0.44304915      152.81197     0.44304915
             65      145.55794     0.43071874      145.55794     0.43071874      145.55794     0.43071874
             66      139.25865     0.42624355      139.25865     0.42624355      139.25865     0.42624355
             67      132.38322     0.41135352      132.38322     0.41135352      132.38322     0.41135352
             68       126.2333     0.39969129       126.2333     0.39969129       126.2333     0.39969129
             69      120.64134     0.39080011      120.64134     0.39080011      120.64134     0.39080011
             70      114.61118     0.38535809      114.61118     0.38535809      114.61118     0.38535809
             71      109.22159      0.3731124      109.22159      0.3731124      109.22159      0.3731124
             72      103.95481     0.36307223      103.95481     0.36307223      103.95481     0.36307223
             73       99.39114     0.35496569       99.39114     0.35496569       99.39114     0.35496569
             74      94.898948     0.34978106      94.898948     0.34978106      94.898948     0.34978106
             75      91.139001      0.3377731      91.139001      0.3377731      91.139001      0.3377731
             76      86.798423      0.3296169      86.798423      0.3296169      86.798423      0.3296169
             77       83.19072     0.32353169       83.19072     0.32353169       83.19072     0.32353169
             78      79.564905     0.31748001      79.564905     0.31748001      79.564905     0.31748001
             79      76.371832     0.30995633      76.371832     0.30995633      76.371832     0.30995633
             80      73.441322     0.30341482      73.441322     0.30341482      73.441322     0.30341482
             81      70.152457      0.2953139      70.152457      0.2953139      70.152457      0.2953139
             82      67.256324     0.28888882      67.256324     0.28888882      67.256324     0.28888882
             83      64.683028     0.28649768      64.683028     0.28649768      64.683028     0.28649768
             84      62.270514     0.27834257      62.270514     0.27834257      62.270514     0.27834257
             85       59.21879     0.27208207       59.21879     0.27208207       59.21879     0.27208207
             86      57.325123     0.27058245      57.325123     0.27058245      57.325123     0.27058245
             87       54.82687     0.26047201       54.82687     0.26047201       54.82687     0.26047201
             88       52.48934     0.25914081       52.48934     0.25914081       52.48934     0.25914081
             89      50.203564     0.25051602      50.203564     0.25051602      50.203564     0.25051602
             90      48.806135      0.2461368      48.806135      0.2461368      48.806135      0.2461368
             91      46.679763     0.24002607      46.679763     0.24002607      46.679763     0.24002607
             92      44.845141     0.23762954      44.845141     0.23762954      44.845141     0.23762954
             93      43.244636     0.23275182      43.244636     0.23275182      43.244636     0.23275182
             94      41.619768     0.22588022      41.619768     0.22588022      41.619768     0.22588022
             95      40.517523     0.23200393      40.517523     0.23200393      40.517523     0.23200393
             96        38.8841     0.21934281        38.8841     0.21934281        38.8841     0.21934281
             97      37.212959     0.21456503      37.212959     0.21456503      37.212959     0.21456503
             98      36.093065     0.21032275      36.093065     0.21032275      36.093065     0.21032275
             99      34.633322     0.20798446      34.633322     0.20798446      34.633322     0.20798446
            100      34.633322     0.20798446      34.633322     0.20798446      34.633322     0.20798446
