#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       10.39232     0.12215436       10.39232     0.12215436       10.39232     0.12215436
              1      31.232408      0.2125033      31.232408      0.2125033      31.232408      0.2125033
              2      52.359443     0.27351361      52.359443     0.27351361      52.359443     0.27351361
              3      73.522973     0.32236649      73.522973     0.32236649      73.522973     0.32236649
              4      93.855629     0.36440888      93.855629     0.36440888      93.855629     0.36440888
              5      114.97504     0.40430827      114.97504     0.40430827      114.97504     0.40430827
              6      137.01536     0.44246148      137.01536     0.44246148      137.01536     0.44246148
              7      158.88832     0.47387992      158.88832     0.47387992      158.88832     0.47387992
              8      180.20212     0.50407302      180.20212     0.50407302      180.20212     0.50407302
              9      202.81554     0.53412838      202.81554     0.53412838      202.81554     0.53412838
             10      226.16499      0.5699355      226.16499      0.5699355      226.16499      0.5699355
             11      250.61204     0.59356023      250.61204     0.59356023      250.61204     0.59356023
             12      273.70287     0.61828289      273.70287     0.61828289      273.70287     0.61828289
             13      296.35166     0.64303744      296.35166     0.64303744      296.35166     0.64303744
             14      321.31928     0.67166698      321.31928     0.67166698      321.31928     0.67166698
             15      345.73281     0.69911707      345.73281     0.69911707      345.73281     0.69911707
             16      369.76197      0.7237655      369.76197      0.7237655      369.76197      0.7237655
             17      395.32138     0.74225145      395.32138     0.74225145      395.32138     0.74225145
             18      421.18738      0.7667234      421.18738      0.7667234      421.18738      0.7667234
             19      444.85268     0.78886921      444.85268     0.78886921      444.85268     0.78886921
             20      468.16426     0.80791982      468.16426     0.80791982      468.16426     0.80791982
             21      492.15214     0.82925707      492.15214     0.82925707      492.15214     0.82925707
             22      516.40843     0.86034325      516.40843     0.86034325      516.40843     0.86034325
             23      539.16258     0.86926945      539.16258     0.86926945      539.16258     0.86926945
             24      560.10996     0.88698035      560.10996     0.88698035      560.10996     0.88698035
             25      581.94629     0.91292472      581.94629     0.91292472      581.94629     0.91292472
             26      602.12852     0.92364339      602.12852     0.92364339      602.12852     0.92364339
             27      619.93891     0.93792176      619.93891     0.93792176      619.93891     0.93792176
             28       637.3448     0.95147992       637.3448     0.95147992       637.3448     0.95147992
             29      653.41052     0.96477794      653.41052     0.96477794      653.41052     0.96477794
             30      668.67034     0.97675716      668.67034     0.97675716      668.67034     0.97675716
             31      679.40537     0.98860465      679.40537     0.98860465      679.40537     0.98860465
             32      687.69328      0.9959799      687.69328      0.9959799      687.69328      0.9959799
