# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      28464.245      3.7721622      28464.245      3.7721622      28464.245      3.7721622
              1      28464.245      3.7721622      28464.245      3.7721622      28464.245      3.7721622
