#pt_bbZ-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       362.4313     0.34882307       362.4313     0.34882307       362.4313     0.34882307
              5      617.32452     0.43041602      617.32452     0.43041602      617.32452     0.43041602
             10      574.83612     0.39921248      574.83612     0.39921248      574.83612     0.39921248
             15      504.97265     0.36923052      504.97265     0.36923052      504.97265     0.36923052
             20      439.60979     0.33993248      439.60979     0.33993248      439.60979     0.33993248
             25      381.43881     0.31442044      381.43881     0.31442044      381.43881     0.31442044
             30       331.2477     0.29194543       331.2477     0.29194543       331.2477     0.29194543
             35      287.32651      0.2717734      287.32651      0.2717734      287.32651      0.2717734
             40      249.44969     0.25286314      249.44969     0.25286314      249.44969     0.25286314
             45      216.44933      0.2355082      216.44933      0.2355082      216.44933      0.2355082
             50       188.0623     0.21899572       188.0623     0.21899572       188.0623     0.21899572
             55      163.30883     0.20357413      163.30883     0.20357413      163.30883     0.20357413
             60      142.22332     0.18975914      142.22332     0.18975914      142.22332     0.18975914
             65      123.13118     0.17686602      123.13118     0.17686602      123.13118     0.17686602
             70      107.77151      0.1649899      107.77151      0.1649899      107.77151      0.1649899
             75      93.919901     0.15447258      93.919901     0.15447258      93.919901     0.15447258
             80      82.043808     0.14383445      82.043808     0.14383445      82.043808     0.14383445
             85       71.54338     0.13439077       71.54338     0.13439077       71.54338     0.13439077
             90      62.824229     0.12617027      62.824229     0.12617027      62.824229     0.12617027
             95      55.322896     0.11958072      55.322896     0.11958072      55.322896     0.11958072
            100      48.564424     0.11072657      48.564424     0.11072657      48.564424     0.11072657
            105      42.863269     0.10465134      42.863269     0.10465134      42.863269     0.10465134
            110      37.916769    0.098529162      37.916769    0.098529162      37.916769    0.098529162
            115      33.436759    0.092503453      33.436759    0.092503453      33.436759    0.092503453
            120      29.585303    0.087121989      29.585303    0.087121989      29.585303    0.087121989
            125       26.16903    0.083411547       26.16903    0.083411547       26.16903    0.083411547
            130      23.500384    0.077486812      23.500384    0.077486812      23.500384    0.077486812
            135      20.810917    0.073806562      20.810917    0.073806562      20.810917    0.073806562
            140       18.62859     0.07022299       18.62859     0.07022299       18.62859     0.07022299
            145      16.462931    0.065796592      16.462931    0.065796592      16.462931    0.065796592
            150       14.85651    0.062558783       14.85651    0.062558783       14.85651    0.062558783
            155      13.264141    0.058781435      13.264141    0.058781435      13.264141    0.058781435
            160       11.92534    0.055695087       11.92534    0.055695087       11.92534    0.055695087
            165      10.772137     0.05303261      10.772137     0.05303261      10.772137     0.05303261
            170      9.5998483    0.050217916      9.5998483    0.050217916      9.5998483    0.050217916
            175      8.6719647    0.047668638      8.6719647    0.047668638      8.6719647    0.047668638
            180      7.9355228    0.048348907      7.9355228    0.048348907      7.9355228    0.048348907
            185      7.0455878    0.042943866      7.0455878    0.042943866      7.0455878    0.042943866
            190       6.374952    0.040725013       6.374952    0.040725013       6.374952    0.040725013
            195      5.8751819    0.039253647      5.8751819    0.039253647      5.8751819    0.039253647
            200      5.2653658    0.037580013      5.2653658    0.037580013      5.2653658    0.037580013
            205      4.7891167    0.036051928      4.7891167    0.036051928      4.7891167    0.036051928
            210      4.4101696     0.03462945      4.4101696     0.03462945      4.4101696     0.03462945
            215      4.0173432    0.034222684      4.0173432    0.034222684      4.0173432    0.034222684
            220      3.6266812     0.03108241      3.6266812     0.03108241      3.6266812     0.03108241
            225      3.3162023    0.030259821      3.3162023    0.030259821      3.3162023    0.030259821
            230      3.0593885    0.028789521      3.0593885    0.028789521      3.0593885    0.028789521
            235      2.7735746    0.028026775      2.7735746    0.028026775      2.7735746    0.028026775
            240       2.514675    0.025999752       2.514675    0.025999752       2.514675    0.025999752
            245      2.4014272    0.025217795      2.4014272    0.025217795      2.4014272    0.025217795
            250      2.1664276    0.024240773      2.1664276    0.024240773      2.1664276    0.024240773
            255      1.9477968    0.022914982      1.9477968    0.022914982      1.9477968    0.022914982
            260      1.8304347    0.022495961      1.8304347    0.022495961      1.8304347    0.022495961
            265       1.721571    0.022452581       1.721571    0.022452581       1.721571    0.022452581
            270       1.548183    0.020559835       1.548183    0.020559835       1.548183    0.020559835
            275      1.4542268    0.019980809      1.4542268    0.019980809      1.4542268    0.019980809
            280      1.3308994    0.018920166      1.3308994    0.018920166      1.3308994    0.018920166
            285      1.1771505    0.018460262      1.1771505    0.018460262      1.1771505    0.018460262
            290      1.1463986    0.019192121      1.1463986    0.019192121      1.1463986    0.019192121
            295       1.047237    0.016967428       1.047237    0.016967428       1.047237    0.016967428
            300     0.94522178    0.016602426     0.94522178    0.016602426     0.94522178    0.016602426
            305     0.88138985    0.015856471     0.88138985    0.015856471     0.88138985    0.015856471
            310      0.8048646     0.01554263      0.8048646     0.01554263      0.8048646     0.01554263
            315     0.77076403    0.014678433     0.77076403    0.014678433     0.77076403    0.014678433
            320     0.72081622    0.014164449     0.72081622    0.014164449     0.72081622    0.014164449
            325     0.64889162    0.013446811     0.64889162    0.013446811     0.64889162    0.013446811
            330     0.62364643    0.013564373     0.62364643    0.013564373     0.62364643    0.013564373
            335     0.57923094    0.012724671     0.57923094    0.012724671     0.57923094    0.012724671
            340     0.52487505     0.01252393     0.52487505     0.01252393     0.52487505     0.01252393
            345     0.50635438    0.012188338     0.50635438    0.012188338     0.50635438    0.012188338
            350     0.45078337    0.011685809     0.45078337    0.011685809     0.45078337    0.011685809
            355     0.44797884    0.011428701     0.44797884    0.011428701     0.44797884    0.011428701
            360     0.39590929    0.012216946     0.39590929    0.012216946     0.39590929    0.012216946
            365     0.37477255    0.010200047     0.37477255    0.010200047     0.37477255    0.010200047
            370     0.36347531    0.010041951     0.36347531    0.010041951     0.36347531    0.010041951
            375     0.32939097   0.0098098105     0.32939097   0.0098098105     0.32939097   0.0098098105
            380     0.30389304   0.0094218395     0.30389304   0.0094218395     0.30389304   0.0094218395
            385     0.28450169   0.0091001685     0.28450169   0.0091001685     0.28450169   0.0091001685
            390     0.28205322   0.0089281457     0.28205322   0.0089281457     0.28205322   0.0089281457
            395     0.24832462    0.008475681     0.24832462    0.008475681     0.24832462    0.008475681
            400     0.22452469   0.0080220306     0.22452469   0.0080220306     0.22452469   0.0080220306
            405     0.22797573    0.008211026     0.22797573    0.008211026     0.22797573    0.008211026
            410     0.21096559   0.0078337067     0.21096559   0.0078337067     0.21096559   0.0078337067
            415     0.19783693   0.0074262125     0.19783693   0.0074262125     0.19783693   0.0074262125
            420     0.17472816   0.0071647983     0.17472816   0.0071647983     0.17472816   0.0071647983
            425     0.17336211   0.0071236826     0.17336211   0.0071236826     0.17336211   0.0071236826
            430     0.16935874   0.0071277951     0.16935874   0.0071277951     0.16935874   0.0071277951
            435     0.15457007   0.0066836007     0.15457007   0.0066836007     0.15457007   0.0066836007
            440     0.14286847   0.0063560038     0.14286847   0.0063560038     0.14286847   0.0063560038
            445     0.14845967   0.0063784813     0.14845967   0.0063784813     0.14845967   0.0063784813
            450     0.12792123    0.006149245     0.12792123    0.006149245     0.12792123    0.006149245
