#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            265     0.32352132   0.0089569935     0.32352132   0.0089569935     0.32352132   0.0089569935
            270     0.28636147   0.0085334507     0.28636147   0.0085334507     0.28636147   0.0085334507
            275     0.27273483    0.008280918     0.27273483    0.008280918     0.27273483    0.008280918
            280     0.25250759   0.0083244373     0.25250759   0.0083244373     0.25250759   0.0083244373
            285     0.23036349    0.007685442     0.23036349    0.007685442     0.23036349    0.007685442
            290     0.19918523   0.0071387721     0.19918523   0.0071387721     0.19918523   0.0071387721
            295     0.19386258   0.0071165724     0.19386258   0.0071165724     0.19386258   0.0071165724
            300     0.17135063   0.0066671428     0.17135063   0.0066671428     0.17135063   0.0066671428
            305     0.15376556   0.0062004786     0.15376556   0.0062004786     0.15376556   0.0062004786
            310     0.15505938   0.0061891992     0.15505938   0.0061891992     0.15505938   0.0061891992
            315     0.13017605   0.0056738825     0.13017605   0.0056738825     0.13017605   0.0056738825
            320     0.13498946   0.0057831916     0.13498946   0.0057831916     0.13498946   0.0057831916
            325      0.1237627    0.005691438      0.1237627    0.005691438      0.1237627    0.005691438
            330     0.10768455   0.0051782482     0.10768455   0.0051782482     0.10768455   0.0051782482
            335    0.099095543   0.0049507793    0.099095543   0.0049507793    0.099095543   0.0049507793
            340    0.092451524   0.0050717069    0.092451524   0.0050717069    0.092451524   0.0050717069
            345      0.0897881   0.0048018767      0.0897881   0.0048018767      0.0897881   0.0048018767
            350    0.072489425   0.0043784498    0.072489425   0.0043784498    0.072489425   0.0043784498
            355    0.080226112   0.0052901235    0.080226112   0.0052901235    0.080226112   0.0052901235
            360    0.068080179   0.0040147203    0.068080179   0.0040147203    0.068080179   0.0040147203
            365    0.058378621   0.0039786646    0.058378621   0.0039786646    0.058378621   0.0039786646
            370    0.056172306   0.0037023215    0.056172306   0.0037023215    0.056172306   0.0037023215
            375    0.050527975   0.0037455727    0.050527975   0.0037455727    0.050527975   0.0037455727
            380    0.052089443   0.0039089957    0.052089443   0.0039089957    0.052089443   0.0039089957
            385    0.047500681   0.0035060829    0.047500681   0.0035060829    0.047500681   0.0035060829
            390    0.050281953   0.0036037963    0.050281953   0.0036037963    0.050281953   0.0036037963
            395    0.041578099    0.003226632    0.041578099    0.003226632    0.041578099    0.003226632
            400    0.038918328   0.0031816847    0.038918328   0.0031816847    0.038918328   0.0031816847
            405    0.039268287   0.0031266431    0.039268287   0.0031266431    0.039268287   0.0031266431
            410    0.033156573   0.0032286191    0.033156573   0.0032286191    0.033156573   0.0032286191
            415    0.032823835     0.00288566    0.032823835     0.00288566    0.032823835     0.00288566
            420     0.03477567   0.0029629241     0.03477567   0.0029629241     0.03477567   0.0029629241
            425    0.029838582   0.0028626376    0.029838582   0.0028626376    0.029838582   0.0028626376
            430    0.023151116   0.0026261417    0.023151116   0.0026261417    0.023151116   0.0026261417
            435    0.023647593   0.0025505949    0.023647593   0.0025505949    0.023647593   0.0025505949
            440     0.02937396   0.0027451876     0.02937396   0.0027451876     0.02937396   0.0027451876
            445    0.026444057   0.0027255308    0.026444057   0.0027255308    0.026444057   0.0027255308
            450    0.024595288   0.0025934415    0.024595288   0.0025934415    0.024595288   0.0025934415
            455    0.017239129   0.0021149823    0.017239129   0.0021149823    0.017239129   0.0021149823
            460    0.022284814   0.0023256674    0.022284814   0.0023256674    0.022284814   0.0023256674
            465    0.018444865   0.0022285564    0.018444865   0.0022285564    0.018444865   0.0022285564
            470    0.019071034   0.0023162893    0.019071034   0.0023162893    0.019071034   0.0023162893
            475    0.014188916    0.001878977    0.014188916    0.001878977    0.014188916    0.001878977
            480    0.015763657   0.0019345008    0.015763657   0.0019345008    0.015763657   0.0019345008
            485    0.012830722   0.0018904753    0.012830722   0.0018904753    0.012830722   0.0018904753
            490    0.017469056   0.0034208128    0.017469056   0.0034208128    0.017469056   0.0034208128
            495    0.013154518   0.0019080644    0.013154518   0.0019080644    0.013154518   0.0019080644
            500    0.013154518   0.0019080644    0.013154518   0.0019080644    0.013154518   0.0019080644
