#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      60.953488     0.13083776      60.953488     0.13083776      60.953488     0.13083776
              5      187.18364     0.22692995      187.18364     0.22692995      187.18364     0.22692995
             10      323.54357     0.29482223      323.54357     0.29482223      323.54357     0.29482223
             15      464.80532     0.35160112      464.80532     0.35160112      464.80532     0.35160112
             20      594.67627     0.39696848      594.67627     0.39696848      594.67627     0.39696848
             25      692.90595     0.42993108      692.90595     0.42993108      692.90595     0.42993108
             30       735.4404     0.44543351       735.4404     0.44543351       735.4404     0.44543351
             35      683.54372     0.43275789      683.54372     0.43275789      683.54372     0.43275789
             40      534.61547     0.38085523      534.61547     0.38085523      534.61547     0.38085523
             45       376.3599     0.31563888       376.3599     0.31563888       376.3599     0.31563888
             50      263.59262     0.26070766      263.59262     0.26070766      263.59262     0.26070766
             55      188.94216     0.22003144      188.94216     0.22003144      188.94216     0.22003144
             60      139.07773     0.18670392      139.07773     0.18670392      139.07773     0.18670392
             65      104.43891     0.16234249      104.43891     0.16234249      104.43891     0.16234249
             70      80.170293     0.14102523      80.170293     0.14102523      80.170293     0.14102523
             75      62.028813     0.12386643      62.028813     0.12386643      62.028813     0.12386643
             80      48.893698     0.11008677      48.893698     0.11008677      48.893698     0.11008677
             85      39.174809    0.098275927      39.174809    0.098275927      39.174809    0.098275927
             90      31.335893    0.088183942      31.335893    0.088183942      31.335893    0.088183942
             95      25.517453    0.079444609      25.517453    0.079444609      25.517453    0.079444609
            100      21.064931    0.072795965      21.064931    0.072795965      21.064931    0.072795965
            105      17.407486    0.065803485      17.407486    0.065803485      17.407486    0.065803485
            110      14.433102    0.059389245      14.433102    0.059389245      14.433102    0.059389245
            115      12.103023    0.054683234      12.103023    0.054683234      12.103023    0.054683234
            120      10.204572    0.049958258      10.204572    0.049958258      10.204572    0.049958258
            125      8.6439183    0.046005836      8.6439183    0.046005836      8.6439183    0.046005836
            130      7.3202015    0.042444358      7.3202015    0.042444358      7.3202015    0.042444358
            135       6.298462    0.039946108       6.298462    0.039946108       6.298462    0.039946108
            140      5.4451768     0.03735265      5.4451768     0.03735265      5.4451768     0.03735265
            145      4.6640491      0.0341721      4.6640491      0.0341721      4.6640491      0.0341721
            150      4.0339048    0.031743235      4.0339048    0.031743235      4.0339048    0.031743235
            155      3.4620124    0.029227066      3.4620124    0.029227066      3.4620124    0.029227066
            160      3.0813184    0.027750225      3.0813184    0.027750225      3.0813184    0.027750225
            165      2.7212097    0.026018687      2.7212097    0.026018687      2.7212097    0.026018687
            170      2.3827962    0.028858078      2.3827962    0.028858078      2.3827962    0.028858078
            175      2.0935207    0.022854836      2.0935207    0.022854836      2.0935207    0.022854836
            180      1.8439823    0.030475396      1.8439823    0.030475396      1.8439823    0.030475396
            185      1.6509308    0.020330841      1.6509308    0.020330841      1.6509308    0.020330841
            190      1.4606183    0.019973013      1.4606183    0.019973013      1.4606183    0.019973013
            195      1.2972721    0.018056683      1.2972721    0.018056683      1.2972721    0.018056683
            200      1.1507105    0.017119554      1.1507105    0.017119554      1.1507105    0.017119554
            205      1.0195971    0.015984462      1.0195971    0.015984462      1.0195971    0.015984462
            210     0.92997263    0.015235964     0.92997263    0.015235964     0.92997263    0.015235964
            215     0.85504739    0.014897885     0.85504739    0.014897885     0.85504739    0.014897885
            220     0.73395246    0.013718926     0.73395246    0.013718926     0.73395246    0.013718926
            225     0.66374675    0.013016785     0.66374675    0.013016785     0.66374675    0.013016785
            230     0.59177048    0.012160855     0.59177048    0.012160855     0.59177048    0.012160855
            235     0.59771181    0.014709061     0.59771181    0.014709061     0.59771181    0.014709061
            240     0.50071766    0.011391918     0.50071766    0.011391918     0.50071766    0.011391918
            245     0.45632123    0.010730608     0.45632123    0.010730608     0.45632123    0.010730608
            250     0.38558005   0.0098743796     0.38558005   0.0098743796     0.38558005   0.0098743796
            255     0.37140125   0.0097762799     0.37140125   0.0097762799     0.37140125   0.0097762799
            260     0.33128006    0.009195019     0.33128006    0.009195019     0.33128006    0.009195019
