#  m_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25              0              0              0              0              0              0
             26              0              0              0              0              0              0
             27   0.0012494754   0.0012494129   0.0012494754   0.0012494129   0.0012494754   0.0012494129
             28              0              0              0              0              0              0
             29              0              0              0              0              0              0
             30              0              0              0              0              0              0
             31              0              0              0              0              0              0
             32              0              0              0              0              0              0
             33   0.0012479174   0.0021624132   0.0012479174   0.0021624132   0.0012479174   0.0021624132
             34   0.0024982512    0.001766442   0.0024982512    0.001766442   0.0024982512    0.001766442
             35   0.0049961844   0.0024979673   0.0049961844   0.0024979673   0.0049961844   0.0024979673
             36              0              0              0              0              0              0
             37   0.0012490302   0.0012489678   0.0012490302   0.0012489678   0.0012490302   0.0012489678
             38   0.0012488712   0.0012488088   0.0012488712   0.0012488088   0.0012488712   0.0012488088
             39   0.0012493799   0.0012493175   0.0012493799   0.0012493175   0.0012493799   0.0012493175
             40   0.0024979649   0.0017662396   0.0024979649   0.0017662396   0.0024979649   0.0017662396
             41   0.0012487758   0.0012487134   0.0012487758   0.0012487134   0.0012487758   0.0012487134
             42   0.0037469952   0.0021632205   0.0037469952   0.0021632205   0.0037469952   0.0021632205
             43              0              0              0              0              0              0
             44   0.0012859777   0.0012859134   0.0012859777   0.0012859134   0.0012859777   0.0012859134
             45   0.0019529729   0.0027629643   0.0019529729   0.0027629643   0.0019529729   0.0027629643
             46   0.0074935771   0.0030590871   0.0074935771   0.0030590871   0.0074935771   0.0030590871
             47   0.0037468363   0.0021631288   0.0037468363   0.0021631288   0.0037468363   0.0021631288
             48     0.00375717   0.0021691113     0.00375717   0.0021691113     0.00375717   0.0021691113
             49   0.0037392369   0.0021587501   0.0037392369   0.0021587501   0.0037392369   0.0021587501
             50   0.0036746263   0.0021222587   0.0036746263   0.0021222587   0.0036746263   0.0021222587
             51 -7.8473704e-05   0.0018224587 -7.8473704e-05   0.0018224587 -7.8473704e-05   0.0018224587
             52   0.0099886803   0.0035313559   0.0099886803   0.0035313559   0.0099886803   0.0035313559
             53   0.0049771384    0.002488496   0.0049771384    0.002488496   0.0049771384    0.002488496
             54   0.0049953896   0.0024975699   0.0049953896   0.0024975699   0.0049953896   0.0024975699
             55   0.0062298571   0.0027859673   0.0062298571   0.0027859673   0.0062298571   0.0027859673
             56   0.0049956438    0.002497697   0.0049956438    0.002497697   0.0049956438    0.002497697
             57   0.0062442289   0.0033039654   0.0062442289   0.0033039654   0.0062442289   0.0033039654
             58   0.0074582514    0.003519994   0.0074582514    0.003519994   0.0074582514    0.003519994
             59    0.011660922    0.003920329    0.011660922    0.003920329    0.011660922    0.003920329
             60    0.014954786   0.0046645233    0.014954786   0.0046645233    0.014954786   0.0046645233
             61    0.014865183     0.00429156    0.014865183     0.00429156    0.014865183     0.00429156
             62    0.013522035   0.0050095078    0.013522035   0.0050095078    0.013522035   0.0050095078
             63    0.010354499   0.0036774776    0.010354499   0.0036774776    0.010354499   0.0036774776
             64    0.021290112   0.0051635201    0.021290112   0.0051635201    0.021290112   0.0051635201
             65    0.024791543   0.0055467148    0.024791543   0.0055467148    0.024791543   0.0055467148
             66    0.024793864   0.0055456734    0.024793864   0.0055456734    0.024793864   0.0055456734
             67    0.023337488   0.0056428061    0.023337488   0.0056428061    0.023337488   0.0056428061
             68    0.023648872   0.0054274036    0.023648872   0.0054274036    0.023648872   0.0054274036
             69    0.030734086   0.0064083131    0.030734086   0.0064083131    0.030734086   0.0064083131
             70    0.039214277   0.0069366254    0.039214277   0.0069366254    0.039214277   0.0069366254
             71    0.032516026   0.0068543858    0.032516026   0.0068543858    0.032516026   0.0068543858
             72    0.027539492   0.0063699637    0.027539492   0.0063699637    0.027539492   0.0063699637
             73    0.048470748   0.0077670182    0.048470748   0.0077670182    0.048470748   0.0077670182
             74    0.049798888   0.0084455903    0.049798888   0.0084455903    0.049798888   0.0084455903
             75    0.050505756   0.0081154421    0.050505756   0.0081154421    0.050505756   0.0081154421
             76    0.063350112   0.0091435423    0.063350112   0.0091435423    0.063350112   0.0091435423
             77    0.042299015   0.0072630573    0.042299015   0.0072630573    0.042299015   0.0072630573
             78    0.071298825   0.0095932036    0.071298825   0.0095932036    0.071298825   0.0095932036
             79    0.053988395   0.0088616492    0.053988395   0.0088616492    0.053988395   0.0088616492
             80     0.10101409    0.011362324     0.10101409    0.011362324     0.10101409    0.011362324
             81     0.10300919    0.011591207     0.10300919    0.011591207     0.10300919    0.011591207
             82      0.0919159    0.011159043      0.0919159    0.011159043      0.0919159    0.011159043
             83     0.11796515    0.012556788     0.11796515    0.012556788     0.11796515    0.012556788
             84      0.1182056    0.012949442      0.1182056    0.012949442      0.1182056    0.012949442
             85     0.16749177    0.014902126     0.16749177    0.014902126     0.16749177    0.014902126
             86     0.17425447    0.015876811     0.17425447    0.015876811     0.17425447    0.015876811
             87     0.21516662    0.017004432     0.21516662    0.017004432     0.21516662    0.017004432
             88      0.2648526    0.018719084      0.2648526    0.018719084      0.2648526    0.018719084
