#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.9      4302.3467      7.5701082      4302.3467      7.5701082      4302.3467      7.5701082
              1      4272.1372      7.5313905      4272.1372      7.5313905      4272.1372      7.5313905
            1.1      4241.1644      7.4982352      4241.1644      7.4982352      4241.1644      7.4982352
            1.2      4234.7386      7.5185467      4234.7386      7.5185467      4234.7386      7.5185467
            1.3      4180.7161      7.4836617      4180.7161      7.4836617      4180.7161      7.4836617
            1.4       4130.859      7.4255594       4130.859      7.4255594       4130.859      7.4255594
            1.5      4054.8403       7.376347      4054.8403       7.376347      4054.8403       7.376347
            1.6      4007.1745      7.3697872      4007.1745      7.3697872      4007.1745      7.3697872
            1.7      3909.0106      7.2686001      3909.0106      7.2686001      3909.0106      7.2686001
            1.8      3837.8106      7.2351655      3837.8106      7.2351655      3837.8106      7.2351655
            1.9      3750.1498      7.1680443      3750.1498      7.1680443      3750.1498      7.1680443
              2      3642.5674      7.0679659      3642.5674      7.0679659      3642.5674      7.0679659
            2.1      3552.1113      6.9915898      3552.1113      6.9915898      3552.1113      6.9915898
            2.2      3438.9304      6.9024386      3438.9304      6.9024386      3438.9304      6.9024386
            2.3      3336.5212      6.8234441      3336.5212      6.8234441      3336.5212      6.8234441
            2.4      3207.3424      6.8509016      3207.3424      6.8509016      3207.3424      6.8509016
            2.5      3098.5793      6.6115735      3098.5793      6.6115735      3098.5793      6.6115735
            2.6      2952.2656      6.5144326      2952.2656      6.5144326      2952.2656      6.5144326
            2.7      2834.6364       6.365062      2834.6364       6.365062      2834.6364       6.365062
            2.8      2701.8388      6.2504702      2701.8388      6.2504702      2701.8388      6.2504702
            2.9      2570.4196      6.1133202      2570.4196      6.1133202      2570.4196      6.1133202
              3      2449.9643      5.9638463      2449.9643      5.9638463      2449.9643      5.9638463
            3.1      2315.9638      5.8858391      2315.9638      5.8858391      2315.9638      5.8858391
            3.2      2181.2781      5.6979269      2181.2781      5.6979269      2181.2781      5.6979269
            3.3      2055.9721      5.5248708      2055.9721      5.5248708      2055.9721      5.5248708
            3.4      1922.8005      5.3894072      1922.8005      5.3894072      1922.8005      5.3894072
            3.5      1791.3104      5.2049316      1791.3104      5.2049316      1791.3104      5.2049316
            3.6      1662.7881      5.0565257      1662.7881      5.0565257      1662.7881      5.0565257
            3.7      1547.9676      4.9336504      1547.9676      4.9336504      1547.9676      4.9336504
            3.8      1431.1545      4.7521774      1431.1545      4.7521774      1431.1545      4.7521774
            3.9       1315.519      4.6476716       1315.519      4.6476716       1315.519      4.6476716
              4      1203.9122      4.3763778      1203.9122      4.3763778      1203.9122      4.3763778
            4.1       1099.424      4.1769947       1099.424      4.1769947       1099.424      4.1769947
            4.2      998.65586      4.0324756      998.65586      4.0324756      998.65586      4.0324756
            4.3      902.99557      3.8481676      902.99557      3.8481676      902.99557      3.8481676
            4.4      810.39372       3.652084      810.39372       3.652084      810.39372       3.652084
            4.5      735.61588      3.4704158      735.61588      3.4704158      735.61588      3.4704158
            4.6       660.8302      3.3184706       660.8302      3.3184706       660.8302      3.3184706
            4.7      579.32271      3.0966801      579.32271      3.0966801      579.32271      3.0966801
            4.8      515.25661       3.074287      515.25661       3.074287      515.25661       3.074287
            4.9      457.11278       2.792634      457.11278       2.792634      457.11278       2.792634
              5      457.11278       2.792634      457.11278       2.792634      457.11278       2.792634
