# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       23187.15      4.0058317       23187.15      4.0058317       23187.15      4.0058317
              1       23187.15      4.0058317       23187.15      4.0058317       23187.15      4.0058317
