#  n_light_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      292.64889     0.65298968      292.64889     0.65298968      292.64889     0.65298968
            0.5      4270.6612      2.3661722      4270.6612      2.3661722      4270.6612      2.3661722
            1.5      24345.324      3.8982508      24345.324      3.8982508      24345.324      3.8982508
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
