# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      27578.857      3.8265123      27578.857      3.8265123      27578.857      3.8265123
              1      27578.857      3.8265123      27578.857      3.8265123      27578.857      3.8265123
