# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      55.726987     0.31775985      55.726987     0.31775985      55.726987     0.31775985
              1      199.26664     0.60711893      199.26664     0.60711893      199.26664     0.60711893
              2      322.36752     0.77171529      322.36752     0.77171529      322.36752     0.77171529
              3      399.21399     0.85235694      399.21399     0.85235694      399.21399     0.85235694
              4       439.3411     0.87842972       439.3411     0.87842972       439.3411     0.87842972
              5      453.52329     0.88085212      453.52329     0.88085212      453.52329     0.88085212
              6      454.60914     0.87190357      454.60914     0.87190357      454.60914     0.87190357
              7       449.2557      0.8552518       449.2557      0.8552518       449.2557      0.8552518
              8      439.23291     0.83929866      439.23291     0.83929866      439.23291     0.83929866
              9      425.92445     0.83145083      425.92445     0.83145083      425.92445     0.83145083
             10      409.97223      0.7980386      409.97223      0.7980386      409.97223      0.7980386
             11      394.75643      0.7784719      394.75643      0.7784719      394.75643      0.7784719
             12      379.37559      0.7569981      379.37559      0.7569981      379.37559      0.7569981
             13      364.53491     0.73991837      364.53491     0.73991837      364.53491     0.73991837
             14      350.64285     0.72300888      350.64285     0.72300888      350.64285     0.72300888
             15      337.16823     0.70483267      337.16823     0.70483267      337.16823     0.70483267
             16      323.11562     0.68888053      323.11562     0.68888053      323.11562     0.68888053
             17      310.02222     0.67189292      310.02222     0.67189292      310.02222     0.67189292
             18      299.19322     0.65904627      299.19322     0.65904627      299.19322     0.65904627
             19      286.03073     0.64439392      286.03073     0.64439392      286.03073     0.64439392
             20      277.33976      0.6298346      277.33976      0.6298346      277.33976      0.6298346
             21      265.98513     0.61570748      265.98513     0.61570748      265.98513     0.61570748
             22      254.96527     0.60302247      254.96527     0.60302247      254.96527     0.60302247
             23      245.85217     0.58919212      245.85217     0.58919212      245.85217     0.58919212
             24      236.50569      0.5787852      236.50569      0.5787852      236.50569      0.5787852
             25      227.31344      0.5657438      227.31344      0.5657438      227.31344      0.5657438
             26      220.08533     0.55541895      220.08533     0.55541895      220.08533     0.55541895
             27       211.7456     0.54399365       211.7456     0.54399365       211.7456     0.54399365
             28      203.95187     0.53194296      203.95187     0.53194296      203.95187     0.53194296
             29      196.77588     0.52242037      196.77588     0.52242037      196.77588     0.52242037
             30      190.57986     0.51332169      190.57986     0.51332169      190.57986     0.51332169
             31      182.89736     0.50409461      182.89736     0.50409461      182.89736     0.50409461
             32      176.98903     0.49330059      176.98903     0.49330059      176.98903     0.49330059
             33      170.42929     0.48498539      170.42929     0.48498539      170.42929     0.48498539
             34      164.56945     0.47393393      164.56945     0.47393393      164.56945     0.47393393
             35      158.72982     0.46642232      158.72982     0.46642232      158.72982     0.46642232
             36      153.34794     0.45750025      153.34794     0.45750025      153.34794     0.45750025
             37      147.44765     0.44788926      147.44765     0.44788926      147.44765     0.44788926
             38      143.00137      0.4422308      143.00137      0.4422308      143.00137      0.4422308
             39      137.59699     0.43242995      137.59699     0.43242995      137.59699     0.43242995
             40      133.16908     0.42719016      133.16908     0.42719016      133.16908     0.42719016
             41      128.38768     0.41976325      128.38768     0.41976325      128.38768     0.41976325
             42      124.36835     0.41135382      124.36835     0.41135382      124.36835     0.41135382
             43      120.33545     0.40377709      120.33545     0.40377709      120.33545     0.40377709
             44       115.3242     0.39520501       115.3242     0.39520501       115.3242     0.39520501
             45      111.79545     0.38842704      111.79545     0.38842704      111.79545     0.38842704
             46      107.80287     0.39223335      107.80287     0.39223335      107.80287     0.39223335
             47      104.20426     0.37481893      104.20426     0.37481893      104.20426     0.37481893
             48      99.815773     0.36725002      99.815773     0.36725002      99.815773     0.36725002
             49      97.258698     0.36108344      97.258698     0.36108344      97.258698     0.36108344
             50      97.258698     0.36108344      97.258698     0.36108344      97.258698     0.36108344
