#   pt_Z-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.99405645    0.016452752     0.99405645    0.016452752     0.99405645    0.016452752
              5      2.9990575    0.028186625      2.9990575    0.028186625      2.9990575    0.028186625
             10      4.8857574    0.036345644      4.8857574    0.036345644      4.8857574    0.036345644
             15      6.6731091     0.04246186      6.6731091     0.04246186      6.6731091     0.04246186
             20      8.1715467    0.050182822      8.1715467    0.050182822      8.1715467    0.050182822
             25      9.4728969    0.051495939      9.4728969    0.051495939      9.4728969    0.051495939
             30      10.475184    0.055426265      10.475184    0.055426265      10.475184    0.055426265
             35      11.365512     0.05676804      11.365512     0.05676804      11.365512     0.05676804
             40      11.917863       0.056955      11.917863       0.056955      11.917863       0.056955
             45      12.401737    0.057958442      12.401737    0.057958442      12.401737    0.057958442
             50      12.566227    0.059735375      12.566227    0.059735375      12.566227    0.059735375
             55      12.848497    0.060885834      12.848497    0.060885834      12.848497    0.060885834
             60        12.7026    0.058806874        12.7026    0.058806874        12.7026    0.058806874
             65      12.741952     0.05813792      12.741952     0.05813792      12.741952     0.05813792
             70      12.415168    0.058186444      12.415168    0.058186444      12.415168    0.058186444
             75      12.429869    0.058390171      12.429869    0.058390171      12.429869    0.058390171
             80      12.162487    0.058272895      12.162487    0.058272895      12.162487    0.058272895
             85      11.971515    0.056167176      11.971515    0.056167176      11.971515    0.056167176
             90      11.885551    0.056958665      11.885551    0.056958665      11.885551    0.056958665
             95      11.702481    0.056635475      11.702481    0.056635475      11.702481    0.056635475
            100      11.573498    0.055076335      11.573498    0.055076335      11.573498    0.055076335
            105      11.404365    0.054777697      11.404365    0.054777697      11.404365    0.054777697
            110      11.337958    0.055654504      11.337958    0.055654504      11.337958    0.055654504
            115      11.210661    0.054854128      11.210661    0.054854128      11.210661    0.054854128
            120       11.05285     0.05398695       11.05285     0.05398695       11.05285     0.05398695
            125      10.781219    0.053435801      10.781219    0.053435801      10.781219    0.053435801
            130      10.614686    0.052865061      10.614686    0.052865061      10.614686    0.052865061
            135      10.095891    0.051456195      10.095891    0.051456195      10.095891    0.051456195
            140      9.5708155    0.050012894      9.5708155    0.050012894      9.5708155    0.050012894
            145      9.1783907    0.051172581      9.1783907    0.051172581      9.1783907    0.051172581
            150      8.5216485    0.047427503      8.5216485    0.047427503      8.5216485    0.047427503
            155      7.9938708    0.045626909      7.9938708    0.045626909      7.9938708    0.045626909
            160      7.4607068    0.044440413      7.4607068    0.044440413      7.4607068    0.044440413
            165       6.906786    0.042199702       6.906786    0.042199702       6.906786    0.042199702
            170      6.3897227     0.04049217      6.3897227     0.04049217      6.3897227     0.04049217
            175       5.898304    0.038943349       5.898304    0.038943349       5.898304    0.038943349
            180      5.4398776    0.037456621      5.4398776    0.037456621      5.4398776    0.037456621
            185       5.084621    0.036109684       5.084621    0.036109684       5.084621    0.036109684
            190      4.6528944    0.034938208      4.6528944    0.034938208      4.6528944    0.034938208
            195      4.2997387    0.033450092      4.2997387    0.033450092      4.2997387    0.033450092
            200      3.9488625    0.032024735      3.9488625    0.032024735      3.9488625    0.032024735
            205      3.7247951    0.033035881      3.7247951    0.033035881      3.7247951    0.033035881
            210      3.3500496     0.02914092      3.3500496     0.02914092      3.3500496     0.02914092
            215      3.0978592    0.028371604      3.0978592    0.028371604      3.0978592    0.028371604
            220      2.8787569    0.032274711      2.8787569    0.032274711      2.8787569    0.032274711
            225      2.6301465    0.026202591      2.6301465    0.026202591      2.6301465    0.026202591
            230      2.4606313    0.025052747      2.4606313    0.025052747      2.4606313    0.025052747
            235      2.2409494    0.023863745      2.2409494    0.023863745      2.2409494    0.023863745
            240      2.0439437     0.02333389      2.0439437     0.02333389      2.0439437     0.02333389
            245      1.9078304    0.022942441      1.9078304    0.022942441      1.9078304    0.022942441
            250       1.806961    0.022166566       1.806961    0.022166566       1.806961    0.022166566
            255      1.6364805    0.020419097      1.6364805    0.020419097      1.6364805    0.020419097
            260      1.5261974    0.021269128      1.5261974    0.021269128      1.5261974    0.021269128
            265      1.4137363    0.019058708      1.4137363    0.019058708      1.4137363    0.019058708
            270      1.3313571    0.018430235      1.3313571    0.018430235      1.3313571    0.018430235
