#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
            290     0.39821075     0.01151307     0.39821075     0.01151307     0.39821075     0.01151307
            295     0.39489235    0.010861701     0.39489235    0.010861701     0.39489235    0.010861701
            300     0.39319115    0.013744346     0.39319115    0.013744346     0.39319115    0.013744346
            305     0.35359141     0.01072665     0.35359141     0.01072665     0.35359141     0.01072665
            310     0.33124469    0.013510086     0.33124469    0.013510086     0.33124469    0.013510086
            315     0.30476076   0.0096215518     0.30476076   0.0096215518     0.30476076   0.0096215518
            320      0.2778585   0.0094528931      0.2778585   0.0094528931      0.2778585   0.0094528931
            325     0.27267768   0.0086714657     0.27267768   0.0086714657     0.27267768   0.0086714657
            330     0.26106976    0.008528523     0.26106976    0.008528523     0.26106976    0.008528523
            335      0.2413077   0.0080672321      0.2413077   0.0080672321      0.2413077   0.0080672321
            340     0.21340606   0.0088527353     0.21340606   0.0088527353     0.21340606   0.0088527353
            345     0.21262803    0.007942823     0.21262803    0.007942823     0.21262803    0.007942823
            350     0.20234936    0.007555482     0.20234936    0.007555482     0.20234936    0.007555482
            355     0.18594146   0.0079456116     0.18594146   0.0079456116     0.18594146   0.0079456116
            360     0.18033357   0.0072174738     0.18033357   0.0072174738     0.18033357   0.0072174738
            365     0.15719907   0.0066620508     0.15719907   0.0066620508     0.15719907   0.0066620508
            370     0.15125667   0.0066207534     0.15125667   0.0066207534     0.15125667   0.0066207534
            375     0.14438276   0.0061397165     0.14438276   0.0061397165     0.14438276   0.0061397165
            380     0.13381933   0.0067464577     0.13381933   0.0067464577     0.13381933   0.0067464577
            385     0.13963368   0.0073947387     0.13963368   0.0073947387     0.13963368   0.0073947387
            390     0.13013436   0.0063403895     0.13013436   0.0063403895     0.13013436   0.0063403895
            395     0.12358556   0.0063436575     0.12358556   0.0063436575     0.12358556   0.0063436575
            400     0.11234866   0.0065956447     0.11234866   0.0065956447     0.11234866   0.0065956447
            405     0.11970908   0.0070134822     0.11970908   0.0070134822     0.11970908   0.0070134822
            410     0.10285184    0.005592017     0.10285184    0.005592017     0.10285184    0.005592017
            415     0.10111521   0.0057429886     0.10111521   0.0057429886     0.10111521   0.0057429886
            420    0.086780841    0.004816589    0.086780841    0.004816589    0.086780841    0.004816589
            425    0.096602005   0.0052012271    0.096602005   0.0052012271    0.096602005   0.0052012271
            430    0.089862342    0.004989691    0.089862342    0.004989691    0.089862342    0.004989691
            435    0.088624128   0.0085986763    0.088624128   0.0085986763    0.088624128   0.0085986763
            440    0.073595111   0.0044758013    0.073595111   0.0044758013    0.073595111   0.0044758013
            445    0.083226272   0.0049326021    0.083226272   0.0049326021    0.083226272   0.0049326021
            450    0.069729667   0.0049858539    0.069729667   0.0049858539    0.069729667   0.0049858539
            455    0.061042882   0.0040777246    0.061042882   0.0040777246    0.061042882   0.0040777246
            460    0.058650837   0.0041524053    0.058650837   0.0041524053    0.058650837   0.0041524053
            465    0.064588872   0.0047229389    0.064588872   0.0047229389    0.064588872   0.0047229389
            470    0.062161235   0.0041641512    0.062161235   0.0041641512    0.062161235   0.0041641512
            475    0.068364859   0.0053868838    0.068364859   0.0053868838    0.068364859   0.0053868838
            480    0.057515384     0.00440987    0.057515384     0.00440987    0.057515384     0.00440987
            485    0.066510379   0.0065549659    0.066510379   0.0065549659    0.066510379   0.0065549659
            490    0.049557985   0.0041309512    0.049557985   0.0041309512    0.049557985   0.0041309512
            495    0.048059581   0.0038207341    0.048059581   0.0038207341    0.048059581   0.0038207341
            500    0.048059581   0.0038207341    0.048059581   0.0038207341    0.048059581   0.0038207341
