#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      996.42523     0.52640696      996.42523     0.52640696      996.42523     0.52640696
              5      1060.6859     0.51887087      1060.6859     0.51887087      1060.6859     0.51887087
             10      729.77594     0.42766686      729.77594     0.42766686      729.77594     0.42766686
             15      499.54077     0.35393456      499.54077     0.35393456      499.54077     0.35393456
             20      350.45717     0.29690033      350.45717     0.29690033      350.45717     0.29690033
             25       252.9046     0.25246224       252.9046     0.25246224       252.9046     0.25246224
             30      187.27437     0.21712424      187.27437     0.21712424      187.27437     0.21712424
             35      142.00321     0.18932585      142.00321     0.18932585      142.00321     0.18932585
             40      109.75815     0.16670955      109.75815     0.16670955      109.75815     0.16670955
             45      85.944842     0.14751952      85.944842     0.14751952      85.944842     0.14751952
             50      68.289844     0.13202485      68.289844     0.13202485      68.289844     0.13202485
             55      55.327903     0.11935584      55.327903     0.11935584      55.327903     0.11935584
             60       44.90206     0.10733478       44.90206     0.10733478       44.90206     0.10733478
             65      37.223231    0.098517431      37.223231    0.098517431      37.223231    0.098517431
             70      30.981633    0.089614031      30.981633    0.089614031      30.981633    0.089614031
             75      25.888211    0.081167923      25.888211    0.081167923      25.888211    0.081167923
             80      21.776993     0.07483492      21.776993     0.07483492      21.776993     0.07483492
             85      18.756074    0.070438997      18.756074    0.070438997      18.756074    0.070438997
             90      16.135065    0.065447028      16.135065    0.065447028      16.135065    0.065447028
             95      13.879464     0.06039605      13.879464     0.06039605      13.879464     0.06039605
            100       12.09874    0.056867529       12.09874    0.056867529       12.09874    0.056867529
            105      10.468406    0.054050059      10.468406    0.054050059      10.468406    0.054050059
            110      9.1495762     0.04849615      9.1495762     0.04849615      9.1495762     0.04849615
            115      8.1636091    0.046893761      8.1636091    0.046893761      8.1636091    0.046893761
            120      7.2347069    0.048902061      7.2347069    0.048902061      7.2347069    0.048902061
            125      6.4607854    0.047153038      6.4607854    0.047153038      6.4607854    0.047153038
            130      5.6591771    0.038804306      5.6591771    0.038804306      5.6591771    0.038804306
            135      5.0649877     0.03709142      5.0649877     0.03709142      5.0649877     0.03709142
            140       4.574456    0.034593394       4.574456    0.034593394       4.574456    0.034593394
            145      4.1055915    0.033593421      4.1055915    0.033593421      4.1055915    0.033593421
            150      3.7480942    0.032320704      3.7480942    0.032320704      3.7480942    0.032320704
            155       3.314319    0.030304472       3.314319    0.030304472       3.314319    0.030304472
            160      3.0831481    0.029217071      3.0831481    0.029217071      3.0831481    0.029217071
            165      2.7157059    0.027602052      2.7157059    0.027602052      2.7157059    0.027602052
            170      2.5206512    0.027682484      2.5206512    0.027682484      2.5206512    0.027682484
            175       2.292261    0.024805118       2.292261    0.024805118       2.292261    0.024805118
            180      2.0473001    0.023665978      2.0473001    0.023665978      2.0473001    0.023665978
            185      1.9685763    0.030777552      1.9685763    0.030777552      1.9685763    0.030777552
            190      1.7719602    0.022029055      1.7719602    0.022029055      1.7719602    0.022029055
            195       1.612207    0.023512404       1.612207    0.023512404       1.612207    0.023512404
            200      1.4862515    0.020746421      1.4862515    0.020746421      1.4862515    0.020746421
            205      1.3436185    0.019532632      1.3436185    0.019532632      1.3436185    0.019532632
            210      1.2708663    0.018722549      1.2708663    0.018722549      1.2708663    0.018722549
            215       1.144629    0.017832346       1.144629    0.017832346       1.144629    0.017832346
            220      1.1046078    0.019520207      1.1046078    0.019520207      1.1046078    0.019520207
            225      0.9670884    0.018378631      0.9670884    0.018378631      0.9670884    0.018378631
            230     0.92066935     0.01660683     0.92066935     0.01660683     0.92066935     0.01660683
            235     0.83315266    0.015186409     0.83315266    0.015186409     0.83315266    0.015186409
            240     0.80813563    0.015870527     0.80813563    0.015870527     0.80813563    0.015870527
            245     0.73850844    0.016205488     0.73850844    0.016205488     0.73850844    0.016205488
            250     0.71293985    0.018153913     0.71293985    0.018153913     0.71293985    0.018153913
            255      0.6333283    0.013440575      0.6333283    0.013440575      0.6333283    0.013440575
            260     0.59054414    0.017752634     0.59054414    0.017752634     0.59054414    0.017752634
            265     0.55568428    0.012390442     0.55568428    0.012390442     0.55568428    0.012390442
            270     0.53169446    0.013299387     0.53169446    0.013299387     0.53169446    0.013299387
            275     0.49374687    0.011796074     0.49374687    0.011796074     0.49374687    0.011796074
            280     0.46989602    0.011783452     0.46989602    0.011783452     0.46989602    0.011783452
            285     0.42747632    0.011181947     0.42747632    0.011181947     0.42747632    0.011181947
