#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
            340     0.29133437   0.0089016563     0.29133437   0.0089016563     0.29133437   0.0089016563
            345     0.27197642    0.008309255     0.27197642    0.008309255     0.27197642    0.008309255
            350     0.23715605   0.0078382526     0.23715605   0.0078382526     0.23715605   0.0078382526
            355     0.23006725   0.0081789936     0.23006725   0.0081789936     0.23006725   0.0081789936
            360     0.20041578   0.0070815511     0.20041578   0.0070815511     0.20041578   0.0070815511
            365     0.19897284   0.0071825587     0.19897284   0.0071825587     0.19897284   0.0071825587
            370     0.17818475   0.0066923194     0.17818475   0.0066923194     0.17818475   0.0066923194
            375      0.1690726   0.0067446271      0.1690726   0.0067446271      0.1690726   0.0067446271
            380     0.16896686   0.0071322193     0.16896686   0.0071322193     0.16896686   0.0071322193
            385      0.1413953   0.0062540619      0.1413953   0.0062540619      0.1413953   0.0062540619
            390     0.14154824   0.0060596281     0.14154824   0.0060596281     0.14154824   0.0060596281
            395     0.12408491   0.0057264078     0.12408491   0.0057264078     0.12408491   0.0057264078
            400     0.11967414   0.0056521867     0.11967414   0.0056521867     0.11967414   0.0056521867
            405     0.11822298   0.0056707736     0.11822298   0.0056707736     0.11822298   0.0056707736
            410     0.11007487   0.0053852905     0.11007487   0.0053852905     0.11007487   0.0053852905
            415     0.10742658   0.0053553472     0.10742658   0.0053553472     0.10742658   0.0053553472
            420    0.096791295   0.0049012327    0.096791295   0.0049012327    0.096791295   0.0049012327
            425    0.094721927   0.0049760386    0.094721927   0.0049760386    0.094721927   0.0049760386
            430    0.091154606   0.0048720717    0.091154606   0.0048720717    0.091154606   0.0048720717
            435    0.082499874   0.0046506426    0.082499874   0.0046506426    0.082499874   0.0046506426
            440    0.083377675   0.0046739891    0.083377675   0.0046739891    0.083377675   0.0046739891
            445    0.072635886   0.0044407353    0.072635886   0.0044407353    0.072635886   0.0044407353
            450     0.07063188   0.0042770761     0.07063188   0.0042770761     0.07063188   0.0042770761
            455    0.058189209    0.004005353    0.058189209    0.004005353    0.058189209    0.004005353
            460    0.060020891   0.0039250663    0.060020891   0.0039250663    0.060020891   0.0039250663
            465     0.06033953   0.0041048842     0.06033953   0.0041048842     0.06033953   0.0041048842
            470     0.05417389   0.0037451082     0.05417389   0.0037451082     0.05417389   0.0037451082
            475    0.047564961   0.0034146089    0.047564961   0.0034146089    0.047564961   0.0034146089
            480    0.043784096    0.003856124    0.043784096    0.003856124    0.043784096    0.003856124
            485    0.043500439   0.0035589759    0.043500439   0.0035589759    0.043500439   0.0035589759
            490    0.041958137   0.0042994751    0.041958137   0.0042994751    0.041958137   0.0042994751
            495    0.039723892   0.0032747049    0.039723892   0.0032747049    0.039723892   0.0032747049
            500    0.039723892   0.0032747049    0.039723892   0.0032747049    0.039723892   0.0032747049
