#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      131.27093      1.4287653      131.27093      1.4287653      131.27093      1.4287653
           -4.9      162.46302      1.5891167      162.46302      1.5891167      162.46302      1.5891167
           -4.8       196.3857      1.7600647       196.3857      1.7600647       196.3857      1.7600647
           -4.7      240.29823      1.9296771      240.29823      1.9296771      240.29823      1.9296771
           -4.6      289.61738      2.1392534      289.61738      2.1392534      289.61738      2.1392534
           -4.5      360.15268      2.3551291      360.15268      2.3551291      360.15268      2.3551291
           -4.4       430.7563      2.5815225       430.7563      2.5815225       430.7563      2.5815225
           -4.3      521.10032      2.8350336      521.10032      2.8350336      521.10032      2.8350336
           -4.2      620.48112      3.1015204      620.48112      3.1015204      620.48112      3.1015204
           -4.1      738.79039      3.3803941      738.79039      3.3803941      738.79039      3.3803941
             -4      867.44207      3.6896789      867.44207      3.6896789      867.44207      3.6896789
           -3.9      1017.4913      3.9629088      1017.4913      3.9629088      1017.4913      3.9629088
           -3.8      1175.1274      4.2686699      1175.1274      4.2686699      1175.1274      4.2686699
           -3.7      1362.6159      4.5549164      1362.6159      4.5549164      1362.6159      4.5549164
           -3.6      1537.0396      4.8397054      1537.0396      4.8397054      1537.0396      4.8397054
           -3.5      1740.6207      5.1825835      1740.6207      5.1825835      1740.6207      5.1825835
           -3.4      1952.6269      5.4299816      1952.6269      5.4299816      1952.6269      5.4299816
           -3.3      2145.0418      5.6672629      2145.0418      5.6672629      2145.0418      5.6672629
           -3.2      2365.4528      5.9214983      2365.4528      5.9214983      2365.4528      5.9214983
           -3.1      2580.3663      6.1701843      2580.3663      6.1701843      2580.3663      6.1701843
             -3      2782.7325      6.3829008      2782.7325      6.3829008      2782.7325      6.3829008
           -2.9      2970.8541      6.6777006      2970.8541      6.6777006      2970.8541      6.6777006
           -2.8      3157.4251      6.7587214      3157.4251      6.7587214      3157.4251      6.7587214
           -2.7      3357.2982       6.967943      3357.2982       6.967943      3357.2982       6.967943
           -2.6      3491.4487      7.0733071      3491.4487      7.0733071      3491.4487      7.0733071
           -2.5      3663.2962      7.2172503      3663.2962      7.2172503      3663.2962      7.2172503
           -2.4      3792.1191      7.3306671      3792.1191      7.3306671      3792.1191      7.3306671
           -2.3      3906.3231      7.4358086      3906.3231      7.4358086      3906.3231      7.4358086
           -2.2      4033.8435       7.633226      4033.8435       7.633226      4033.8435       7.633226
           -2.1      4131.4036      7.6138036      4131.4036      7.6138036      4131.4036      7.6138036
             -2      4194.4095      7.6080981      4194.4095      7.6080981      4194.4095      7.6080981
           -1.9      4273.3172      7.6591614      4273.3172      7.6591614      4273.3172      7.6591614
           -1.8      4312.1571      7.7271087      4312.1571      7.7271087      4312.1571      7.7271087
           -1.7      4365.6334      7.7147061      4365.6334      7.7147061      4365.6334      7.7147061
           -1.6      4384.6967      7.7032717      4384.6967      7.7032717      4384.6967      7.7032717
           -1.5      4420.9562      7.7273159      4420.9562      7.7273159      4420.9562      7.7273159
           -1.4      4438.4367      7.8342155      4438.4367      7.8342155      4438.4367      7.8342155
           -1.3       4442.734      7.7350035       4442.734      7.7350035       4442.734      7.7350035
           -1.2      4450.3615       7.700541      4450.3615       7.700541      4450.3615       7.700541
           -1.1       4461.483      7.6934631       4461.483      7.6934631       4461.483      7.6934631
             -1      4461.5915      7.6925925      4461.5915      7.6925925      4461.5915      7.6925925
           -0.9      4465.7114      7.6809932      4465.7114      7.6809932      4465.7114      7.6809932
           -0.8      4463.3078      7.6758264      4463.3078      7.6758264      4463.3078      7.6758264
           -0.7      4453.0466      7.6835265      4453.0466      7.6835265      4453.0466      7.6835265
           -0.6      4458.5271      7.6531019      4458.5271      7.6531019      4458.5271      7.6531019
           -0.5       4443.641      7.6354554       4443.641      7.6354554       4443.641      7.6354554
           -0.4       4442.823      7.6220759       4442.823      7.6220759       4442.823      7.6220759
           -0.3      4438.6648      7.6357126      4438.6648      7.6357126      4438.6648      7.6357126
           -0.2      4438.2921      7.6245899      4438.2921      7.6245899      4438.2921      7.6245899
           -0.1      4441.5804       7.715992      4441.5804       7.715992      4441.5804       7.715992
              0      4426.2374      7.6350143      4426.2374      7.6350143      4426.2374      7.6350143
            0.1      4423.5484      7.6004528      4423.5484      7.6004528      4423.5484      7.6004528
            0.2      4434.2692      7.6340725      4434.2692      7.6340725      4434.2692      7.6340725
            0.3      4448.2226      7.6946223      4448.2226      7.6946223      4448.2226      7.6946223
            0.4      4449.2466      7.6963881      4449.2466      7.6963881      4449.2466      7.6963881
            0.5      4443.9743      7.6641054      4443.9743      7.6641054      4443.9743      7.6641054
            0.6      4454.1034      7.6759545      4454.1034      7.6759545      4454.1034      7.6759545
            0.7      4459.9752      7.6674497      4459.9752      7.6674497      4459.9752      7.6674497
            0.8      4467.8016       7.745003      4467.8016       7.745003      4467.8016       7.745003
            0.9      4466.9715      7.6999504      4466.9715      7.6999504      4466.9715      7.6999504
              1      4478.2872      7.7557508      4478.2872      7.7557508      4478.2872      7.7557508
            1.1      4456.4533      7.7230326      4456.4533      7.7230326      4456.4533      7.7230326
            1.2      4438.4074      7.7103536      4438.4074      7.7103536      4438.4074      7.7103536
            1.3      4445.1787       7.737124      4445.1787       7.737124      4445.1787       7.737124
            1.4      4427.2711      7.8385723      4427.2711      7.8385723      4427.2711      7.8385723
            1.5      4398.8747      7.8251625      4398.8747      7.8251625      4398.8747      7.8251625
            1.6      4364.2914      7.7227178      4364.2914      7.7227178      4364.2914      7.7227178
            1.7       4309.552       7.689921       4309.552       7.689921       4309.552       7.689921
            1.8      4260.6022      7.7893274      4260.6022      7.7893274      4260.6022      7.7893274
            1.9      4186.0227      7.6287423      4186.0227      7.6287423      4186.0227      7.6287423
              2      4110.1356      7.5761297      4110.1356      7.5761297      4110.1356      7.5761297
            2.1      4032.0366      7.5619072      4032.0366      7.5619072      4032.0366      7.5619072
            2.2      3936.3763      7.4669322      3936.3763      7.4669322      3936.3763      7.4669322
            2.3       3786.061      7.3503788       3786.061      7.3503788       3786.061      7.3503788
            2.4      3656.1568       7.244968      3656.1568       7.244968      3656.1568       7.244968
            2.5      3503.8217      7.1326487      3503.8217      7.1326487      3503.8217      7.1326487
            2.6      3341.5854      6.9618704      3341.5854      6.9618704      3341.5854      6.9618704
            2.7      3162.8327      6.8254239      3162.8327      6.8254239      3162.8327      6.8254239
            2.8      2983.7973      6.6493423      2983.7973      6.6493423      2983.7973      6.6493423
            2.9      2776.7947      6.4180934      2776.7947      6.4180934      2776.7947      6.4180934
              3      2571.6228      6.1989546      2571.6228      6.1989546      2571.6228      6.1989546
            3.1      2362.9326      5.9766453      2362.9326      5.9766453      2362.9326      5.9766453
            3.2       2158.888      5.8172478       2158.888      5.8172478       2158.888      5.8172478
            3.3      1945.6197      5.4424469      1945.6197      5.4424469      1945.6197      5.4424469
            3.4      1730.1848      5.1914748      1730.1848      5.1914748      1730.1848      5.1914748
            3.5      1542.3614      4.9233004      1542.3614      4.9233004      1542.3614      4.9233004
            3.6      1355.3015      4.5647935      1355.3015      4.5647935      1355.3015      4.5647935
            3.7      1177.2257      4.2667366      1177.2257      4.2667366      1177.2257      4.2667366
            3.8      1012.1082      3.9731781      1012.1082      3.9731781      1012.1082      3.9731781
            3.9      870.63075      3.7029546      870.63075      3.7029546      870.63075      3.7029546
              4      736.60351      3.3961987      736.60351      3.3961987      736.60351      3.3961987
            4.1      618.30179      3.1222696      618.30179      3.1222696      618.30179      3.1222696
            4.2      517.86995      2.8626081      517.86995      2.8626081      517.86995      2.8626081
            4.3      430.52548      2.5927358      430.52548      2.5927358      430.52548      2.5927358
            4.4      357.86614      2.3968063      357.86614      2.3968063      357.86614      2.3968063
            4.5      292.31785      2.1523464      292.31785      2.1523464      292.31785      2.1523464
            4.6      239.86541      1.9603753      239.86541      1.9603753      239.86541      1.9603753
            4.7      196.54587      1.8283665      196.54587      1.8283665      196.54587      1.8283665
            4.8      160.67244      1.6071215      160.67244      1.6071215      160.67244      1.6071215
            4.9      132.06269      1.4438709      132.06269      1.4438709      132.06269      1.4438709
              5      132.06269      1.4438709      132.06269      1.4438709      132.06269      1.4438709
