# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      67.732997       0.342769      67.732997       0.342769      67.732997       0.342769
              1      238.85218     0.65089311      238.85218     0.65089311      238.85218     0.65089311
              2      389.11775     0.83079374      389.11775     0.83079374      389.11775     0.83079374
              3      487.92761     0.92435644      487.92761     0.92435644      487.92761     0.92435644
              4      545.53939     0.96147096      545.53939     0.96147096      545.53939     0.96147096
              5      571.22063      0.9712523      571.22063      0.9712523      571.22063      0.9712523
              6      581.65402     0.96867488      581.65402     0.96867488      581.65402     0.96867488
              7      581.41594     0.95745201      581.41594     0.95745201      581.41594     0.95745201
              8      575.42155     0.94485683      575.42155     0.94485683      575.42155     0.94485683
              9      565.22275     0.93893013      565.22275     0.93893013      565.22275     0.93893013
             10      550.16871     0.91040376      550.16871     0.91040376      550.16871     0.91040376
             11      535.77545     0.89341114      535.77545     0.89341114      535.77545     0.89341114
             12      520.49409       0.874148      520.49409       0.874148      520.49409       0.874148
             13      505.51226      0.8577892      505.51226      0.8577892      505.51226      0.8577892
             14      489.69439     0.84128833      489.69439     0.84128833      489.69439     0.84128833
             15      476.19695     0.82523662      476.19695     0.82523662      476.19695     0.82523662
             16       459.6696     0.80976482       459.6696     0.80976482       459.6696     0.80976482
             17       444.9238     0.79308899       444.9238     0.79308899       444.9238     0.79308899
             18      432.56986     0.78096294      432.56986     0.78096294      432.56986     0.78096294
             19      417.36988     0.76711929      417.36988     0.76711929      417.36988     0.76711929
             20      406.28329     0.75254321      406.28329     0.75254321      406.28329     0.75254321
             21      392.80142     0.73777892      392.80142     0.73777892      392.80142     0.73777892
             22      379.36397     0.72482159      379.36397     0.72482159      379.36397     0.72482159
             23      367.55544     0.71113627      367.55544     0.71113627      367.55544     0.71113627
             24      356.41924     0.69987038      356.41924     0.69987038      356.41924     0.69987038
             25      344.43845     0.68667715      344.43845     0.68667715      344.43845     0.68667715
             26      335.25773     0.67572087      335.25773     0.67572087      335.25773     0.67572087
             27      325.12616     0.66410849      325.12616     0.66410849      325.12616     0.66410849
             28      315.00881      0.6537771      315.00881      0.6537771      315.00881      0.6537771
             29      305.39666     0.64151771      305.39666     0.64151771      305.39666     0.64151771
             30      295.33302     0.63104677      295.33302     0.63104677      295.33302     0.63104677
             31      286.69729     0.62173612      286.69729     0.62173612      286.69729     0.62173612
             32      278.22305      0.6107443      278.22305      0.6107443      278.22305      0.6107443
             33      269.85905     0.60167432      269.85905     0.60167432      269.85905     0.60167432
             34      261.36904     0.58978154      261.36904     0.58978154      261.36904     0.58978154
             35      253.68907     0.58438286      253.68907     0.58438286      253.68907     0.58438286
             36      245.93421     0.57535758      245.93421     0.57535758      245.93421     0.57535758
             37      237.98417     0.56405836      237.98417     0.56405836      237.98417     0.56405836
             38      232.16148     0.55639749      232.16148     0.55639749      232.16148     0.55639749
             39      223.65902     0.54482345      223.65902     0.54482345      223.65902     0.54482345
             40      217.53489     0.53769944      217.53489     0.53769944      217.53489     0.53769944
             41      210.87436     0.52900605      210.87436     0.52900605      210.87436     0.52900605
             42      205.27678     0.52391246      205.27678     0.52391246      205.27678     0.52391246
             43      198.72256     0.51424171      198.72256     0.51424171      198.72256     0.51424171
             44      192.14599     0.50244759      192.14599     0.50244759      192.14599     0.50244759
             45      186.50247     0.49501548      186.50247     0.49501548      186.50247     0.49501548
             46      181.20003     0.49676836      181.20003     0.49676836      181.20003     0.49676836
             47      175.96314     0.48077417      175.96314     0.48077417      175.96314     0.48077417
             48      169.55248     0.47155614      169.55248     0.47155614      169.55248     0.47155614
             49      165.62862     0.46557796      165.62862     0.46557796      165.62862     0.46557796
             50      165.62862     0.46557796      165.62862     0.46557796      165.62862     0.46557796
