#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.55069376   0.0079268908     0.55069376   0.0079268908     0.55069376   0.0079268908
             10      1.6263211    0.013561669      1.6263211    0.013561669      1.6263211    0.013561669
             20       2.288089    0.011348287       2.288089    0.011348287       2.288089    0.011348287
             40      1.9762778    0.010532861      1.9762778    0.010532861      1.9762778    0.010532861
             60      1.7820077   0.0099053955      1.7820077   0.0099053955      1.7820077   0.0099053955
             80      1.5184664   0.0092996481      1.5184664   0.0092996481      1.5184664   0.0092996481
            100     0.95522322   0.0045548903     0.95522322   0.0045548903     0.95522322   0.0045548903
            150     0.46519615   0.0032401296     0.46519615   0.0032401296     0.46519615   0.0032401296
            200     0.46519615   0.0032401296     0.46519615   0.0032401296     0.46519615   0.0032401296
