# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0      1.4016092    0.042457018      1.4016092    0.042457018      1.4016092    0.042457018
              1      4.1777553    0.074906365      4.1777553    0.074906365      4.1777553    0.074906365
              2      6.9820281    0.096594225      6.9820281    0.096594225      6.9820281    0.096594225
              3      10.192605     0.11679488      10.192605     0.11679488      10.192605     0.11679488
              4      13.491889     0.13389211      13.491889     0.13389211      13.491889     0.13389211
              5      16.811345     0.14881337      16.811345     0.14881337      16.811345     0.14881337
              6      20.235484     0.16431251      20.235484     0.16431251      20.235484     0.16431251
              7      23.864362     0.17939808      23.864362     0.17939808      23.864362     0.17939808
              8      27.716459     0.19345345      27.716459     0.19345345      27.716459     0.19345345
              9        31.7292     0.20610522        31.7292     0.20610522        31.7292     0.20610522
             10      35.820496      0.2183768      35.820496      0.2183768      35.820496      0.2183768
             11      39.978629     0.23302574      39.978629     0.23302574      39.978629     0.23302574
             12      44.459828     0.24397935      44.459828     0.24397935      44.459828     0.24397935
             13      49.333185     0.25715336      49.333185     0.25715336      49.333185     0.25715336
             14      54.127447      0.2685917      54.127447      0.2685917      54.127447      0.2685917
             15      59.318756     0.28177413      59.318756     0.28177413      59.318756     0.28177413
             16      65.185352     0.29411332      65.185352     0.29411332      65.185352     0.29411332
             17      70.307056     0.30549863      70.307056     0.30549863      70.307056     0.30549863
             18      76.734086     0.31957173      76.734086     0.31957173      76.734086     0.31957173
             19      82.522221      0.3400059      82.522221      0.3400059      82.522221      0.3400059
             20      89.340928     0.34763609      89.340928     0.34763609      89.340928     0.34763609
             21      95.887635     0.35902584      95.887635     0.35902584      95.887635     0.35902584
             22       103.2199     0.37501005       103.2199     0.37501005       103.2199     0.37501005
             23      111.16594     0.38578715      111.16594     0.38578715      111.16594     0.38578715
             24      118.82174     0.40013083      118.82174     0.40013083      118.82174     0.40013083
             25      127.51098     0.41216396      127.51098     0.41216396      127.51098     0.41216396
             26      136.31498     0.42738424      136.31498     0.42738424      136.31498     0.42738424
             27      145.04108     0.43863048      145.04108     0.43863048      145.04108     0.43863048
             28      153.37157     0.45438189      153.37157     0.45438189      153.37157     0.45438189
             29      161.58347     0.46346855      161.58347     0.46346855      161.58347     0.46346855
             30      178.78214     0.48905153      178.78214     0.48905153      178.78214     0.48905153
             31      186.51804     0.50018432      186.51804     0.50018432      186.51804     0.50018432
             32      194.47104     0.51022201      194.47104     0.51022201      194.47104     0.51022201
             33      201.20968     0.51696848      201.20968     0.51696848      201.20968     0.51696848
             34      206.89222     0.52309285      206.89222     0.52309285      206.89222     0.52309285
             35      212.49426     0.53111036      212.49426     0.53111036      212.49426     0.53111036
             36      215.26258     0.53339518      215.26258     0.53339518      215.26258     0.53339518
             37       217.4112     0.53741253       217.4112     0.53741253       217.4112     0.53741253
             38      219.55614     0.53943578      219.55614     0.53943578      219.55614     0.53943578
             39      219.38323     0.53739153      219.38323     0.53739153      219.38323     0.53739153
             40      219.90728     0.53900367      219.90728     0.53900367      219.90728     0.53900367
             41      219.13657     0.53731995      219.13657     0.53731995      219.13657     0.53731995
             42      218.49942     0.53846547      218.49942     0.53846547      218.49942     0.53846547
             43      216.17233      0.5327702      216.17233      0.5327702      216.17233      0.5327702
             44       214.0278     0.52870121       214.0278     0.52870121       214.0278     0.52870121
             45      211.77418     0.52563494      211.77418     0.52563494      211.77418     0.52563494
             46      209.06211     0.52985761      209.06211     0.52985761      209.06211     0.52985761
             47      206.15356     0.51990653      206.15356     0.51990653      206.15356     0.51990653
             48      201.21834     0.51134748      201.21834     0.51134748      201.21834     0.51134748
             49      199.45301     0.50851217      199.45301     0.50851217      199.45301     0.50851217
             50      199.45301     0.50851217      199.45301     0.50851217      199.45301     0.50851217
