#    y_j1-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5    0.011152624    0.011152066    0.011152624    0.011152066    0.011152624    0.011152066
           -4.9    0.015020349    0.015019598    0.015020349    0.015019598    0.015020349    0.015019598
           -4.8    0.060567886    0.027548046    0.060567886    0.027548046    0.060567886    0.027548046
           -4.7      0.2132814    0.053947255      0.2132814    0.053947255      0.2132814    0.053947255
           -4.6     0.42936757     0.08296241     0.42936757     0.08296241     0.42936757     0.08296241
           -4.5      7.8100938     0.33950162      7.8100938     0.33950162      7.8100938     0.33950162
           -4.4      13.226796     0.43402553      13.226796     0.43402553      13.226796     0.43402553
           -4.3       20.01176     0.53231706       20.01176     0.53231706       20.01176     0.53231706
           -4.2      30.242965      0.6552086      30.242965      0.6552086      30.242965      0.6552086
           -4.1      43.243079     0.78026174      43.243079     0.78026174      43.243079     0.78026174
             -4      58.648262     0.91651419      58.648262     0.91651419      58.648262     0.91651419
           -3.9      77.657116      1.0440768      77.657116      1.0440768      77.657116      1.0440768
           -3.8      101.27559      1.1913056      101.27559      1.1913056      101.27559      1.1913056
           -3.7       130.1361      1.3348444       130.1361      1.3348444       130.1361      1.3348444
           -3.6       165.2675      1.4954189       165.2675      1.4954189       165.2675      1.4954189
           -3.5      202.93791        1.66617      202.93791        1.66617      202.93791        1.66617
           -3.4      242.20668      1.8366948      242.20668      1.8366948      242.20668      1.8366948
           -3.3       290.6858        1.98033       290.6858        1.98033       290.6858        1.98033
           -3.2      340.21181      2.1427296      340.21181      2.1427296      340.21181      2.1427296
           -3.1      392.59704      2.2964634      392.59704      2.2964634      392.59704      2.2964634
             -3      444.24787      2.4374266      444.24787      2.4374266      444.24787      2.4374266
           -2.9      506.12652       2.597107      506.12652       2.597107      506.12652       2.597107
           -2.8      560.83032      2.7450869      560.83032      2.7450869      560.83032      2.7450869
           -2.7      624.40755      2.8676923      624.40755      2.8676923      624.40755      2.8676923
           -2.6      678.29106      3.0111442      678.29106      3.0111442      678.29106      3.0111442
           -2.5      738.35961      3.1087698      738.35961      3.1087698      738.35961      3.1087698
           -2.4      794.04092      3.2235663      794.04092      3.2235663      794.04092      3.2235663
           -2.3      855.13637      3.3352193      855.13637      3.3352193      855.13637      3.3352193
           -2.2      902.77543      3.4376816      902.77543      3.4376816      902.77543      3.4376816
           -2.1      958.46087      3.5301992      958.46087      3.5301992      958.46087      3.5301992
             -2      1005.0833      3.6142099      1005.0833      3.6142099      1005.0833      3.6142099
           -1.9      1056.0918      3.6926892      1056.0918      3.6926892      1056.0918      3.6926892
           -1.8      1103.6396      3.9477728      1103.6396      3.9477728      1103.6396      3.9477728
           -1.7      1141.5286      3.8977625      1141.5286      3.8977625      1141.5286      3.8977625
