# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30       3.039117    0.013046373       3.039117    0.013046373       3.039117    0.013046373
             50      3.2095052    0.013276954      3.2095052    0.013276954      3.2095052    0.013276954
             70      2.1756658    0.010880295      2.1756658    0.010880295      2.1756658    0.010880295
             90      1.4291422   0.0089565594      1.4291422   0.0089565594      1.4291422   0.0089565594
            110     0.81680758   0.0047967308     0.81680758   0.0047967308     0.81680758   0.0047967308
            150     0.38132401   0.0029802275     0.38132401   0.0029802275     0.38132401   0.0029802275
            200     0.38132401   0.0029802275     0.38132401   0.0029802275     0.38132401   0.0029802275
