# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      67.792629     0.31167053      67.792629     0.31167053      67.792629     0.31167053
            0.5      1203.7835      1.2708588      1203.7835      1.2708588      1203.7835      1.2708588
            1.5      7124.3604      2.8126027      7124.3604      2.8126027      7124.3604      2.8126027
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
