#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      339.15741     0.33989886      339.15741     0.33989886      339.15741     0.33989886
              5       1161.848     0.56793441       1161.848     0.56793441       1161.848     0.56793441
             10      1074.4967     0.52336211      1074.4967     0.52336211      1074.4967     0.52336211
             15      785.04111     0.44205841      785.04111     0.44205841      785.04111     0.44205841
             20      557.27098     0.37070711      557.27098     0.37070711      557.27098     0.37070711
             25       400.8042     0.31440586       400.8042     0.31440586       400.8042     0.31440586
             30      293.78511     0.26802775      293.78511     0.26802775      293.78511     0.26802775
             35      220.15765     0.23204082      220.15765     0.23204082      220.15765     0.23204082
             40      168.11441      0.2022108      168.11441      0.2022108      168.11441      0.2022108
             45       131.0053     0.17813268       131.0053     0.17813268       131.0053     0.17813268
             50      103.60629     0.15855131      103.60629     0.15855131      103.60629     0.15855131
             55      82.796626     0.14126001      82.796626     0.14126001      82.796626     0.14126001
             60       67.29574     0.12724148       67.29574     0.12724148       67.29574     0.12724148
             65      55.097126     0.11518592      55.097126     0.11518592      55.097126     0.11518592
             70      45.749967     0.10500834      45.749967     0.10500834      45.749967     0.10500834
             75      38.284778    0.096750674      38.284778    0.096750674      38.284778    0.096750674
             80      31.889213    0.087536378      31.889213    0.087536378      31.889213    0.087536378
             85      27.187546     0.08137329      27.187546     0.08137329      27.187546     0.08137329
             90      23.238319    0.074719034      23.238319    0.074719034      23.238319    0.074719034
             95      19.791396    0.069036461      19.791396    0.069036461      19.791396    0.069036461
            100       17.19417    0.066822237       17.19417    0.066822237       17.19417    0.066822237
            105      14.865292    0.060537525      14.865292    0.060537525      14.865292    0.060537525
            110      12.919337    0.056060759      12.919337    0.056060759      12.919337    0.056060759
            115      11.304723     0.05220793      11.304723     0.05220793      11.304723     0.05220793
            120      9.8187579    0.049448992      9.8187579    0.049448992      9.8187579    0.049448992
            125      8.6680366       0.045964      8.6680366       0.045964      8.6680366       0.045964
            130       7.586984    0.043224773       7.586984    0.043224773       7.586984    0.043224773
            135      6.7199802    0.040510767      6.7199802    0.040510767      6.7199802    0.040510767
            140       6.058776    0.039968977       6.058776    0.039968977       6.058776    0.039968977
            145      5.3303692    0.037017559      5.3303692    0.037017559      5.3303692    0.037017559
            150      4.8049176    0.034463482      4.8049176    0.034463482      4.8049176    0.034463482
            155      4.3130633    0.033222276      4.3130633    0.033222276      4.3130633    0.033222276
            160      3.8479308    0.030686828      3.8479308    0.030686828      3.8479308    0.030686828
            165      3.4460292    0.029486429      3.4460292    0.029486429      3.4460292    0.029486429
            170      3.1357405    0.028248618      3.1357405    0.028248618      3.1357405    0.028248618
            175      2.8131251    0.027104102      2.8131251    0.027104102      2.8131251    0.027104102
            180      2.5389281    0.027868599      2.5389281    0.027868599      2.5389281    0.027868599
            185      2.3117942    0.024588068      2.3117942    0.024588068      2.3117942    0.024588068
            190         2.0951    0.023013863         2.0951    0.023013863         2.0951    0.023013863
            195      1.8905069    0.021723484      1.8905069    0.021723484      1.8905069    0.021723484
            200      1.7243159    0.021108349      1.7243159    0.021108349      1.7243159    0.021108349
            205      1.5457595    0.019905263      1.5457595    0.019905263      1.5457595    0.019905263
            210      1.4581985    0.019724672      1.4581985    0.019724672      1.4581985    0.019724672
            215      1.3196806    0.018573247      1.3196806    0.018573247      1.3196806    0.018573247
            220      1.2130117    0.018067588      1.2130117    0.018067588      1.2130117    0.018067588
            225      1.1434148    0.017275546      1.1434148    0.017275546      1.1434148    0.017275546
            230      1.0482907    0.017365313      1.0482907    0.017365313      1.0482907    0.017365313
            235     0.94153591    0.015538739     0.94153591    0.015538739     0.94153591    0.015538739
            240     0.86313503    0.015239825     0.86313503    0.015239825     0.86313503    0.015239825
            245     0.80216639    0.014522307     0.80216639    0.014522307     0.80216639    0.014522307
            250     0.74944334    0.014473878     0.74944334    0.014473878     0.74944334    0.014473878
            255     0.68134951    0.013548087     0.68134951    0.013548087     0.68134951    0.013548087
            260     0.64727082    0.014072356     0.64727082    0.014072356     0.64727082    0.014072356
            265     0.58584522    0.012337506     0.58584522    0.012337506     0.58584522    0.012337506
            270     0.54580573    0.012028067     0.54580573    0.012028067     0.54580573    0.012028067
            275      0.5042149    0.011438511      0.5042149    0.011438511      0.5042149    0.011438511
            280      0.4711051     0.01120329      0.4711051     0.01120329      0.4711051     0.01120329
            285     0.43210517    0.011022126     0.43210517    0.011022126     0.43210517    0.011022126
            290     0.43406872    0.010724682     0.43406872    0.010724682     0.43406872    0.010724682
            295     0.36818475   0.0098171517     0.36818475   0.0098171517     0.36818475   0.0098171517
            300     0.33923085   0.0099589661     0.33923085   0.0099589661     0.33923085   0.0099589661
            305     0.32314983   0.0089914472     0.32314983   0.0089914472     0.32314983   0.0089914472
            310     0.30953261   0.0094344174     0.30953261   0.0094344174     0.30953261   0.0094344174
            315     0.28149472   0.0088311774     0.28149472   0.0088311774     0.28149472   0.0088311774
            320      0.2565166   0.0085749664      0.2565166   0.0085749664      0.2565166   0.0085749664
            325     0.24753186   0.0082833765     0.24753186   0.0082833765     0.24753186   0.0082833765
            330      0.2282035    0.008269052      0.2282035    0.008269052      0.2282035    0.008269052
            335     0.21866774   0.0075848821     0.21866774   0.0075848821     0.21866774   0.0075848821
            340     0.20540834   0.0080416137     0.20540834   0.0080416137     0.20540834   0.0080416137
            345     0.19500225   0.0080134778     0.19500225   0.0080134778     0.19500225   0.0080134778
            350     0.18921336   0.0076705822     0.18921336   0.0076705822     0.18921336   0.0076705822
            355     0.17478143   0.0070058241     0.17478143   0.0070058241     0.17478143   0.0070058241
            360      0.1401447   0.0061775306      0.1401447   0.0061775306      0.1401447   0.0061775306
            365     0.15206389   0.0076421038     0.15206389   0.0076421038     0.15206389   0.0076421038
            370     0.13454081   0.0058853842     0.13454081   0.0058853842     0.13454081   0.0058853842
            375     0.13015255   0.0058032771     0.13015255   0.0058032771     0.13015255   0.0058032771
            380     0.13381157   0.0065540055     0.13381157   0.0065540055     0.13381157   0.0065540055
            385     0.12406593   0.0068283804     0.12406593   0.0068283804     0.12406593   0.0068283804
            390     0.10423438   0.0057175609     0.10423438   0.0057175609     0.10423438   0.0057175609
            395     0.11293015   0.0054742411     0.11293015   0.0054742411     0.11293015   0.0054742411
            400     0.10135649   0.0050445419     0.10135649   0.0050445419     0.10135649   0.0050445419
            405      0.1005984   0.0050885522      0.1005984   0.0050885522      0.1005984   0.0050885522
            410     0.09010758   0.0056010035     0.09010758   0.0056010035     0.09010758   0.0056010035
            415    0.087519458   0.0051466952    0.087519458   0.0051466952    0.087519458   0.0051466952
            420    0.073023669   0.0044010002    0.073023669   0.0044010002    0.073023669   0.0044010002
            425    0.061381348   0.0043510541    0.061381348   0.0043510541    0.061381348   0.0043510541
            430    0.071413628   0.0045252564    0.071413628   0.0045252564    0.071413628   0.0045252564
            435    0.072363752    0.010244105    0.072363752    0.010244105    0.072363752    0.010244105
            440    0.057719606   0.0040290062    0.057719606   0.0040290062    0.057719606   0.0040290062
            445    0.053942259    0.005239983    0.053942259    0.005239983    0.053942259    0.005239983
            450    0.054961406   0.0040443814    0.054961406   0.0040443814    0.054961406   0.0040443814
            455    0.058699498     0.00413455    0.058699498     0.00413455    0.058699498     0.00413455
            460    0.054234722    0.003786752    0.054234722    0.003786752    0.054234722    0.003786752
            465    0.059233071    0.011591294    0.059233071    0.011591294    0.059233071    0.011591294
            470    0.040427797   0.0033356014    0.040427797   0.0033356014    0.040427797   0.0033356014
            475    0.037452827   0.0032135302    0.037452827   0.0032135302    0.037452827   0.0032135302
            480    0.039834251   0.0033116247    0.039834251   0.0033116247    0.039834251   0.0033116247
            485    0.041140032   0.0070520422    0.041140032   0.0070520422    0.041140032   0.0070520422
            490    0.034714887   0.0032514618    0.034714887   0.0032514618    0.034714887   0.0032514618
            495    0.038527409   0.0038104628    0.038527409   0.0038104628    0.038527409   0.0038104628
            500    0.038527409   0.0038104628    0.038527409   0.0038104628    0.038527409   0.0038104628
