#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       18538.86      3.7044166       18538.86      3.7044166       18538.86      3.7044166
              1       18538.86      3.7044166       18538.86      3.7044166       18538.86      3.7044166
