#   pt_bb-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      48.346926     0.11649854      48.346926     0.11649854      48.346926     0.11649854
              5      113.72633     0.17488989      113.72633     0.17488989      113.72633     0.17488989
             10      132.81207     0.18746688      132.81207     0.18746688      132.81207     0.18746688
             15      127.13432     0.18328747      127.13432     0.18328747      127.13432     0.18328747
             20      114.24929     0.17332715      114.24929     0.17332715      114.24929     0.17332715
             25      99.247997     0.16058628      99.247997     0.16058628      99.247997     0.16058628
             30      86.204457     0.14851205      86.204457     0.14851205      86.204457     0.14851205
             35      74.621602     0.13827212      74.621602     0.13827212      74.621602     0.13827212
             40      65.014801     0.12933316      65.014801     0.12933316      65.014801     0.12933316
             45      56.796774     0.11995651      56.796774     0.11995651      56.796774     0.11995651
             50      49.828651     0.11179664      49.828651     0.11179664      49.828651     0.11179664
             55      44.178848     0.10515819      44.178848     0.10515819      44.178848     0.10515819
             60      39.014862    0.098392981      39.014862    0.098392981      39.014862    0.098392981
             65      34.887473    0.093279722      34.887473    0.093279722      34.887473    0.093279722
             70      31.112281    0.087895381      31.112281    0.087895381      31.112281    0.087895381
             75      27.916082    0.085285015      27.916082    0.085285015      27.916082    0.085285015
             80      25.072465    0.078998693      25.072465    0.078998693      25.072465    0.078998693
             85      22.376159    0.074157545      22.376159    0.074157545      22.376159    0.074157545
             90      20.190727    0.070990437      20.190727    0.070990437      20.190727    0.070990437
             95      18.238311    0.067124681      18.238311    0.067124681      18.238311    0.067124681
            100       16.43246    0.064132964       16.43246    0.064132964       16.43246    0.064132964
            105       14.80163    0.060460832       14.80163    0.060460832       14.80163    0.060460832
            110      13.312563    0.057494936      13.312563    0.057494936      13.312563    0.057494936
            115      12.145426     0.05476058      12.145426     0.05476058      12.145426     0.05476058
            120      10.934142    0.051854978      10.934142    0.051854978      10.934142    0.051854978
            125      9.9500157    0.049571549      9.9500157    0.049571549      9.9500157    0.049571549
            130      9.0652904    0.047152947      9.0652904    0.047152947      9.0652904    0.047152947
            135       8.116907    0.044772589       8.116907    0.044772589       8.116907    0.044772589
            140      7.3308017    0.042823288      7.3308017    0.042823288      7.3308017    0.042823288
            145      6.6935198    0.040824173      6.6935198    0.040824173      6.6935198    0.040824173
