#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            470      7.5757762    0.030870072      7.5757762    0.030870072      7.5757762    0.030870072
            480      7.1199366    0.030047159      7.1199366    0.030047159      7.1199366    0.030047159
            490      6.7154711    0.029027167      6.7154711    0.029027167      6.7154711    0.029027167
            500      6.3337397    0.028258635      6.3337397    0.028258635      6.3337397    0.028258635
            510      5.9830919    0.027412057      5.9830919    0.027412057      5.9830919    0.027412057
            520      5.6464061    0.027015632      5.6464061    0.027015632      5.6464061    0.027015632
            530       5.338857     0.02939825       5.338857     0.02939825       5.338857     0.02939825
            540      4.9865958    0.025387911      4.9865958    0.025387911      4.9865958    0.025387911
            550      4.7550985    0.024493104      4.7550985    0.024493104      4.7550985    0.024493104
            560      4.4727188    0.024021653      4.4727188    0.024021653      4.4727188    0.024021653
            570       4.271804    0.023290865       4.271804    0.023290865       4.271804    0.023290865
            580      4.0287086    0.023576519      4.0287086    0.023576519      4.0287086    0.023576519
            590       3.815424    0.022115149       3.815424    0.022115149       3.815424    0.022115149
            600      3.6245189    0.021577998      3.6245189    0.021577998      3.6245189    0.021577998
            610       3.428264    0.020839777       3.428264    0.020839777       3.428264    0.020839777
            620       3.252068    0.020386604       3.252068    0.020386604       3.252068    0.020386604
            630      3.0877364    0.019887494      3.0877364    0.019887494      3.0877364    0.019887494
            640      2.9236859    0.019606604      2.9236859    0.019606604      2.9236859    0.019606604
            650      2.7945634    0.018825006      2.7945634    0.018825006      2.7945634    0.018825006
            660      2.6390085    0.018598497      2.6390085    0.018598497      2.6390085    0.018598497
            670      2.5115778    0.017954806      2.5115778    0.017954806      2.5115778    0.017954806
            680      2.3932599     0.01782566      2.3932599     0.01782566      2.3932599     0.01782566
            690      2.3117317    0.017253247      2.3117317    0.017253247      2.3117317    0.017253247
            700       2.177591    0.016724784       2.177591    0.016724784       2.177591    0.016724784
            710      2.0827276    0.017325276      2.0827276    0.017325276      2.0827276    0.017325276
            720      1.9886776    0.016610389      1.9886776    0.016610389      1.9886776    0.016610389
            730      1.8958098    0.016041306      1.8958098    0.016041306      1.8958098    0.016041306
            740      1.7951595    0.015331673      1.7951595    0.015331673      1.7951595    0.015331673
            750      1.7090242    0.014928508      1.7090242    0.014928508      1.7090242    0.014928508
            760      1.6446879    0.014724471      1.6446879    0.014724471      1.6446879    0.014724471
            770      1.5501764    0.015162403      1.5501764    0.015162403      1.5501764    0.015162403
            780      1.4974552    0.014375096      1.4974552    0.014375096      1.4974552    0.014375096
            790      1.4146101     0.01364489      1.4146101     0.01364489      1.4146101     0.01364489
            800       1.361326    0.013392671       1.361326    0.013392671       1.361326    0.013392671
            810      1.3241592    0.013319595      1.3241592    0.013319595      1.3241592    0.013319595
            820      1.2736522    0.013558323      1.2736522    0.013558323      1.2736522    0.013558323
            830      1.1867655    0.012843153      1.1867655    0.012843153      1.1867655    0.012843153
            840      1.1436705    0.012309657      1.1436705    0.012309657      1.1436705    0.012309657
            850      1.1196561     0.01227868      1.1196561     0.01227868      1.1196561     0.01227868
            860      1.0596826    0.011979465      1.0596826    0.011979465      1.0596826    0.011979465
            870      1.0412258    0.011866887      1.0412258    0.011866887      1.0412258    0.011866887
            880     0.97667787    0.011799806     0.97667787    0.011799806     0.97667787    0.011799806
            890     0.92116014    0.011233932     0.92116014    0.011233932     0.92116014    0.011233932
            900     0.90962131    0.012108478     0.90962131    0.012108478     0.90962131    0.012108478
            910     0.85819935    0.010933709     0.85819935    0.010933709     0.85819935    0.010933709
            920      0.8064416     0.01056643      0.8064416     0.01056643      0.8064416     0.01056643
            930     0.80514382    0.010829531     0.80514382    0.010829531     0.80514382    0.010829531
            940     0.73530802    0.010652242     0.73530802    0.010652242     0.73530802    0.010652242
            950     0.72023567    0.010180004     0.72023567    0.010180004     0.72023567    0.010180004
            960     0.69344913   0.0095481353     0.69344913   0.0095481353     0.69344913   0.0095481353
            970     0.67496103   0.0096268969     0.67496103   0.0096268969     0.67496103   0.0096268969
            980     0.63193505    0.010138547     0.63193505    0.010138547     0.63193505    0.010138547
            990     0.62279931   0.0095863326     0.62279931   0.0095863326     0.62279931   0.0095863326
           1000     0.62279931   0.0095863326     0.62279931   0.0095863326     0.62279931   0.0095863326
