#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            100      343.21133     0.22308686      343.21133     0.22308686      343.21133     0.22308686
            110        313.729     0.20681617        313.729     0.20681617        313.729     0.20681617
            120      257.64328     0.18554783      257.64328     0.18554783      257.64328     0.18554783
            130      209.42198     0.16579414      209.42198     0.16579414      209.42198     0.16579414
            140      171.56473     0.14974903      171.56473     0.14974903      171.56473     0.14974903
            150      142.80277     0.13617565      142.80277     0.13617565      142.80277     0.13617565
            160      120.66785     0.12519244      120.66785     0.12519244      120.66785     0.12519244
            170       103.1749     0.11528682       103.1749     0.11528682       103.1749     0.11528682
            180      89.150658     0.10730042      89.150658     0.10730042      89.150658     0.10730042
            190      77.914715     0.10070953      77.914715     0.10070953      77.914715     0.10070953
            200      68.733237    0.093821879      68.733237    0.093821879      68.733237    0.093821879
            210      60.944983    0.088323972      60.944983    0.088323972      60.944983    0.088323972
            220      54.268495    0.083526768      54.268495    0.083526768      54.268495    0.083526768
            230      48.825323      0.0790212      48.825323      0.0790212      48.825323      0.0790212
            240      43.863627    0.074807753      43.863627    0.074807753      43.863627    0.074807753
            250      39.800039    0.071912464      39.800039    0.071912464      39.800039    0.071912464
            260      36.037375    0.067775023      36.037375    0.067775023      36.037375    0.067775023
            270       32.89587    0.065239355       32.89587    0.065239355       32.89587    0.065239355
            280      30.096874    0.061760462      30.096874    0.061760462      30.096874    0.061760462
            290      27.522262    0.059136545      27.522262    0.059136545      27.522262    0.059136545
            300      25.343027    0.056651663      25.343027    0.056651663      25.343027    0.056651663
            310       23.28539     0.05481702       23.28539     0.05481702       23.28539     0.05481702
            320      21.449613    0.052176319      21.449613    0.052176319      21.449613    0.052176319
            330      19.867892    0.050547578      19.867892    0.050547578      19.867892    0.050547578
            340      18.375058    0.049205556      18.375058    0.049205556      18.375058    0.049205556
            350       17.04349    0.046491359       17.04349    0.046491359       17.04349    0.046491359
            360      15.846762    0.045088323      15.846762    0.045088323      15.846762    0.045088323
            370      14.664072    0.043009887      14.664072    0.043009887      14.664072    0.043009887
            380      13.692841    0.042383482      13.692841    0.042383482      13.692841    0.042383482
            390       12.77039    0.040042684       12.77039    0.040042684       12.77039    0.040042684
            400      11.942928    0.038874322      11.942928    0.038874322      11.942928    0.038874322
            410      11.139672    0.037718281      11.139672    0.037718281      11.139672    0.037718281
            420      10.428707    0.036091375      10.428707    0.036091375      10.428707    0.036091375
            430      9.8193559    0.035462277      9.8193559    0.035462277      9.8193559    0.035462277
            440      9.0779143    0.038983803      9.0779143    0.038983803      9.0779143    0.038983803
            450      8.5668974    0.033095845      8.5668974    0.033095845      8.5668974    0.033095845
            460      8.0930603    0.031994328      8.0930603    0.031994328      8.0930603    0.031994328
