#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      4.8776247     0.34187171      4.8776247     0.34187171      4.8776247     0.34187171
           -4.9      13.018192     0.51554626      13.018192     0.51554626      13.018192     0.51554626
           -4.8      28.246478     0.76226639      28.246478     0.76226639      28.246478     0.76226639
           -4.7      59.362958      1.0834635      59.362958      1.0834635      59.362958      1.0834635
           -4.6      113.17172      1.4575533      113.17172      1.4575533      113.17172      1.4575533
           -4.5      187.88401      1.9069898      187.88401      1.9069898      187.88401      1.9069898
           -4.4      307.55343         2.3837      307.55343         2.3837      307.55343         2.3837
           -4.3      448.93531      2.8367999      448.93531      2.8367999      448.93531      2.8367999
           -4.2      634.00235      3.3461675      634.00235      3.3461675      634.00235      3.3461675
           -4.1      841.73614      3.8265177      841.73614      3.8265177      841.73614      3.8265177
             -4      1081.1783      4.3533456      1081.1783      4.3533456      1081.1783      4.3533456
           -3.9      1334.8111       4.714289      1334.8111       4.714289      1334.8111       4.714289
           -3.8      1586.4001      5.0943348      1586.4001      5.0943348      1586.4001      5.0943348
           -3.7      1850.3096      5.4338429      1850.3096      5.4338429      1850.3096      5.4338429
           -3.6      2096.7684      5.7372351      2096.7684      5.7372351      2096.7684      5.7372351
           -3.5      2346.1195      6.0513348      2346.1195      6.0513348      2346.1195      6.0513348
           -3.4       2579.608      6.2873931       2579.608      6.2873931       2579.608      6.2873931
           -3.3       2796.779      6.6897175       2796.779      6.6897175       2796.779      6.6897175
           -3.2      2998.3104      6.7033384      2998.3104      6.7033384      2998.3104      6.7033384
           -3.1      3178.2749      6.8647637      3178.2749      6.8647637      3178.2749      6.8647637
             -3      3354.9468      6.9961451      3354.9468      6.9961451      3354.9468      6.9961451
           -2.9      3492.6761      7.1354408      3492.6761      7.1354408      3492.6761      7.1354408
           -2.8      3609.1679      7.1954545      3609.1679      7.1954545      3609.1679      7.1954545
           -2.7       3724.528      7.2874227       3724.528      7.2874227       3724.528      7.2874227
           -2.6      3813.0434      7.3197894      3813.0434      7.3197894      3813.0434      7.3197894
           -2.5      3882.0862      7.3703824      3882.0862      7.3703824      3882.0862      7.3703824
           -2.4      3935.7839      7.4221453      3935.7839      7.4221453      3935.7839      7.4221453
           -2.3      4000.6446      7.4312025      4000.6446      7.4312025      4000.6446      7.4312025
           -2.2      4048.6549       7.471821      4048.6549       7.471821      4048.6549       7.471821
           -2.1      4066.6036      7.4772654      4066.6036      7.4772654      4066.6036      7.4772654
             -2      4085.1954      7.4527346      4085.1954      7.4527346      4085.1954      7.4527346
           -1.9      4093.1285      7.4417487      4093.1285      7.4417487      4093.1285      7.4417487
           -1.8      4123.8966       7.470243      4123.8966       7.470243      4123.8966       7.470243
           -1.7      4118.5869      7.4441159      4118.5869      7.4441159      4118.5869      7.4441159
           -1.6      4126.8852      7.4084142      4126.8852      7.4084142      4126.8852      7.4084142
           -1.5      4116.7282      7.4035667      4116.7282      7.4035667      4116.7282      7.4035667
           -1.4      4129.6338      7.4778131      4129.6338      7.4778131      4129.6338      7.4778131
           -1.3      4117.8899      7.4199547      4117.8899      7.4199547      4117.8899      7.4199547
           -1.2      4129.3886       7.382897      4129.3886       7.382897      4129.3886       7.382897
           -1.1      4113.5969      7.3365485      4113.5969      7.3365485      4113.5969      7.3365485
             -1      4097.1076      7.3399986      4097.1076      7.3399986      4097.1076      7.3399986
           -0.9      4111.2958      7.3134531      4111.2958      7.3134531      4111.2958      7.3134531
           -0.8      4119.8298      7.3281515      4119.8298      7.3281515      4119.8298      7.3281515
           -0.7      4105.6652      7.2906291      4105.6652      7.2906291      4105.6652      7.2906291
