#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.6      4100.2909      7.2808142      4100.2909      7.2808142      4100.2909      7.2808142
           -0.5      4087.6763      7.2572814      4087.6763      7.2572814      4087.6763      7.2572814
           -0.4      4085.9631      7.2492076      4085.9631      7.2492076      4085.9631      7.2492076
           -0.3      4075.1228      7.2881347      4075.1228      7.2881347      4075.1228      7.2881347
           -0.2      4082.6179      7.2555109      4082.6179      7.2555109      4082.6179      7.2555109
           -0.1      4081.6393      7.2617963      4081.6393      7.2617963      4081.6393      7.2617963
              0      4091.8017      7.2656342      4091.8017      7.2656342      4091.8017      7.2656342
            0.1      4101.8197      7.3179184      4101.8197      7.3179184      4101.8197      7.3179184
            0.2      4090.8845      7.2871511      4090.8845      7.2871511      4090.8845      7.2871511
            0.3      4093.5368      7.3187804      4093.5368      7.3187804      4093.5368      7.3187804
            0.4       4091.512      7.2632281       4091.512      7.2632281       4091.512      7.2632281
            0.5      4093.4302      7.3396369      4093.4302      7.3396369      4093.4302      7.3396369
            0.6      4100.0108      7.3043107      4100.0108      7.3043107      4100.0108      7.3043107
            0.7      4111.7233      7.3726724      4111.7233      7.3726724      4111.7233      7.3726724
            0.8      4121.1067      7.3531001      4121.1067      7.3531001      4121.1067      7.3531001
            0.9      4118.3821      7.3363302      4118.3821      7.3363302      4118.3821      7.3363302
              1      4113.2524      7.3831429      4113.2524      7.3831429      4113.2524      7.3831429
            1.1      4134.2048      7.3772417      4134.2048      7.3772417      4134.2048      7.3772417
            1.2      4122.1126      7.3837573      4122.1126      7.3837573      4122.1126      7.3837573
            1.3       4132.472      7.4283515       4132.472      7.4283515       4132.472      7.4283515
            1.4      4123.7383      7.3950627      4123.7383      7.3950627      4123.7383      7.3950627
            1.5      4123.6597      7.4235163      4123.6597      7.4235163      4123.6597      7.4235163
            1.6      4111.9434      7.4356526      4111.9434      7.4356526      4111.9434      7.4356526
            1.7      4120.3674       7.499376      4120.3674       7.499376      4120.3674       7.499376
            1.8       4096.089      7.4802499       4096.089      7.4802499       4096.089      7.4802499
            1.9      4076.6993      7.5952897      4076.6993      7.5952897      4076.6993      7.5952897
              2      4069.1058      7.4726664      4069.1058      7.4726664      4069.1058      7.4726664
            2.1      4033.9063      7.4808094      4033.9063      7.4808094      4033.9063      7.4808094
            2.2      3996.1829      7.5335653      3996.1829      7.5335653      3996.1829      7.5335653
            2.3      3931.3961      7.4478668      3931.3961      7.4478668      3931.3961      7.4478668
            2.4      3891.0026      7.4052497      3891.0026      7.4052497      3891.0026      7.4052497
            2.5      3816.6573      7.3596233      3816.6573      7.3596233      3816.6573      7.3596233
            2.6      3717.2802      7.3057239      3717.2802      7.3057239      3717.2802      7.3057239
            2.7        3606.64       7.256147        3606.64       7.256147        3606.64       7.256147
            2.8      3497.1869      7.1376167      3497.1869      7.1376167      3497.1869      7.1376167
            2.9      3350.3407      7.0876841      3350.3407      7.0876841      3350.3407      7.0876841
              3       3180.776      6.8919736       3180.776      6.8919736       3180.776      6.8919736
            3.1      3001.5213      6.7532531      3001.5213      6.7532531      3001.5213      6.7532531
            3.2      2802.8908      6.5665023      2802.8908      6.5665023      2802.8908      6.5665023
            3.3      2589.6182      6.3309617      2589.6182      6.3309617      2589.6182      6.3309617
            3.4       2342.345      6.0808135       2342.345      6.0808135       2342.345      6.0808135
            3.5      2110.4354      5.8183802      2110.4354      5.8183802      2110.4354      5.8183802
            3.6       1838.269      5.4923434       1838.269      5.4923434       1838.269      5.4923434
            3.7      1573.6292      5.1516362      1573.6292      5.1516362      1573.6292      5.1516362
            3.8      1326.8002      4.7861545      1326.8002      4.7861545      1326.8002      4.7861545
            3.9      1075.2448      4.3437662      1075.2448      4.3437662      1075.2448      4.3437662
              4      841.35149      3.8625055      841.35149      3.8625055      841.35149      3.8625055
            4.1      629.81253       3.428329      629.81253       3.428329      629.81253       3.428329
            4.2       455.2393       2.890053       455.2393       2.890053       455.2393       2.890053
            4.3      303.73731      2.3994013      303.73731      2.3994013      303.73731      2.3994013
            4.4       190.5645      1.9131334       190.5645      1.9131334       190.5645      1.9131334
            4.5      110.32837      1.4889925      110.32837      1.4889925      110.32837      1.4889925
            4.6      58.652035      1.1040291      58.652035      1.1040291      58.652035      1.1040291
            4.7      26.961428     0.77457376      26.961428     0.77457376      26.961428     0.77457376
            4.8      12.233791     0.53922824      12.233791     0.53922824      12.233791     0.53922824
            4.9      4.3822264     0.31152479      4.3822264     0.31152479      4.3822264     0.31152479
              5      4.3822264     0.31152479      4.3822264     0.31152479      4.3822264     0.31152479
