               10                -nan           -nan
               20                -nan           -nan
               30                -nan           -nan
               40                -nan           -nan
               50                -nan           -nan
               60                -nan           -nan
               70                -nan           -nan
               80                -nan           -nan
               90                -nan           -nan
              100                -nan           -nan
              110                -nan           -nan
              120                -nan           -nan
              130                -nan           -nan
              140                -nan           -nan
              150                -nan           -nan
              160                -nan           -nan
              170       0.00019371873    1.16307e-05
              180                -nan           -nan
              190       0.00012389747    8.48609e-06
              200       9.5466024e-05    7.34652e-06
              210                -nan           -nan
              220       8.2473260e-05    7.49070e-06
              230       7.5165457e-05    7.04204e-06
              240       7.3700029e-05    6.47493e-06
              250       5.7184406e-05    5.57797e-06
              260       4.7688413e-05    4.07269e-06
              270       4.2909991e-05    4.96215e-06
              280       3.9404529e-05    4.16668e-06
              290       3.2298485e-05    3.41489e-06
              300       3.2912996e-05    3.88809e-06
              310       2.1693307e-05    2.37796e-06
              320       2.7337311e-05    4.92490e-06
              330       2.1196803e-05    2.71384e-06
              340       1.9902991e-05    3.55294e-06
              350       1.8810323e-05    2.46401e-06
              360       1.1647869e-05    1.81537e-06
              370       1.4541505e-05    1.99555e-06
              380       1.1157634e-05    2.05981e-06
              390       1.0321546e-05    1.68855e-06
              400       1.0887641e-05    1.91312e-06
              410       1.1545374e-05    3.00754e-06
              420       9.4476281e-06    1.52535e-06
              430       6.5828533e-06    1.25280e-06
              440       6.0270091e-06    1.16940e-06
              450       6.1019605e-06    1.06327e-06
              460       6.9383612e-06    1.18761e-06
              470       8.5050393e-06    1.68287e-06
              480       6.1304561e-06    1.13350e-06
              490       4.0266620e-06    8.02702e-07
