qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.QT.32.VT.QCD)     

independent    1              0.5            18693.514       +- 2.0592749      
independent    1              1              19237.843       +- 2.1018013      
independent    1              2              19586.019       +- 2.1433265      
