#qTcut         central scale                 minimum (ren)                 maximum (ren)                 
#              xiR=1  xiF=1                  xiR=2  xiF=1                  xiR=0.5  xiF=1                µR=xiR*mWbb  µF=xiF*mWbb
0              63163.044      51.527674      54423.984      34.882792      73913.835      79.686964      
0.01           63138.714      35.612339      54408.140      24.763613      73874.312      54.053889               -13.83%          17.00%
0.02           63153.840      30.451513      54420.212      21.387612      73893.602      45.789391               -13.83%          17.01%
0.03           63151.194      29.055079      54420.138      20.487959      73885.825      43.493098               -13.83%          17.00%
0.04           63139.096      28.105128      54412.408      19.853429      73866.292      41.999882               -13.82%          16.99%
0.05           63127.673      27.261403      54406.000      19.303661      73845.632      40.632698               -13.82%          16.98%
0.06           63121.168      26.715445      54403.229      18.942783      73831.954      39.760445               -13.81%          16.97%
0.07           63130.763      26.636223      54410.742      18.886022      73844.513      39.632579               -13.81%          16.97%
0.08           63125.413      26.562856      54408.248      18.853274      73833.600      39.461418               -13.81%          16.96%
0.09           63109.452      26.071187      54398.328      18.504984      73807.086      38.745574               -13.80%          16.95%
0.1            63109.329      25.707930      54399.056      18.264818      73805.105      38.166396               -13.80%          16.95%
0.11           63102.779      25.572975      54395.441      18.172831      73793.187      37.953569               -13.80%          16.94%
0.12           63100.744      25.521904      54395.640      18.131656      73786.450      37.885989               -13.80%          16.93%
0.13           63103.941      25.298492      54398.585      17.982209      73789.609      37.533223               -13.80%          16.93%
0.14           63095.257      25.152681      54393.445      17.883873      73774.490      37.302801               -13.79%          16.93%
0.15           63096.822      25.037476      54395.921      17.803969      73773.748      37.126193               -13.79%          16.92%
0.16           63106.312      25.068544      54403.657      17.824447      73785.369      37.168895               -13.79%          16.92%
0.17           63104.764      24.924832      54403.519      17.721224      73780.941      36.960695               -13.79%          16.92%
0.18           63105.288      24.841444      54404.963      17.662759      73779.251      36.833891               -13.79%          16.91%
0.19           63106.609      24.786777      54406.907      17.622836      73778.862      36.753789               -13.79%          16.91%
0.2            63110.013      24.732503      54410.267      17.584146      73781.679      36.671746               -13.79%          16.91%
0.21           63110.666      24.659913      54411.589      17.532594      73780.697      36.563234               -13.78%          16.91%
0.22           63111.746      24.662414      54413.281      17.529481      73780.165      36.576321               -13.78%          16.90%
0.23           63121.766      24.602032      54421.106      17.487072      73793.279      36.484012               -13.78%          16.91%
0.24           63112.941      24.584525      54415.692      17.471093      73778.325      36.465371               -13.78%          16.90%
0.25           63120.108      24.623693      54421.123      17.493292      73788.137      36.532955               -13.78%          16.90%
0.26           63115.442      24.511481      54418.842      17.416698      73778.872      36.360259               -13.78%          16.90%
0.27           63120.297      24.418523      54422.890      17.354471      73784.666      36.212624               -13.78%          16.90%
0.28           63118.544      24.374309      54422.498      17.323122      73780.083      36.145702               -13.78%          16.89%
0.29           63119.867      24.350953      54424.357      17.304165      73779.958      36.115707               -13.78%          16.89%
0.3            63120.836      24.298662      54425.743      17.267391      73779.758      36.036809               -13.78%          16.89%
0.31           63121.993      24.269822      54427.169      17.245607      73780.068      35.995963               -13.77%          16.88%
0.32           63125.365      24.275616      54430.414      17.246303      73783.055      36.010783               -13.77%          16.88%
0.33           63128.962      24.247558      54433.615      17.225789      73786.859      35.969195               -13.77%          16.88%
0.34           63124.791      24.198972      54431.428      17.191120      73778.895      35.897464               -13.77%          16.88%
0.35           63126.258      24.180425      54433.025      17.176246      73779.804      35.873096               -13.77%          16.88%
0.36           63129.999      24.133453      54436.333      17.143585      73783.788      35.801036               -13.77%          16.88%
0.37           63132.916      24.111060      54439.087      17.126547      73786.485      35.769506               -13.77%          16.87%
0.38           63133.151      24.082884      54439.733      17.105626      73785.706      35.729223               -13.77%          16.87%
0.39           63133.360      24.064207      54440.361      17.090959      73784.887      35.704025               -13.77%          16.87%
0.4            63130.479      24.073290      54438.798      17.095912      73779.555      35.718560               -13.77%          16.87%
0.41           63131.676      24.018422      54440.114      17.056607      73780.205      35.638874               -13.77%          16.87%
0.42           63127.541      24.018579      54437.894      17.054114      73772.433      35.644327               -13.77%          16.86%
0.43           63121.876      24.126659      54434.410      17.131720      73762.903      35.793938               -13.76%          16.86%
0.44           63124.786      23.968775      54437.071      17.017843      73765.729      35.570992               -13.76%          16.86%
0.45           63126.705      23.942988      54438.679      16.998850      73767.978      35.533746               -13.76%          16.86%
0.46           63124.795      23.957324      54438.028      17.005054      73763.478      35.563669               -13.76%          16.85%
0.47           63127.425      23.997730      54440.168      17.029902      73766.712      35.629505               -13.76%          16.85%
0.48           63130.346      24.064803      54442.610      17.074113      73770.123      35.732879               -13.76%          16.85%
0.49           63130.481      23.875233      54443.129      16.946758      73769.352      35.439865               -13.76%          16.85%
0.5            63133.883      23.856033      54445.891      16.932225      73773.500      35.412951               -13.76%          16.85%
0.51           63130.938      23.838569      54444.354      16.919195      73767.865      35.387822               -13.76%          16.85%
0.52           63129.250      23.831526      54443.570      16.912785      73764.405      35.379971               -13.76%          16.85%
0.53           63134.659      23.807691      54447.619      16.894905      73771.842      35.346598               -13.76%          16.85%
