0.22           2              1                   ..a00                                                                         0. +-              0.
0.22           2              1                   NLO.QT.32                                                            20331.18039 +-         4.57883

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.23           0.5            1                   NLO.QCD.QT                                                           28777.46108 +-         8.06092
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.23           0.5            1                   ..a00                                                                         0. +-              0.
0.23           0.5            1                   NLO.QT.32                                                            28777.46108 +-         8.06092

0.23           1              1                   NLO.QCD.QT                                                           24018.92568 +-         5.94877
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.23           1              1                   ..a00                                                                         0. +-              0.
0.23           1              1                   NLO.QT.32                                                            24018.92568 +-         5.94877

0.23           2              1                   NLO.QCD.QT                                                           20334.30374 +-         4.55035
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.23           2              1                   ..a00                                                                         0. +-              0.
0.23           2              1                   NLO.QT.32                                                            20334.30374 +-         4.55035

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.24           0.5            1                   NLO.QCD.QT                                                           28782.60785 +-         8.00829
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.24           0.5            1                   ..a00                                                                         0. +-              0.
0.24           0.5            1                   NLO.QT.32                                                            28782.60785 +-         8.00829

0.24           1              1                   NLO.QCD.QT                                                           24022.59437 +-         5.91163
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.24           1              1                   ..a00                                                                         0. +-              0.
0.24           1              1                   NLO.QT.32                                                            24022.59437 +-         5.91163

0.24           2              1                   NLO.QCD.QT                                                           20337.01235 +-         4.52325
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.24           2              1                   ..a00                                                                         0. +-              0.
0.24           2              1                   NLO.QT.32                                                            20337.01235 +-         4.52325

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.25           0.5            1                   NLO.QCD.QT                                                           28786.85248 +-         7.95790
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.25           0.5            1                   ..a00                                                                         0. +-              0.
0.25           0.5            1                   NLO.QT.32                                                            28786.85248 +-         7.95790

0.25           1              1                   NLO.QCD.QT                                                           24025.60823 +-         5.87605
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.25           1              1                   ..a00                                                                         0. +-              0.
0.25           1              1                   NLO.QT.32                                                            24025.60823 +-         5.87605

0.25           2              1                   NLO.QCD.QT                                                           20339.22865 +-         4.49729
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.25           2              1                   ..a00                                                                         0. +-              0.
0.25           2              1                   NLO.QT.32                                                            20339.22865 +-         4.49729

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.26           0.5            1                   NLO.QCD.QT                                                           28792.21469 +-         7.90988
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.26           0.5            1                   ..a00                                                                         0. +-              0.
0.26           0.5            1                   NLO.QT.32                                                            28792.21469 +-         7.90988

0.26           1              1                   NLO.QCD.QT                                                           24029.43419 +-         5.84218
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.26           1              1                   ..a00                                                                         0. +-              0.
0.26           1              1                   NLO.QT.32                                                            24029.43419 +-         5.84218

0.26           2              1                   NLO.QCD.QT                                                           20342.05561 +-         4.47259
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.26           2              1                   ..a00                                                                         0. +-              0.
0.26           2              1                   NLO.QT.32                                                            20342.05561 +-         4.47259

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.27           0.5            1                   NLO.QCD.QT                                                           28797.77283 +-         7.86392
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.27           0.5            1                   ..a00                                                                         0. +-              0.
0.27           0.5            1                   NLO.QT.32                                                            28797.77283 +-         7.86392

0.27           1              1                   NLO.QCD.QT                                                           24033.39359 +-         5.80976
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.27           1              1                   ..a00                                                                         0. +-              0.
0.27           1              1                   NLO.QT.32                                                            24033.39359 +-         5.80976

0.27           2              1                   NLO.QCD.QT                                                           20344.97687 +-         4.44896
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.27           2              1                   ..a00                                                                         0. +-              0.
0.27           2              1                   NLO.QT.32                                                            20344.97687 +-         4.44896

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.28           0.5            1                   NLO.QCD.QT                                                           28802.97193 +-         7.81974
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.28           0.5            1                   ..a00                                                                         0. +-              0.
0.28           0.5            1                   NLO.QT.32                                                            28802.97193 +-         7.81974

0.28           1              1                   NLO.QCD.QT                                                           24037.08610 +-         5.77861
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.28           1              1                   ..a00                                                                         0. +-              0.
0.28           1              1                   NLO.QT.32                                                            24037.08610 +-         5.77861

0.28           2              1                   NLO.QCD.QT                                                           20347.69417 +-         4.42625
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.28           2              1                   ..a00                                                                         0. +-              0.
0.28           2              1                   NLO.QT.32                                                            20347.69417 +-         4.42625

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.29           0.5            1                   NLO.QCD.QT                                                           28808.11253 +-         7.77738
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.29           0.5            1                   ..a00                                                                         0. +-              0.
0.29           0.5            1                   NLO.QT.32                                                            28808.11253 +-         7.77738

0.29           1              1                   NLO.QCD.QT                                                           24040.72590 +-         5.74873
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.29           1              1                   ..a00                                                                         0. +-              0.
0.29           1              1                   NLO.QT.32                                                            24040.72590 +-         5.74873

0.29           2              1                   NLO.QCD.QT                                                           20350.36539 +-         4.40448
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.29           2              1                   ..a00                                                                         0. +-              0.
0.29           2              1                   NLO.QT.32                                                            20350.36539 +-         4.40448

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.3            0.5            1                   NLO.QCD.QT                                                           28813.66155 +-         7.73659
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.3            0.5            1                   ..a00                                                                         0. +-              0.
0.3            0.5            1                   NLO.QT.32                                                            28813.66155 +-         7.73659

0.3            1              1                   NLO.QCD.QT                                                           24044.65526 +-         5.71998
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.3            1              1                   ..a00                                                                         0. +-              0.
0.3            1              1                   NLO.QT.32                                                            24044.65526 +-         5.71998

0.3            2              1                   NLO.QCD.QT                                                           20353.24987 +-         4.38352
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.3            2              1                   ..a00                                                                         0. +-              0.
0.3            2              1                   NLO.QT.32                                                            20353.24987 +-         4.38352

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.31           0.5            1                   NLO.QCD.QT                                                           28817.84951 +-         7.69720
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.31           0.5            1                   ..a00                                                                         0. +-              0.
0.31           0.5            1                   NLO.QT.32                                                            28817.84951 +-         7.69720

0.31           1              1                   NLO.QCD.QT                                                           24047.63164 +-         5.69222
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.31           1              1                   ..a00                                                                         0. +-              0.
0.31           1              1                   NLO.QT.32                                                            24047.63164 +-         5.69222

0.31           2              1                   NLO.QCD.QT                                                           20355.44084 +-         4.36331
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.31           2              1                   ..a00                                                                         0. +-              0.
0.31           2              1                   NLO.QT.32                                                            20355.44084 +-         4.36331

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.32           0.5            1                   NLO.QCD.QT                                                           28823.78399 +-         7.65923
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.32           0.5            1                   ..a00                                                                         0. +-              0.
0.32           0.5            1                   NLO.QT.32                                                            28823.78399 +-         7.65923

0.32           1              1                   NLO.QCD.QT                                                           24051.84679 +-         5.66546
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.32           1              1                   ..a00                                                                         0. +-              0.
0.32           1              1                   NLO.QT.32                                                            24051.84679 +-         5.66546

0.32           2              1                   NLO.QCD.QT                                                           20358.54318 +-         4.34382
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.32           2              1                   ..a00                                                                         0. +-              0.
0.32           2              1                   NLO.QT.32                                                            20358.54318 +-         4.34382

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.33           0.5            1                   NLO.QCD.QT                                                           28829.00565 +-         7.62254
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.33           0.5            1                   ..a00                                                                         0. +-              0.
0.33           0.5            1                   NLO.QT.32                                                            28829.00565 +-         7.62254

0.33           1              1                   NLO.QCD.QT                                                           24055.55095 +-         5.63961
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.33           1              1                   ..a00                                                                         0. +-              0.
0.33           1              1                   NLO.QT.32                                                            24055.55095 +-         5.63961

0.33           2              1                   NLO.QCD.QT                                                           20361.26624 +-         4.32500
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.33           2              1                   ..a00                                                                         0. +-              0.
0.33           2              1                   NLO.QT.32                                                            20361.26624 +-         4.32500

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.34           0.5            1                   NLO.QCD.QT                                                           28833.64962 +-         7.58706
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.34           0.5            1                   ..a00                                                                         0. +-              0.
0.34           0.5            1                   NLO.QT.32                                                            28833.64962 +-         7.58706

0.34           1              1                   NLO.QCD.QT                                                           24058.83920 +-         5.61462
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.34           1              1                   ..a00                                                                         0. +-              0.
0.34           1              1                   NLO.QT.32                                                            24058.83920 +-         5.61462

0.34           2              1                   NLO.QCD.QT                                                           20363.67866 +-         4.30680
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.34           2              1                   ..a00                                                                         0. +-              0.
0.34           2              1                   NLO.QT.32                                                            20363.67866 +-         4.30680

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.35           0.5            1                   NLO.QCD.QT                                                           28838.08830 +-         7.55271
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.35           0.5            1                   ..a00                                                                         0. +-              0.
0.35           0.5            1                   NLO.QT.32                                                            28838.08830 +-         7.55271

0.35           1              1                   NLO.QCD.QT                                                           24061.98284 +-         5.59042
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.35           1              1                   ..a00                                                                         0. +-              0.
0.35           1              1                   NLO.QT.32                                                            24061.98284 +-         5.59042

0.35           2              1                   NLO.QCD.QT                                                           20365.98519 +-         4.28918
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.35           2              1                   ..a00                                                                         0. +-              0.
0.35           2              1                   NLO.QT.32                                                            20365.98519 +-         4.28918

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.36           0.5            1                   NLO.QCD.QT                                                           28842.78830 +-         7.51949
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.36           0.5            1                   ..a00                                                                         0. +-              0.
0.36           0.5            1                   NLO.QT.32                                                            28842.78830 +-         7.51949

0.36           1              1                   NLO.QCD.QT                                                           24065.29632 +-         5.56702
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.36           1              1                   ..a00                                                                         0. +-              0.
0.36           1              1                   NLO.QT.32                                                            24065.29632 +-         5.56702

0.36           2              1                   NLO.QCD.QT                                                           20368.40728 +-         4.27215
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.36           2              1                   ..a00                                                                         0. +-              0.
0.36           2              1                   NLO.QT.32                                                            20368.40728 +-         4.27215

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.37           0.5            1                   NLO.QCD.QT                                                           28848.12000 +-         7.48721
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.37           0.5            1                   ..a00                                                                         0. +-              0.
0.37           0.5            1                   NLO.QT.32                                                            28848.12000 +-         7.48721

0.37           1              1                   NLO.QCD.QT                                                           24069.07177 +-         5.54429
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.37           1              1                   ..a00                                                                         0. +-              0.
0.37           1              1                   NLO.QT.32                                                            24069.07177 +-         5.54429

0.37           2              1                   NLO.QCD.QT                                                           20371.17819 +-         4.25561
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.37           2              1                   ..a00                                                                         0. +-              0.
0.37           2              1                   NLO.QT.32                                                            20371.17819 +-         4.25561

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.38           0.5            1                   NLO.QCD.QT                                                           28852.26138 +-         7.45590
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.38           0.5            1                   ..a00                                                                         0. +-              0.
0.38           0.5            1                   NLO.QT.32                                                            28852.26138 +-         7.45590

0.38           1              1                   NLO.QCD.QT                                                           24071.97779 +-         5.52226
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.38           1              1                   ..a00                                                                         0. +-              0.
0.38           1              1                   NLO.QT.32                                                            24071.97779 +-         5.52226

0.38           2              1                   NLO.QCD.QT                                                           20373.29304 +-         4.23958
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.38           2              1                   ..a00                                                                         0. +-              0.
0.38           2              1                   NLO.QT.32                                                            20373.29304 +-         4.23958

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.39           0.5            1                   NLO.QCD.QT                                                           28856.12732 +-         7.42554
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.39           0.5            1                   ..a00                                                                         0. +-              0.
0.39           0.5            1                   NLO.QT.32                                                            28856.12732 +-         7.42554

0.39           1              1                   NLO.QCD.QT                                                           24074.68324 +-         5.50088
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.39           1              1                   ..a00                                                                         0. +-              0.
0.39           1              1                   NLO.QT.32                                                            24074.68324 +-         5.50088

0.39           2              1                   NLO.QCD.QT                                                           20375.25720 +-         4.22403
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.39           2              1                   ..a00                                                                         0. +-              0.
0.39           2              1                   NLO.QT.32                                                            20375.25720 +-         4.22403

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.4            0.5            1                   NLO.QCD.QT                                                           28860.01374 +-         7.39598
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.4            0.5            1                   ..a00                                                                         0. +-              0.
0.4            0.5            1                   NLO.QT.32                                                            28860.01374 +-         7.39598

0.4            1              1                   NLO.QCD.QT                                                           24077.40628 +-         5.48008
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.4            1              1                   ..a00                                                                         0. +-              0.
0.4            1              1                   NLO.QT.32                                                            24077.40628 +-         5.48008

0.4            2              1                   NLO.QCD.QT                                                           20377.23628 +-         4.20890
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.4            2              1                   ..a00                                                                         0. +-              0.
0.4            2              1                   NLO.QT.32                                                            20377.23628 +-         4.20890

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.41           0.5            1                   NLO.QCD.QT                                                           28864.43384 +-         7.36722
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.41           0.5            1                   ..a00                                                                         0. +-              0.
0.41           0.5            1                   NLO.QT.32                                                            28864.43384 +-         7.36722

0.41           1              1                   NLO.QCD.QT                                                           24080.52816 +-         5.45984
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.41           1              1                   ..a00                                                                         0. +-              0.
0.41           1              1                   NLO.QT.32                                                            24080.52816 +-         5.45984

0.41           2              1                   NLO.QCD.QT                                                           20379.52124 +-         4.19418
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.41           2              1                   ..a00                                                                         0. +-              0.
0.41           2              1                   NLO.QT.32                                                            20379.52124 +-         4.19418

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.42           0.5            1                   NLO.QCD.QT                                                           28868.37623 +-         7.33923
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.42           0.5            1                   ..a00                                                                         0. +-              0.
0.42           0.5            1                   NLO.QT.32                                                            28868.37623 +-         7.33923

0.42           1              1                   NLO.QCD.QT                                                           24083.30141 +-         5.44016
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.42           1              1                   ..a00                                                                         0. +-              0.
0.42           1              1                   NLO.QT.32                                                            24083.30141 +-         5.44016

0.42           2              1                   NLO.QCD.QT                                                           20381.54366 +-         4.17987
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.42           2              1                   ..a00                                                                         0. +-              0.
0.42           2              1                   NLO.QT.32                                                            20381.54366 +-         4.17987

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.43           0.5            1                   NLO.QCD.QT                                                           28872.78456 +-         7.31201
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.43           0.5            1                   ..a00                                                                         0. +-              0.
0.43           0.5            1                   NLO.QT.32                                                            28872.78456 +-         7.31201

0.43           1              1                   NLO.QCD.QT                                                           24086.40257 +-         5.42101
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.43           1              1                   ..a00                                                                         0. +-              0.
0.43           1              1                   NLO.QT.32                                                            24086.40257 +-         5.42101

0.43           2              1                   NLO.QCD.QT                                                           20383.80575 +-         4.16595
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.43           2              1                   ..a00                                                                         0. +-              0.
0.43           2              1                   NLO.QT.32                                                            20383.80575 +-         4.16595

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.44           0.5            1                   NLO.QCD.QT                                                           28875.55039 +-         7.28536
-----------------------------------------------------------------------------------------------------------------------------------------------------
