# left-edge scale-central central-error scale-min min-error scale-max max-error
0 242.63512 0.0508242 198.62507 0.0416059 303.56976 0.0635922
5 510.81341 0.0750469 418.48604 0.0614773 638.45899 0.0938198
10 506.38794 0.0765944 415.38547 0.0628244 631.91243 0.0956010
15 414.43697 0.0707162 340.49924 0.0580999 516.13542 0.0880780
20 319.70002 0.0630989 263.10943 0.0519354 397.30577 0.0784124
25 242.55713 0.0555200 199.96172 0.0457791 300.79545 0.0688399
30 183.72277 0.0485972 151.71146 0.0401429 227.36160 0.0601214
35 140.08213 0.0424671 115.86074 0.0351389 173.00819 0.0524265
40 107.69646 0.0371367 89.212746 0.0307787 132.75487 0.0457528
45 83.469260 0.0325815 69.245935 0.0270508 102.70212 0.0400545
50 65.222438 0.0285042 54.184813 0.0236980 80.110749 0.0349821
55 51.491434 0.0251349 42.834873 0.0209292 63.140526 0.0307882
60 41.032901 0.0221908 34.178031 0.0185028 50.236899 0.0271365
65 32.900880 0.0196607 27.438350 0.0164151 40.219646 0.0240030
70 26.589545 0.0174667 22.200402 0.0146019 32.458442 0.0212909
75 21.693484 0.0156184 18.132772 0.0130737 26.445448 0.0190080
80 17.795657 0.0139499 14.890366 0.0116895 21.665823 0.0169552
85 14.711878 0.0125244 12.322304 0.0105061 17.889485 0.0152026
90 12.228324 0.0112931 10.251967 0.00948298 14.852036 0.0136907
95 10.229595 0.0102419 8.5843516 0.00861017 12.410170 0.0123992
100 8.5949041 0.00924614 7.2188128 0.00777939 10.416029 0.0111824
105 7.2664098 0.00843479 6.1082139 0.00710385 8.7969373 0.0101888
110 6.1701619 0.00772497 5.1907492 0.00651214 7.4626824 0.00932079
115 5.2803145 0.00715394 4.4457817 0.00603980 6.3800870 0.00861659
120 4.5223895 0.00667409 3.8104350 0.00564344 5.4594216 0.00802386
125 3.8960232 0.00597205 3.2850118 0.00504684 4.6991961 0.00718426
130 3.3652371 0.00546058 2.8393148 0.00461655 4.0557699 0.00656549
135 2.9276518 0.00526465 2.4718835 0.00446208 3.5253398 0.00631146
140 2.5537044 0.00470102 2.1575143 0.00398067 3.0727004 0.00564149
145 2.2396538 0.00440261 1.8933433 0.00373169 2.6928387 0.00527717
150 1.9618911 0.00414765 1.6595766 0.00352019 2.3570808 0.00496396
155 1.7233881 0.00378878 1.4586113 0.00321487 2.0691843 0.00453546
160 1.5154702 0.00354135 1.2833517 0.00300651 1.8183215 0.00423653
165 1.3440411 0.00334138 1.1387964 0.00283913 1.6115772 0.00399332
170 1.1960779 0.00309227 1.0126811 0.00261363 1.4332310 0.00369480
175 1.0672681 0.00291843 0.90298492 0.00246459 1.2781185 0.00348473
180 0.95145822 0.00277697 0.80439182 0.00234270 1.1392550 0.00333369
185 0.85142703 0.00258202 0.71936136 0.00217760 1.0202066 0.00310062
190 0.76272195 0.00246963 0.64396484 0.00207960 0.91462840 0.00297070
195 0.68722932 0.00238535 0.57985707 0.00200632 0.82468371 0.00287295
200 0.61827382 0.00216538 0.52132334 0.00182211 0.74249193 0.00260678
205 0.55299834 0.00202216 0.46599827 0.00170091 0.66455389 0.00243541
210 0.50106105 0.00202033 0.42197426 0.00169700 0.60254539 0.00243684
215 0.45455903 0.00185839 0.38260464 0.00156142 0.54695339 0.00224083
220 0.41220471 0.00175490 0.34672782 0.00147283 0.49634772 0.00211864
225 0.37411468 0.00167092 0.31453551 0.00140099 0.45072206 0.00201937
230 0.34172280 0.00161133 0.28713476 0.00134945 0.41196106 0.00194989
235 0.31035978 0.00150082 0.26059299 0.00125723 0.37444822 0.00181562
240 0.28420802 0.00143601 0.23853655 0.00120270 0.34305049 0.00173750
245 0.25902696 0.00139967 0.21726387 0.00117101 0.31287276 0.00169553
250 0.23784021 0.00141749 0.19939499 0.00118249 0.28743484 0.00172239
255 0.21503481 0.00122878 0.18019954 0.00102804 0.25999328 0.00148843
260 0.20059075 0.00122704 0.16800573 0.00102494 0.24266964 0.00148894
265 0.18482322 0.00119897 0.15470821 0.00100020 0.22373559 0.00145663
270 0.16863330 0.00105131 0.14111345 0.000878533 0.20420518 0.00127508
275 0.15549768 0.00104694 0.13004828 0.000873903 0.18841241 0.00127127
280 0.14540098 0.00103352 0.12154651 0.000861030 0.17626731 0.00125769
285 0.13263560 0.000998064 0.11084187 0.000831771 0.16084232 0.00121402
290 0.12095504 0.000938417 0.10102769 0.000781678 0.14676055 0.00114204
295 0.11450233 0.000900890 0.095573377 0.000749829 0.13903119 0.00109730
300 0.10819002 0.00133863 0.090261028 0.00110552 0.13143394 0.00164395
305 0.098093596 0.000856750 0.081800721 0.000712465 0.11922471 0.00104448
310 0.091499620 0.000798665 0.076283338 0.000664634 0.11124031 0.000972931
315 0.083473015 0.000733113 0.069561911 0.000610033 0.10152693 0.000893136
320 0.079214124 0.000739137 0.065979844 0.000614235 0.096397653 0.000901783
325 0.073431258 0.000697631 0.061163050 0.000580254 0.089359085 0.000850262
330 0.067737730 0.000692799 0.056382160 0.000575544 0.082491419 0.000845449
335 0.064632607 0.000776831 0.053772596 0.000644568 0.078748185 0.000949168
340 0.060234541 0.000807003 0.050081706 0.000668671 0.073439716 0.000987565
345 0.055180286 0.000600720 0.045871595 0.000498457 0.067289270 0.000734048
350 0.051714297 0.000587065 0.042970565 0.000486687 0.063094330 0.000718087
355 0.048371230 0.000568645 0.040176914 0.000471342 0.059039505 0.000695624
360 0.046295528 0.000598291 0.038444079 0.000495316 0.056519762 0.000732837
365 0.042869865 0.000602870 0.035585598 0.000499079 0.052359241 0.000738368
370 0.039319583 0.000507236 0.032629246 0.000420530 0.048037294 0.000620323
375 0.037771044 0.000572984 0.031326831 0.000474644 0.046172692 0.000701293
380 0.034686325 0.000483002 0.028757840 0.000399559 0.042418102 0.000592082
385 0.033342901 0.000514167 0.027632663 0.000424798 0.040793331 0.000631172
390 0.030931317 0.000469796 0.025627543 0.000388419 0.037853352 0.000576215
395 0.028818931 0.000444592 0.023872631 0.000367634 0.035276135 0.000545235
400 0.028210087 0.000470779 0.023354734 0.000387965 0.034551869 0.000579474
405 0.024998534 0.000398852 0.020697564 0.000329803 0.030616093 0.000489147
410 0.024205067 0.000389394 0.020030076 0.000321851 0.029661310 0.000477765
415 0.023137662 0.000430932 0.019138733 0.000355862 0.028365446 0.000529180
420 0.021588087 0.000384657 0.017852917 0.000317150 0.026472801 0.000473215
425 0.020440932 0.000389331 0.016898209 0.000320955 0.025075072 0.000479031
430 0.019338357 0.000371757 0.015982322 0.000306475 0.023730390 0.000457417
435 0.018111070 0.000347587 0.014965171 0.000287074 0.022228764 0.000426834
440 0.016834114 0.000338340 0.013905353 0.000279486 0.020668331 0.000415367
445 0.016374628 0.000331540 0.013520914 0.000273650 0.020111909 0.000407353
450 0.015428812 0.000346086 0.012733958 0.000285278 0.018959864 0.000425848
455 0.014301195 0.000315930 0.011806647 0.000260532 0.017568822 0.000388560
460 0.014093947 0.000367839 0.011621561 0.000302503 0.017336270 0.000453720
465 0.012863232 0.000280668 0.010608272 0.000231403 0.015820182 0.000345274
470 0.012236154 0.000316507 0.010086622 0.000260315 0.015056018 0.000390349
475 0.011411803 0.000274030 0.0094054138 0.000225595 0.014044888 0.000337648
480 0.010696973 0.000287316 0.0088114467 0.000236359 0.013172629 0.000354282
485 0.010519969 0.000266500 0.0086641746 0.000219188 0.012957067 0.000328703
490 0.0098978293 0.000249612 0.0081509963 0.000205480 0.012192206 0.000307598
495 0.0092834057 0.000249476 0.0076447785 0.000205410 0.011435175 0.000307326
500 0.0088052266 0.000245405 0.0072473679 0.000201821 0.010852176 0.000302705
505 0.0090019894 0.000271562 0.0074042823 0.000223061 0.011102688 0.000335403
510 0.0082574035 0.000250819 0.0067908011 0.000206030 0.010185927 0.000309763
515 0.0076616789 0.000234803 0.0063009267 0.000193120 0.0094508763 0.000289583
520 0.0074671431 0.000260023 0.0061407822 0.000213384 0.0092112577 0.000321469
525 0.0067847558 0.000217198 0.0055764776 0.000178621 0.0083745990 0.000267919
530 0.0061998173 0.000197848 0.0050945488 0.000162580 0.0076544431 0.000244252
535 0.0062836901 0.000229108 0.0051585877 0.000187848 0.0077658462 0.000283518
540 0.0059026331 0.000212274 0.0048476845 0.000174067 0.0072916622 0.000262639
545 0.0055521103 0.000178226 0.0045601874 0.000146490 0.0068581153 0.000219962
550 0.0055270479 0.000189334 0.0045367171 0.000155331 0.0068316665 0.000234135
555 0.0048490086 0.000168598 0.0039772418 0.000138349 0.0059985160 0.000208449
560 0.0045141442 0.000151873 0.0037022305 0.000124600 0.0055847994 0.000187815
565 0.0045819902 0.000164749 0.0037568780 0.000135094 0.0056701955 0.000203839
570 0.0043459542 0.000177911 0.0035613522 0.000145694 0.0053812494 0.000220440
575 0.0043436143 0.000168049 0.0035610195 0.000137646 0.0053758228 0.000208180
580 0.0040159899 0.000161442 0.0032908325 0.000132206 0.0049728866 0.000200035
585 0.0038337832 0.000154399 0.0031418441 0.000126439 0.0047467749 0.000191297
590 0.0032756058 0.000119118 0.0026830634 9.76166e-05 0.0040579005 0.000147488
595 0.0036139040 0.000159751 0.0029582038 0.000130807 0.0044800535 0.000197960
600 0.0035741472 0.000158748 0.0029256209 0.000129673 0.0044307762 0.000197224
605 0.0031834636 0.000135164 0.0026066285 0.000110750 0.0039453129 0.000167371
610 0.0032175130 0.000159452 0.0026324008 0.000130495 0.0039907829 0.000197691
615 0.0030970995 0.000146977 0.0025333004 0.000120129 0.0038423915 0.000182479
620 0.0027097385 0.000111166 0.0022157969 9.08858e-05 0.0033629980 0.000137986
625 0.0026610556 0.000115333 0.0021756865 9.42969e-05 0.0033029341 0.000143142
