# left-edge scale-central central-error scale-min min-error scale-max max-error
630 0.0027208245 0.000125046 0.0022230952 0.000102126 0.0033794177 0.000155386
635 0.0024850964 0.000130596 0.0020311066 0.000106887 0.0030857289 0.000161907
640 0.0024436888 0.000122440 0.0019965141 0.000100015 0.0030353927 0.000152111
645 0.0021676699 0.000115207 0.0017699166 9.40262e-05 0.0026943887 0.000143258
650 0.0023777598 0.000130229 0.0019405511 0.000106247 0.0029569314 0.000161998
655 0.0023171193 0.000124040 0.0018902981 0.000101017 0.0028826977 0.000154584
660 0.0020630125 0.000123296 0.0016833657 0.000100542 0.0025659952 0.000153446
665 0.0019559030 0.000110529 0.0015958746 9.02436e-05 0.0024329302 0.000137381
670 0.0017952593 0.000114192 0.0014640291 9.31401e-05 0.0022343747 0.000142086
675 0.0018457560 0.000117499 0.0015058191 9.60053e-05 0.0022961934 0.000145921
680 0.0018362782 0.000116367 0.0014979620 9.49316e-05 0.0022845789 0.000144764
685 0.0017835612 0.000111764 0.0014551754 9.13998e-05 0.0022186721 0.000138677
690 0.0013982379 8.13314e-05 0.0011390337 6.62394e-05 0.0017422218 0.000101368
695 0.0013674272 8.51816e-05 0.0011141889 6.95212e-05 0.0017033800 0.000105920
700 0.0014742522 0.000104428 0.0012007528 8.52457e-05 0.0018372012 0.000129823
705 0.0014004566 0.000157411 0.0011416242 0.000128988 0.0017436607 0.000194901
710 0.0013221182 9.14132e-05 0.0010766365 7.45384e-05 0.0016479400 0.000113777
715 0.0012123548 0.000101469 0.00098773180 8.28794e-05 0.0015103626 0.000126063
720 0.0011041942 8.32344e-05 0.00089910589 6.79580e-05 0.0013764617 0.000103459
725 0.0010792424 0.000112376 0.00087863188 9.15264e-05 0.0013455857 0.000140037
730 0.0011228935 8.57944e-05 0.00091353331 6.99246e-05 0.0014010426 0.000106839
735 0.0010067949 8.26314e-05 0.00081795524 6.72913e-05 0.0012580171 0.000102988
740 0.0011435023 9.80425e-05 0.00093057002 8.00447e-05 0.0014262743 0.000121866
745 0.00081329339 6.67150e-05 0.00066123616 5.43922e-05 0.0010154344 8.30553e-05
750 0.0011850387 0.000113163 0.00096237201 9.20191e-05 0.0014813222 0.000141259
755 0.00088564932 7.46469e-05 0.00071996086 6.08711e-05 0.0011058819 9.29010e-05
760 0.00081852187 6.94747e-05 0.00066443508 5.65699e-05 0.0010236460 8.65994e-05
765 0.00098691188 8.49073e-05 0.00080191022 6.91684e-05 0.0012328959 0.000105779
770 0.00089350314 9.39916e-05 0.00072593255 7.66410e-05 0.0011163693 0.000116979
775 0.00076861823 6.87841e-05 0.00062396237 5.60125e-05 0.00096115331 8.57306e-05
780 0.00076691963 8.12286e-05 0.00062264884 6.61052e-05 0.00095890635 0.000101304
785 0.00072147203 6.68464e-05 0.00058561428 5.44787e-05 0.00090230014 8.32429e-05
790 0.00070918572 5.98517e-05 0.00057492265 4.86878e-05 0.00088812167 7.46827e-05
795 0.00065699985 5.37312e-05 0.00053283998 4.37092e-05 0.00082240238 6.70451e-05
800 0.00065253219 5.82365e-05 0.00052924154 4.73860e-05 0.00081675711 7.26440e-05
805 0.00061951978 5.50886e-05 0.00050239521 4.48318e-05 0.00077555375 6.87063e-05
810 0.00054788569 5.45637e-05 0.00044396509 4.43265e-05 0.00068640785 6.81730e-05
815 0.00063406159 6.33215e-05 0.00051462762 5.14940e-05 0.00079300320 7.90285e-05
820 0.00055822310 5.65204e-05 0.00045248611 4.59330e-05 0.00069909712 7.05870e-05
825 0.00052552367 4.69451e-05 0.00042569958 3.81229e-05 0.00065860554 5.86766e-05
830 0.00045475581 4.39421e-05 0.00036795778 3.56582e-05 0.00057063827 5.49695e-05
835 0.00055628781 4.88624e-05 0.00045045363 3.97012e-05 0.00069744366 6.10432e-05
840 0.00046051789 4.50906e-05 0.00037280424 3.65755e-05 0.00057755147 5.64283e-05
845 0.00054619946 5.16342e-05 0.00044253451 4.19323e-05 0.00068436705 6.45335e-05
850 0.00047748752 4.35479e-05 0.00038666904 3.53747e-05 0.00059859537 5.44148e-05
855 0.00049177319 4.65725e-05 0.00039817011 3.77957e-05 0.00061660211 5.82491e-05
860 0.00041722610 4.09221e-05 0.00033777558 3.31953e-05 0.00052320177 5.12079e-05
865 0.00032201977 3.23692e-05 0.00026049021 2.62551e-05 0.00040414673 4.05088e-05
870 0.00038400267 3.53110e-05 0.00031044882 2.86332e-05 0.00048221451 4.42007e-05
875 0.00034329897 2.98841e-05 0.00027698030 2.41593e-05 0.00043205373 3.75319e-05
880 0.00039289065 3.52288e-05 0.00031751624 2.85552e-05 0.00049359027 4.41201e-05
885 0.00028864444 3.09162e-05 0.00023332218 2.50696e-05 0.00036252288 3.86986e-05
890 0.00030267742 3.01405e-05 0.00024473236 2.44543e-05 0.00038005393 3.77073e-05
895 0.00033001852 3.18604e-05 0.00026655159 2.57817e-05 0.00041485147 3.99694e-05
900 0.00032300991 3.66605e-05 0.00026115669 2.97271e-05 0.00040556683 4.58871e-05
905 0.00034151046 3.33127e-05 0.00027574003 2.69581e-05 0.00042943937 4.17878e-05
910 0.00028398829 3.16892e-05 0.00022900510 2.56172e-05 0.00035758429 3.97956e-05
915 0.00025871713 2.73272e-05 0.00020866474 2.21107e-05 0.00032569955 3.42850e-05
920 0.00030544917 3.36193e-05 0.00024635139 2.71687e-05 0.00038453926 4.22367e-05
925 0.00027388016 2.67761e-05 0.00022089695 2.16435e-05 0.00034477696 3.36294e-05
930 0.00022455821 2.28740e-05 0.00018117854 1.84768e-05 0.00028258362 2.87490e-05
935 0.00029080128 3.09481e-05 0.00023445249 2.50022e-05 0.00036621567 3.88882e-05
940 0.00023588346 2.72077e-05 0.00018988295 2.19106e-05 0.00029756159 3.43101e-05
945 0.00020712346 2.10279e-05 0.00016679325 1.69736e-05 0.00026118043 2.64492e-05
950 0.00022903529 2.44582e-05 0.00018459215 1.97530e-05 0.00028854165 3.07445e-05
955 0.00016161516 1.69726e-05 0.00013021862 1.36998e-05 0.00020367127 2.13488e-05
960 0.00017382664 1.81399e-05 0.00013998803 1.46533e-05 0.00021916970 2.27973e-05
965 0.00021293532 2.04176e-05 0.00017150005 1.64833e-05 0.00026845536 2.56762e-05
970 0.00023611356 2.57422e-05 0.00019011102 2.06858e-05 0.00029777562 3.25395e-05
975 0.00016647582 1.77730e-05 0.00013400226 1.43418e-05 0.00021000831 2.23606e-05
980 0.00018536247 2.25158e-05 0.00014911745 1.81552e-05 0.00023398387 2.83535e-05
985 0.00016077350 1.74452e-05 0.00012930773 1.40482e-05 0.00020298995 2.19972e-05
990 0.00015138984 1.56390e-05 0.00012167771 1.25958e-05 0.00019127352 1.97151e-05
995 0.00016077000 1.59870e-05 0.00012931648 1.28762e-05 0.00020295959 2.01543e-05
