# left-edge scale-central central-error scale-min min-error scale-max max-error
0 32.145174 0.0205706 26.441554 0.0169003 39.979455 0.0256245
5 97.284093 0.0361834 80.044361 0.0297389 120.95119 0.0450524
10 165.49996 0.0475414 136.21191 0.0390920 205.68352 0.0591606
15 238.51542 0.0570241 196.33414 0.0469073 296.36917 0.0709261
20 317.76831 0.0649751 261.53644 0.0534527 394.90347 0.0808041
25 401.82591 0.0710158 330.57464 0.0584129 499.63030 0.0883320
30 478.48613 0.0741338 393.37474 0.0609560 595.44923 0.0922494
35 488.34659 0.0719300 401.31970 0.0591374 608.02688 0.0895189
40 348.40930 0.0600165 286.62805 0.0494219 433.21199 0.0745430
45 194.55557 0.0453600 160.46850 0.0374621 241.13316 0.0561333
50 110.87861 0.0347958 91.709411 0.0288187 136.94302 0.0429086
55 67.819664 0.0274676 56.237701 0.0228062 83.497362 0.0337669
60 44.093040 0.0222371 36.644956 0.0185036 54.135441 0.0272632
65 30.020625 0.0183823 24.999828 0.0153270 36.766476 0.0224808
70 21.171294 0.0153916 17.661868 0.0128561 25.871822 0.0187825
75 15.464696 0.0131657 12.922353 0.0110156 18.860170 0.0160326
80 11.495700 0.0112824 9.6200009 0.00945263 13.994384 0.0137162
85 8.7610579 0.00986750 7.3415950 0.00827984 10.647474 0.0119738
90 6.7993682 0.00871513 5.7048046 0.00732185 8.2508570 0.0105595
95 5.3491414 0.00774214 4.4933563 0.00651344 6.4816491 0.00936487
100 4.2705874 0.00697410 3.5912385 0.00587482 5.1679129 0.00842274
105 3.4508336 0.00628354 2.9049073 0.00529803 4.1706264 0.00758005
110 2.8033025 0.00565940 2.3620108 0.00477543 3.3841960 0.00682069
115 2.3143662 0.00518782 1.9518094 0.00438132 2.7908677 0.00624569
120 1.9115613 0.00471543 1.6134348 0.00398600 2.3028233 0.00567076
125 1.6026615 0.00440680 1.3538792 0.00372803 1.9286753 0.00529454
130 1.3415555 0.00402996 1.1341231 0.00341061 1.6130407 0.00483932
135 1.1479770 0.00388689 0.97121929 0.00329359 1.3790099 0.00466064
140 0.97092625 0.00345160 0.82198623 0.00292517 1.1653715 0.00413793
145 0.83230325 0.00327540 0.70511100 0.00277796 0.99816093 0.00392307
150 0.71713926 0.00314047 0.60714478 0.00265881 0.85937139 0.00375733
155 0.62231848 0.00296299 0.52640108 0.00250592 0.74519913 0.00354236
160 0.53545461 0.00263898 0.45258619 0.00223101 0.64131033 0.00316059
165 0.47159096 0.00263592 0.39828073 0.00222571 0.56533294 0.00316117
170 0.41425628 0.00261246 0.34956343 0.00220371 0.49706491 0.00313673
175 0.36220377 0.00236948 0.30539564 0.00199787 0.43499148 0.00284622
180 0.32110420 0.00230930 0.27055557 0.00194852 0.38592492 0.00277162
185 0.28139647 0.00218720 0.23695998 0.00184657 0.33842129 0.00262357
190 0.25114331 0.00237764 0.21128838 0.00199930 0.30234523 0.00286447
195 0.22092330 0.00188804 0.18577603 0.00159140 0.26610090 0.00226867
200 0.19774781 0.00184876 0.16616536 0.00155527 0.23837878 0.00222622
205 0.17889275 0.00177697 0.15023897 0.00149421 0.21577897 0.00214075
210 0.15645299 0.00156402 0.13127033 0.00131341 0.18890501 0.00188704
215 0.14418126 0.00176542 0.12091885 0.00148353 0.17417322 0.00212827
220 0.12938051 0.00156880 0.10844733 0.00131787 0.15638587 0.00189184
225 0.11816376 0.00192497 0.098966595 0.00161938 0.14295351 0.00231788
230 0.10298345 0.00171462 0.086217609 0.00143741 0.12464269 0.00207226
235 0.094642789 0.00151912 0.079222377 0.00128058 0.11456833 0.00182529
240 0.088177275 0.00143469 0.073739203 0.00120379 0.10685232 0.00173241
245 0.077768868 0.00137967 0.065012963 0.00115875 0.094273697 0.00166425
250 0.070700161 0.00110515 0.059046609 0.000924469 0.085794499 0.00133915
255 0.062847587 0.00102402 0.052468244 0.000857433 0.076296246 0.00123942
260 0.059706638 0.00110004 0.049821318 0.000919220 0.072523875 0.00133477
265 0.057026892 0.00148528 0.047550890 0.00123980 0.069318790 0.00180336
270 0.048316175 0.00113881 0.040287702 0.000951947 0.058730265 0.00138065
275 0.046806014 0.00134873 0.039005200 0.00112592 0.056931026 0.00163753
280 0.040616614 0.000820007 0.033812839 0.000681620 0.049457264 0.00100023
285 0.038451449 0.00102862 0.032003989 0.000859602 0.046830325 0.00124740
290 0.034130752 0.000720123 0.028395064 0.000598966 0.041587741 0.000877742
295 0.032983652 0.00133803 0.027424105 0.00111520 0.040215555 0.00162706
300 0.028895120 0.000655834 0.024029593 0.000547231 0.035223744 0.000796734
305 0.026407794 0.000662300 0.021940594 0.000551460 0.032222859 0.000806279
310 0.026228034 0.00122991 0.021799246 0.00103155 0.031990871 0.00148552
315 0.024149923 0.00115130 0.020031511 0.000943963 0.029519973 0.00142532
320 0.021951301 0.00111555 0.018204055 0.000918535 0.026837955 0.00137407
325 0.019279856 0.000537160 0.015994229 0.000446095 0.023562986 0.000655706
330 0.019870678 0.00150617 0.016477210 0.00124654 0.024295382 0.00184450
335 0.017789193 0.000558370 0.014733849 0.000459871 0.021779593 0.000688095
340 0.017526879 0.00132794 0.014528782 0.00110798 0.021437826 0.00161269
345 0.015092282 0.000709561 0.012501577 0.000588927 0.018475196 0.000866806
350 0.013867793 0.000443184 0.011477641 0.000366222 0.016992161 0.000544310
355 0.013115073 0.000588824 0.010834417 0.000480699 0.016101640 0.000732592
360 0.011770680 0.000476784 0.0097347738 0.000394271 0.014434041 0.000585004
365 0.011779025 0.000552754 0.0097316361 0.000452741 0.014460688 0.000685949
370 0.010878706 0.000699203 0.0089912394 0.000580459 0.013348275 0.000853792
375 0.0096561375 0.000585056 0.0079809666 0.000486065 0.011848325 0.000713955
380 0.0092302522 0.000903170 0.0076246354 0.000749366 0.011332027 0.00110316
385 0.0081014016 0.000357401 0.0066938125 0.000296928 0.0099435458 0.000436084
390 0.0077093729 0.000425255 0.0063591968 0.000351023 0.0094799817 0.000522466
395 0.0084654920 0.00115244 0.0069878505 0.000948120 0.010401245 0.00142085
400 0.0069348181 0.000439930 0.0057170803 0.000363139 0.0085324954 0.000540500
405 0.0063165797 0.000298497 0.0052088249 0.000247893 0.0077696635 0.000364577
410 0.0065591773 0.000503123 0.0054132851 0.000419515 0.0080606402 0.000611520
415 0.0054486831 0.000254326 0.0044895483 0.000209580 0.0067076156 0.000313096
420 0.0050338669 0.000237918 0.0041464189 0.000195819 0.0061992712 0.000293247
425 0.0047228269 0.000190506 0.0038863734 0.000156634 0.0058221036 0.000235032
430 0.0051977724 0.000421999 0.0042710124 0.000345350 0.0064188293 0.000524011
435 0.0043753527 0.000508246 0.0036041961 0.000422457 0.0053876724 0.000619621
440 0.0058971430 0.00206510 0.0048651846 0.00171435 0.0072493566 0.00252125
445 0.0034954336 0.000134042 0.0028752251 0.000110368 0.0043108554 0.000165130
450 0.0074387662 0.00200571 0.0061386573 0.00166306 0.0091421531 0.00245240
455 0.0034688517 0.000233710 0.0028507850 0.000193048 0.0042821304 0.000286893
460 0.0031039077 0.000167215 0.0025477234 0.000136487 0.0038365436 0.000207916
465 0.0033779517 0.000413821 0.0027760307 0.000342140 0.0041698482 0.000507338
470 0.0026583974 0.000122932 0.0021861903 0.000101323 0.0032794441 0.000151280
475 0.0022969182 0.000123227 0.0018861046 0.000101217 0.0028379557 0.000152196
480 0.0037380146 0.00114781 0.0030772028 0.000954159 0.0046057585 0.00139909
485 0.0029413722 0.000650594 0.0024178401 0.000540215 0.0036298114 0.000793977
490 0.0023052147 0.000161428 0.0018902165 0.000132673 0.0028524765 0.000199200
495 0.0024189605 0.000240807 0.0019827403 0.000195681 0.0029943824 0.000300829
