qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.CS.32.CA.QCD)     

independent    0.5            1              1962.7873       +- 0.58589045     
independent    1              1              1429.2383       +- 0.42511799     
independent    2              1              1074.9234       +- 0.31907869     
