# left-edge scale-central central-error scale-min min-error scale-max max-error
800 3.9669105 0.147918 3.2160002 0.105499 4.9338784 0.213489
810 4.0741808 0.0778427 3.2619505 0.0548015 5.1431564 0.113402
820 3.6608805 0.200643 2.9644832 0.143189 4.5598513 0.289064
830 3.7098036 0.0738824 2.9826331 0.0525446 4.6617490 0.107450
840 3.7203545 0.0944245 2.9683312 0.0672935 4.7218477 0.136682
850 3.5721221 0.0757734 2.8540035 0.0538431 4.5251432 0.110258
860 3.2796964 0.0767661 2.6344327 0.0545685 4.1251001 0.111649
870 3.1612822 0.0969203 2.5308409 0.0682020 3.9972773 0.140029
880 3.0111214 0.0735127 2.4207327 0.0521121 3.7830781 0.107667
890 2.7859206 0.258219 2.2416922 0.184934 3.4961809 0.370428
900 2.8554497 0.0678346 2.2860947 0.0483023 3.6061647 0.0983678
910 2.7860905 0.0619449 2.2242290 0.0443116 3.5341343 0.0904020
920 2.7462565 0.0771142 2.1880551 0.0547590 3.4892250 0.112082
930 2.6065725 0.0612608 2.0776958 0.0434813 3.3095088 0.0892462
940 2.5157272 0.0601129 2.0063237 0.0427113 3.1918611 0.0875136
950 2.4333979 0.0586229 1.9368023 0.0415223 3.0955427 0.0856573
960 2.2424245 0.0677576 1.8004450 0.0482336 2.8214716 0.0989725
970 2.2901741 0.0572223 1.8183173 0.0406064 2.9217605 0.0833442
980 2.1574958 0.0554403 1.7236287 0.0395439 2.7308758 0.0804558
990 2.1264824 0.0602362 1.6945200 0.0425715 2.7006140 0.0882149
