# left-edge scale-central central-error scale-min min-error scale-max max-error
100 758.75440 1.42399 659.77760 0.979210 877.48930 2.20349
110 681.02717 1.27428 594.81881 0.882492 783.43083 1.95575
120 551.39513 0.916160 481.83324 0.640025 634.29307 1.40237
130 440.67749 0.823199 385.18364 0.578006 506.79270 1.25083
140 357.87829 0.677829 312.15959 0.481096 412.82264 1.02149
150 295.62080 0.650993 257.28016 0.459612 342.00723 0.979794
160 249.43543 0.590711 216.35515 0.419595 289.83569 0.890273
170 211.67545 0.609713 183.31580 0.426074 246.36895 0.923944
180 183.78557 0.574668 158.68824 0.404773 214.68147 0.863814
190 161.67653 0.581327 138.99021 0.407512 189.93952 0.874735
200 141.97837 0.494656 121.90368 0.345600 166.97030 0.748111
210 125.65969 0.407703 107.77840 0.290056 147.89672 0.605061
220 113.27959 0.440258 96.809464 0.311621 133.92902 0.654030
230 102.11597 0.408040 87.154183 0.288300 120.87467 0.607234
240 91.450725 0.376512 78.050987 0.267583 108.19891 0.556333
250 83.350028 0.392217 70.940628 0.277290 98.954272 0.581838
260 76.567234 0.432632 65.018583 0.306454 91.148121 0.637800
270 70.763290 0.342165 59.943287 0.244128 84.490889 0.502366
280 64.476764 0.335275 54.585304 0.239428 77.020079 0.491191
290 59.487083 0.317513 50.314630 0.227007 71.112840 0.464076
300 56.297202 0.333986 47.402302 0.238591 67.701209 0.488136
310 50.825584 0.262931 42.895393 0.196501 60.893297 0.380719
320 47.880177 0.316940 40.294543 0.225969 57.581394 0.463381
330 44.105600 0.302877 37.169660 0.221092 52.941611 0.440588
340 41.493605 0.262621 34.895871 0.189408 49.910535 0.381200
350 38.984833 0.348296 32.674875 0.248773 47.032448 0.505807
360 36.350692 0.244879 30.401592 0.174637 43.912501 0.359044
370 34.164247 0.260557 28.549191 0.187749 41.289485 0.374689
380 32.090071 0.211931 26.749434 0.152650 38.891222 0.305664
390 29.764618 0.226318 24.845148 0.162204 35.987007 0.327501
400 28.007066 0.332200 23.317468 0.238750 33.964165 0.477063
410 26.540743 0.193635 22.037050 0.139146 32.288061 0.279696
420 25.256873 0.265523 20.940144 0.191387 30.775902 0.380518
430 23.494694 0.270562 19.486412 0.194538 28.604508 0.388497
440 21.513301 0.416846 17.889386 0.299301 26.084743 0.598076
450 21.032111 0.211327 17.369757 0.151597 25.725364 0.304810
460 19.928901 0.166654 16.455743 0.119685 24.375429 0.240866
470 18.384594 0.401039 15.208772 0.289235 22.422771 0.572218
480 17.922914 0.154302 14.761257 0.110269 21.978049 0.224372
490 17.126105 0.242675 14.077952 0.174305 21.045179 0.348729
500 16.156756 0.160114 13.275731 0.114496 19.862499 0.232055
510 15.271746 0.147806 12.544651 0.106026 18.777100 0.213585
520 14.270268 0.235780 11.729659 0.168320 17.526953 0.340970
530 13.839880 0.139125 11.336115 0.101367 17.079747 0.201851
540 13.071428 0.146814 10.698333 0.104365 16.136093 0.214270
550 12.680934 0.151254 10.352882 0.108144 15.700571 0.219067
560 12.084567 0.138173 9.8563593 0.0977253 14.984488 0.206565
570 11.610481 0.176062 9.4601823 0.126208 14.407862 0.253511
580 10.742817 0.148571 8.7628284 0.106475 13.305363 0.214283
590 10.252466 0.132777 8.3494509 0.0945967 12.722290 0.192989
600 10.001554 0.122544 8.1271811 0.0871025 12.445990 0.178777
610 9.5259418 0.126620 7.7458553 0.0889377 11.844458 0.187547
620 8.9686205 0.128645 7.3044668 0.0908716 11.119375 0.189305
630 8.7230477 0.149341 7.0679993 0.105784 10.886681 0.217726
640 8.2238917 0.133374 6.6709861 0.0947474 10.260442 0.196164
650 7.6277650 0.213947 6.2168523 0.153728 9.4445325 0.306566
660 7.5564631 0.100513 6.1194996 0.0714627 9.4337277 0.146516
670 7.3028328 0.158411 5.9044843 0.113793 9.1331800 0.228792
680 7.0325926 0.206614 5.6862098 0.148372 8.7948045 0.296109
690 6.6290481 0.0954143 5.3536556 0.0676876 8.2988771 0.139457
700 6.2413785 0.0988586 5.0510890 0.0705468 7.7926561 0.143379
710 6.0273315 0.100597 4.8725401 0.0715919 7.5332959 0.146179
720 5.8814293 0.118881 4.7353422 0.0844505 7.3883160 0.172783
730 5.6450080 0.124724 4.5346772 0.0883367 7.1045230 0.180485
740 5.3227423 0.142445 4.3005203 0.0987833 6.6601817 0.213560
750 5.1652821 0.147830 4.1581131 0.102676 6.4892256 0.219918
760 5.1233479 0.0953485 4.1103064 0.0677028 6.4690145 0.139924
770 4.8168422 0.0910086 3.8703315 0.0647838 6.0630393 0.132139
780 4.4785092 0.0790019 3.6152253 0.0559539 5.6024152 0.115466
790 4.4416098 0.0851520 3.5640282 0.0607980 5.6027872 0.124997
