# left-edge scale-central central-error scale-min min-error scale-max max-error
-5 13.796388 0.753897 11.445831 0.531989 17.129939 0.991159
-4.9 36.729896 1.04635 30.373126 0.771502 44.717798 1.60411
-4.8 85.128454 1.80860 71.306629 1.27570 102.73666 2.74807
-4.7 180.05511 3.04711 151.29088 2.14013 216.37566 4.63772
-4.6 343.57317 4.10093 288.21662 2.89558 414.89872 6.18740
-4.5 569.37799 6.50534 479.88630 4.46446 684.95081 10.1274
-4.4 878.62456 8.74888 742.43296 6.14241 1053.6959 13.2067
-4.3 1279.5071 9.15041 1085.3098 6.43594 1526.1282 13.8769
-4.2 1730.1561 10.6048 1472.3508 7.43517 2054.6390 16.1313
-4.1 2285.7536 12.4423 1940.9918 8.66483 2723.4329 19.0457
-4 2840.9179 13.1781 2416.4554 10.5241 3371.5816 19.4546
-3.9 3469.8815 30.8183 2949.4399 20.8080 4130.1237 48.1502
-3.8 4007.7574 19.4309 3422.0739 13.5137 4739.8016 29.6725
-3.7 4577.9257 17.7187 3911.6441 12.4250 5409.4024 26.9702
-3.6 5137.2792 21.3177 4390.7086 14.7954 6069.9041 32.6463
-3.5 5661.4633 19.8529 4840.1303 13.9215 6686.7787 30.1815
-3.4 6159.4584 23.1877 5266.6860 16.2068 7275.0643 35.2553
-3.3 6576.8614 24.2224 5633.6401 17.0192 7749.0651 36.6045
-3.2 7018.4539 24.3149 6002.5235 17.0809 8289.5204 36.8589
-3.1 7340.6286 20.4241 6287.2788 14.4574 8652.5598 30.8069
-3 7646.0989 28.2987 6549.5288 19.4917 9013.0309 43.6175
-2.9 7880.4448 24.8912 6759.4649 17.3625 9270.7255 37.9702
-2.8 8032.7190 25.4633 6897.6953 18.0846 9436.4117 38.0581
-2.7 8219.2036 22.9519 7063.9367 16.2636 9643.8347 34.5080
-2.6 8318.4797 25.6179 7156.1121 18.3753 9749.1991 37.7483
-2.5 8470.0788 24.6597 7283.7846 17.3817 9933.7810 37.1415
-2.4 8543.0910 24.2832 7352.3718 16.9600 10010.423 37.0493
-2.3 8623.1487 23.4534 7423.6680 16.6478 10099.850 35.2287
-2.2 8683.3173 23.8837 7476.4328 16.8763 10169.487 35.9581
-2.1 8709.5231 31.8808 7507.4612 22.2508 10185.011 48.3028
-2 8687.2738 25.8709 7499.5496 18.3646 10136.859 38.6952
-1.9 8665.1190 31.7507 7489.1007 21.8128 10095.819 49.1514
-1.8 8770.1765 31.5679 7562.2076 21.8905 10256.299 48.3082
-1.7 8745.4011 32.4701 7550.2016 23.1380 10208.655 48.1631
-1.6 8733.0633 31.3243 7539.2123 22.1501 10197.144 46.8186
-1.5 8704.3479 28.0560 7524.2581 19.8614 10144.721 41.8768
-1.4 8685.0919 26.4027 7508.3527 18.7210 10123.164 39.4767
-1.3 8618.3194 28.8295 7459.0869 20.4938 10030.027 42.9058
-1.2 8652.1972 29.3449 7484.4505 20.6890 10078.207 44.1794
-1.1 8624.0466 32.4716 7466.6066 22.9717 10032.839 48.4186
-1 8646.9282 27.3398 7480.7282 19.1558 10072.319 41.6121
-0.9 8654.3856 29.2033 7485.3297 20.6421 10083.325 43.7175
-0.8 8559.9188 24.6756 7417.4135 17.4946 9948.6063 37.0152
-0.7 8562.9888 25.9760 7417.1846 18.5419 9958.6224 38.6868
-0.6 8556.4905 33.5601 7419.4850 23.4969 9934.1152 50.6388
-0.5 8504.3943 28.4555 7373.9578 18.1545 9875.8128 43.1396
-0.4 8500.2951 31.1066 7373.0902 21.8035 9866.1490 46.9016
-0.3 8498.8015 26.0185 7370.7264 18.4126 9867.3664 39.0047
-0.2 8510.5619 25.8266 7378.3688 18.3858 9886.8432 38.4789
-0.1 8543.2253 32.7305 7399.5645 23.0072 9938.8382 49.1150
0 8521.3531 31.1426 7384.5320 21.9101 9905.5498 46.8796
0.1 8522.2026 28.3539 7385.9834 19.9377 9905.2636 42.7785
0.2 8506.9908 25.9556 7376.1000 18.3473 9880.4037 38.9778
0.3 8489.9921 30.2588 7366.1090 21.3124 9850.3010 45.4373
0.4 8505.0154 25.7613 7375.5447 18.2568 9875.4355 38.6489
0.5 8538.4543 31.4925 7406.9173 22.1156 9906.9463 47.4501
0.6 8566.0780 26.0789 7419.1504 18.6442 9963.6787 38.7791
0.7 8571.4646 29.7495 7425.6044 20.9666 9965.7417 44.8300
0.8 8661.0887 31.3532 7489.2763 21.8350 10095.161 47.6770
0.9 8632.6809 27.4969 7468.7990 17.2190 10051.330 41.7733
1 8618.3980 29.8844 7462.7053 21.2726 10024.496 44.2775
1.1 8644.9713 26.8275 7476.4034 21.0031 10066.259 39.6416
1.2 8606.8272 29.3875 7451.1228 20.9086 10012.811 43.6123
1.3 8694.3292 26.4600 7514.8512 18.7552 10136.869 39.5944
1.4 8701.9396 30.2150 7522.9133 21.2464 10140.303 45.4189
1.5 8722.0473 28.5844 7532.0025 20.3574 10179.592 42.3806
1.6 8728.5355 29.6554 7539.1596 21.4275 10181.627 43.3009
1.7 8773.5001 31.9518 7564.4195 22.1173 10261.503 48.9840
1.8 8676.6369 27.9136 7496.8040 19.4991 10114.253 42.4312
1.9 8691.8718 26.2653 7502.5612 18.7152 10144.081 39.1560
2 8708.8958 31.3491 7506.9560 21.8565 10184.167 47.5574
2.1 8674.4493 24.1994 7470.4574 17.0911 10155.712 36.4415
2.2 8623.6903 23.4752 7424.3749 16.6998 10099.951 35.1923
2.3 8541.6818 23.8550 7351.6273 16.7858 10007.718 36.1208
2.4 8472.2450 24.6132 7285.2637 17.3632 9937.1184 37.0335
2.5 8318.6199 25.9936 7156.0347 18.6501 9749.7645 38.3026
2.6 8218.9494 23.0094 7063.7005 16.3055 9643.5786 34.5967
2.7 8034.9669 25.1585 6899.0731 17.8638 9440.1977 37.6222
2.8 7883.4293 25.3324 6761.3941 17.6446 9275.5705 38.6813
2.9 7646.0074 28.9019 6549.5217 19.8740 9012.7749 44.6117
3 7349.1036 21.0133 6293.1719 14.7936 8665.2627 31.8882
3.1 7026.0274 27.0887 6008.4303 19.0304 8293.7600 37.2957
3.2 6570.3907 21.9887 5628.8664 15.6175 7740.0792 32.9004
3.3 6160.3548 23.4401 5267.2561 16.3801 7276.5365 35.6219
3.4 5667.9169 19.8925 4844.6012 13.9552 6696.4782 30.2012
3.5 5141.1446 22.1113 4393.4856 15.2850 6075.4719 33.9711
3.6 4579.8517 17.8317 3913.0901 12.4656 5412.0151 27.2413
3.7 4008.1817 19.5274 3422.3801 13.5806 4740.4216 29.8191
3.8 3473.8854 30.8399 2952.0819 20.8234 4136.5032 48.1814
3.9 2836.1585 15.2127 2415.8106 10.8493 3371.8811 20.1047
4 2286.8461 12.1680 1941.6458 8.50045 2725.3438 18.5853
4.1 1728.4338 10.5594 1471.1443 7.41164 2052.0826 16.0440
4.2 1280.3565 8.82773 1085.9002 6.42681 1527.4054 13.4611
4.3 879.03366 8.78167 742.66204 6.16773 1054.4566 13.2467
4.4 568.72247 6.52594 479.47026 4.47979 683.86479 10.1532
4.5 342.92552 4.11513 287.85707 2.90333 413.65758 6.21501
4.6 180.05504 3.05739 151.31563 2.14442 216.28889 4.66347
4.7 84.812716 1.84019 71.117778 1.29314 102.18487 2.80688
4.8 36.986041 1.04121 30.539475 0.768826 45.147679 1.59339
4.9 13.861644 0.771215 11.490179 0.541643 16.951702 1.15047
