# left-edge scale-central central-error scale-min min-error scale-max max-error
-1 9645.4404 27.0042 8333.6223 19.0858 11257.081 40.6007
-0.9 9650.1942 32.8611 8340.0224 22.6824 11258.316 50.4304
-0.8 9554.9226 26.0634 8268.0156 18.6253 11129.226 38.8444
-0.7 9559.6834 30.3250 8274.5798 21.1210 11145.545 50.4755
-0.6 9516.2806 28.2419 8244.2947 20.1134 11066.381 41.9678
-0.5 9540.0159 25.3040 8257.6998 18.0225 11108.076 37.9306
-0.4 9531.4521 27.7192 8254.3615 19.4683 11090.037 42.0316
-0.3 9495.8577 29.0737 8229.4224 20.4201 11031.666 40.0075
-0.2 9476.0425 32.3638 8207.8190 22.1289 11023.927 50.5018
-0.1 9495.3209 26.0794 8220.6284 20.5149 11049.399 38.9739
0 9480.5460 26.3115 8212.7257 18.7445 11027.191 39.4854
0.1 9471.9655 31.6006 8205.0631 21.7616 11017.590 48.9397
0.2 9504.2043 29.6033 8235.0855 20.7278 11050.088 44.9389
0.3 9517.4301 24.0464 8244.6937 17.1187 11068.726 36.0701
0.4 9542.9635 25.6129 8260.0651 18.2055 11111.875 38.5370
0.5 9508.5070 28.2700 8238.9974 20.1382 11054.302 42.0081
0.6 9560.9240 30.1804 8275.4171 21.0380 11146.684 50.2662
0.7 9558.4774 26.5071 8270.7585 18.9875 11134.052 39.3791
0.8 9646.8052 30.3095 8337.8668 21.2561 11252.787 45.8314
0.9 9648.2508 30.2764 8334.9077 21.0999 11262.684 46.1384
1 9627.2606 31.4413 8326.3654 22.2727 11217.994 47.0079
1.1 9623.2672 29.8362 8314.4044 21.1085 11233.644 48.0005
1.2 9598.5827 29.5983 8296.1052 20.9841 11184.011 40.5732
1.3 9647.9146 31.0177 8322.1810 21.5650 11282.375 47.4808
1.4 9618.6642 34.0465 8291.0523 23.6523 11258.298 51.9386
1.5 9540.1199 28.6163 8225.9648 20.1919 11159.103 47.6769
1.6 9501.0441 27.1439 8193.0981 19.2842 11109.791 40.5563
1.7 9395.7887 36.4292 8099.6380 24.9589 10989.956 56.2763
1.8 9354.3252 31.5849 8047.7439 22.0136 10972.742 48.1177
1.9 9238.0777 31.1903 7946.5234 22.0275 10837.304 46.7538
2 9060.9695 26.3400 7793.1477 18.4746 10628.901 39.9983
2.1 8853.3360 27.8915 7618.6825 19.5012 10375.112 42.3931
2.2 8695.1308 26.1336 7466.2706 18.4479 10221.162 39.4022
2.3 8425.5634 35.2759 7234.4875 24.8681 9902.6288 52.9054
2.4 8168.6122 24.7211 7007.6550 17.3134 9602.5188 40.6882
2.5 7885.5457 25.7226 6761.5067 17.9936 9284.2695 39.0995
2.6 7519.4952 26.2140 6444.8706 18.5646 8857.2830 39.2319
2.7 7147.5441 23.1485 6123.9979 16.3965 8420.7753 34.6022
2.8 6730.0815 20.8644 5767.1939 14.6982 7925.5353 31.5376
2.9 6371.5050 23.7797 5441.5504 16.5011 7539.8835 36.3901
3 5845.8708 30.6445 5001.3276 21.7236 6899.1950 45.3716
3.1 5401.2003 19.4172 4617.1218 13.5987 6379.6974 29.5029
3.2 4958.7415 17.2804 4233.9855 12.1069 5866.6891 26.3611
3.3 4516.4168 18.7043 3850.3099 13.2761 5353.8312 27.9116
3.4 4046.6666 23.6541 3448.9058 17.3107 4797.4008 33.7364
3.5 3603.7627 13.9513 3066.3677 9.95522 4282.2613 20.7731
3.6 3174.0026 15.5327 2698.2623 10.8231 3775.4897 23.7139
3.7 2726.1051 12.5920 2320.2747 8.80375 3236.6321 19.2032
3.8 2359.3504 11.0323 2004.1941 7.80708 2808.2703 16.5673
3.9 2007.1300 10.0923 1704.3498 7.08806 2390.4197 15.3564
4 1688.3615 9.25817 1433.7809 6.53555 2009.6890 13.9980
4.1 1431.7370 8.86417 1212.5342 6.62442 1712.3653 13.4601
4.2 1174.5754 7.88306 995.69935 5.59854 1401.3399 11.7648
4.3 969.76766 9.52988 821.65393 6.82300 1157.6012 13.9780
4.4 807.95906 7.99969 681.66356 5.72802 970.12367 11.7181
4.5 656.29251 5.51459 553.34367 3.86139 788.56324 8.41624
4.6 551.10297 24.7058 461.83448 16.5416 668.31648 38.7551
4.7 437.83109 7.98888 369.56369 5.67492 524.84549 11.7472
4.8 358.09736 4.04996 301.55805 2.86746 430.87838 6.10813
4.9 285.49919 4.02985 241.27315 2.86001 341.51599 6.02015
