# left-edge scale-central central-error scale-min min-error scale-max max-error
-5 285.11674 4.08471 241.01100 2.89347 340.92692 6.11506
-4.9 359.09815 4.02741 302.25260 2.85428 432.38409 6.06737
-4.8 436.84632 7.95980 368.89461 5.65470 523.33588 11.7038
-4.7 550.95650 24.7148 461.70636 16.5460 665.76001 38.9519
-4.6 654.81479 5.26473 552.34534 3.70829 786.27971 7.98231
-4.5 809.09416 9.18285 682.67240 6.60113 971.37687 13.4125
-4.4 971.50138 9.71340 822.84310 6.94184 1160.2406 14.2704
-4.3 1176.5668 7.76509 997.10678 5.52042 1404.2684 11.5800
-4.2 1429.9673 9.45044 1210.6365 6.58799 1709.4227 14.4172
-4.1 1688.4840 8.80561 1433.7118 6.26804 2010.2414 13.2365
-4 2007.1920 10.0414 1704.3931 7.05863 2390.5181 15.2617
-3.9 2358.9996 11.0914 2003.9377 7.84356 2807.7679 16.6599
-3.8 2725.6572 12.6221 2319.8085 8.86524 3233.2090 20.5538
-3.7 3177.7173 15.5614 2700.6085 10.8508 3781.6794 23.7280
-3.6 3603.1076 13.8702 3065.9323 9.88832 4281.2008 20.6821
-3.5 4046.0847 23.6329 3448.5837 17.2941 4796.3226 33.7087
-3.4 4510.3126 18.6699 3846.1487 13.2538 5344.4238 27.8654
-3.3 4959.4285 17.0365 4234.3938 11.9700 5867.8936 25.9051
-3.2 5399.7084 19.3107 4616.1306 13.5300 6377.3850 29.3405
-3.1 5838.6142 29.8914 4996.5932 21.2010 6887.5810 44.2516
-3 6374.2414 25.4396 5443.6070 17.5839 7543.4600 39.0363
-2.9 6726.5437 20.7856 5764.7080 14.6170 7920.3168 31.5101
-2.8 7152.4840 23.3194 6127.2491 16.5327 8428.6240 34.8021
-2.7 7516.7475 26.8989 6443.2880 18.9071 8861.6142 43.2020
-2.6 7882.0701 25.6559 6758.9304 17.9926 9279.3963 38.8852
-2.5 8154.0602 27.3111 6998.6589 18.8461 9587.1611 42.2248
-2.4 8426.1750 35.7888 7234.5732 25.3170 9904.1899 53.4842
-2.3 8708.2009 30.6464 7474.3426 21.0908 10243.354 47.4133
-2.2 8858.1583 27.7633 7622.1475 19.4541 10382.125 42.0837
-2.1 9060.4462 26.0783 7792.6340 18.2997 10628.377 39.5971
-2 9237.3124 31.1657 7945.8351 21.9098 10836.552 46.9792
-1.9 9360.7784 32.1413 8052.3259 22.3831 10982.363 48.9820
-1.8 9402.7727 30.3312 8104.4844 21.1018 11000.594 46.2194
-1.7 9499.2552 27.0702 8192.0241 19.2385 11106.678 40.4373
-1.6 9548.4898 28.7988 8231.4403 20.2839 11172.478 43.4291
-1.5 9625.8277 33.6138 8295.9516 23.2627 11269.180 51.5939
-1.4 9643.0147 30.9395 8319.1994 21.5649 11273.917 47.2199
-1.3 9593.4436 27.3907 8297.4049 21.0021 11186.423 40.6431
-1.2 9621.7050 29.7560 8313.4164 21.0716 11226.159 44.4572
-1.1 9633.6395 31.3623 8331.0352 22.3665 11227.104 46.5919
