# left-edge scale-central central-error scale-min min-error scale-max max-error
0 2632.4289 3.75806 2236.6162 2.62604 3136.7955 5.66837
5 3298.6394 3.24780 2822.5409 2.26436 3895.2859 4.96094
10 2140.4975 2.79856 1842.4034 1.95015 2508.8413 4.26254
15 1337.7395 2.34635 1156.9750 1.64557 1558.4045 3.55003
20 867.79423 1.57581 752.87647 1.11421 1006.9976 2.36680
25 583.39395 1.34774 507.95811 0.958131 673.68416 2.00932
30 410.61612 1.06344 357.94899 0.759175 473.47696 1.58271
35 297.28398 0.923536 259.42941 0.653634 342.32329 1.38424
40 221.18452 0.796720 193.19101 0.566987 254.38402 1.18409
45 166.88803 0.811083 146.04638 0.574567 191.37159 1.20542
50 130.14173 0.763959 113.79055 0.535143 149.44998 1.10838
55 103.63624 0.726511 90.486706 0.509182 119.32810 1.05661
60 81.121993 0.499616 71.189670 0.363147 92.830378 0.719569
65 65.299294 0.455788 57.196489 0.330066 74.839460 0.658770
70 54.002098 0.587273 47.179217 0.421994 62.059408 0.846933
75 44.087316 0.377831 38.530577 0.272644 50.610117 0.546541
80 36.399315 0.379246 31.766206 0.253438 41.728722 0.558111
85 30.831204 0.380067 26.920704 0.275700 35.366473 0.544670
90 26.206558 0.340539 22.880504 0.243841 30.022295 0.464030
95 22.164022 0.330887 19.332701 0.238172 25.425906 0.477897
100 18.715129 0.290651 16.371123 0.207918 21.360680 0.422352
105 16.069625 0.268257 14.012115 0.191827 18.411889 0.390010
110 13.920046 0.240425 12.137259 0.172139 15.938394 0.349690
115 11.835730 0.236173 10.362094 0.168486 13.498952 0.324619
120 10.491928 0.236898 9.1673584 0.167994 11.966039 0.347037
125 9.1731524 0.228647 7.9957049 0.162760 10.496694 0.333188
130 7.7302423 0.197701 6.7928636 0.141590 8.7493646 0.304534
135 6.9999389 0.189957 6.1056867 0.135006 7.9869482 0.273138
140 6.2425129 0.177835 5.4649861 0.126443 7.0830352 0.259751
145 5.6972859 0.178669 4.9584612 0.128121 6.5168999 0.258342
150 4.8696520 0.155585 4.2634379 0.110724 5.5154429 0.227172
155 4.2450300 0.163639 3.7218437 0.116307 4.7976694 0.238758
160 3.8366415 0.135149 3.3704029 0.0967004 4.3233965 0.196361
165 3.4164828 0.172962 3.0023583 0.123862 3.8425194 0.249611
170 3.2538867 0.142976 2.8317123 0.102089 3.7130242 0.207414
175 2.7053923 0.134566 2.3943647 0.0959090 3.0101515 0.195672
180 2.7500032 0.116824 2.3710373 0.0834938 3.1775617 0.169709
185 2.2317279 0.123805 1.9617286 0.0880260 2.4828569 0.189229
190 1.9510210 0.0957143 1.7146029 0.0680029 2.1890166 0.140120
195 1.9418571 0.0991163 1.6931637 0.0706182 2.2026840 0.144445
200 1.6743853 0.116422 1.4743402 0.0827414 1.8699906 0.169719
205 1.5470417 0.105014 1.3552093 0.0746055 1.7431801 0.153177
210 1.4784755 0.0900004 1.2817187 0.0641773 1.6920867 0.131100
215 1.2846073 0.110986 1.1321246 0.0790719 1.4312660 0.160945
220 1.2672770 0.102887 1.0970616 0.0732380 1.4509582 0.149439
225 1.0426675 0.104656 0.91433953 0.0739853 1.1730010 0.153214
230 0.94223922 0.0777500 0.83101956 0.0548159 1.0480846 0.114271
235 0.98168640 0.0775555 0.84868543 0.0547241 1.1156521 0.104744
240 0.80353236 0.0823969 0.71208535 0.0585299 0.88748790 0.120191
245 0.73938930 0.0776230 0.64458636 0.0557982 0.83641145 0.112918
250 0.70484066 0.0720266 0.62306106 0.0512431 0.78132428 0.104898
255 0.57267668 0.0933321 0.52000559 0.0662688 0.60707880 0.135672
260 0.52105566 0.0655254 0.47140894 0.0462875 0.55457611 0.0964071
265 0.58637804 0.0833617 0.51702006 0.0593490 0.65121008 0.120952
270 0.48309562 0.0759827 0.42352373 0.0535724 0.54175516 0.111374
275 0.45115335 0.0588509 0.39435376 0.0416423 0.52356286 0.0900816
280 0.43663618 0.0574360 0.38431504 0.0408711 0.48480627 0.0835472
285 0.38852471 0.0525281 0.34624829 0.0367816 0.42377245 0.0777544
290 0.41862932 0.0743001 0.36424534 0.0528491 0.47330274 0.107693
295 0.36009383 0.0489006 0.31493737 0.0344133 0.40356363 0.0720549
300 0.27187799 0.0470335 0.24083112 0.0332207 0.29889849 0.0689861
305 0.30562352 0.0515918 0.26796223 0.0367049 0.34177532 0.0751287
310 0.28098831 0.0425059 0.24604997 0.0299497 0.31500844 0.0625600
315 0.30868129 0.0527826 0.26136402 0.0374730 0.36291591 0.0768307
320 0.24571771 0.0382899 0.21436240 0.0269701 0.27600051 0.0564809
325 0.24006116 0.0495143 0.21648982 0.0351157 0.24999739 0.0693865
330 0.19529911 0.0423041 0.17549240 0.0301020 0.20958166 0.0614499
335 0.12852639 0.0694311 0.11935001 0.0971264 0.13139677 0.0716176
340 0.27707790 0.0800880 0.22776335 0.0565859 0.33867086 0.116560
345 0.20676314 0.0439597 0.17580742 0.0309435 0.24190379 0.0645410
350 0.11046933 0.0510120 0.097549218 0.0752295 0.11206549 0.0377227
355 0.14451765 0.0455586 0.12781943 0.0324500 0.15919510 0.0660621
360 0.10314651 0.0434714 0.097439321 0.0311030 0.10513146 0.0449693
365 0.14250445 0.0327148 0.12286524 0.0228448 0.16326389 0.0486349
370 0.15045784 0.0439435 0.12486098 0.0331596 0.17299505 0.0639099
375 0.070609569 0.0943206 0.063342961 0.0678298 0.071427297 0.0994087
380 0.16561043 0.0498429 0.13807127 0.0353018 0.19916248 0.0726059
385 0.11802828 0.0238312 0.10217905 0.0167181 0.13469150 0.0354319
390 0.13814790 0.0374924 0.11550383 0.0262703 0.16552119 0.0552520
395 0.082931026 0.0266194 0.077069400 0.0186306 0.084444476 0.0373397
400 0.082688780 0.0251663 0.075394722 0.0177155 0.086521582 0.0373162
405 0.090598278 0.0233547 0.080499780 0.0163981 0.099568249 0.0348373
410 0.096145435 0.0311482 0.080510070 0.0220240 0.11457550 0.0454946
415 0.076592536 0.0339253 0.070106874 0.0236485 0.079918381 0.0504016
420 0.068032462 0.0296195 0.060089763 0.0210203 0.074692426 0.0431095
425 0.077331718 0.0248246 0.065223248 0.0175285 0.091314960 0.0366030
430 0.065627536 0.0201878 0.058333028 0.0141293 0.071216263 0.0299279
435 0.071184617 0.0173568 0.061851218 0.0121755 0.080620929 0.0258891
440 0.051888959 0.0264175 0.047970890 0.0186746 0.053084355 0.0389586
445 0.019019576 0.0376464 0.0077779986 0.0547730 0.023403879 0.0266297
450 0.033301213 0.0144274 0.031398026 0.0217232 0.033571638 0.0154455
455 0.052686674 0.0219848 0.044387549 0.0155063 0.062302746 0.0322318
460 0.059284037 0.0228605 0.052507309 0.0160451 0.065153474 0.0339881
465 0.052324578 0.0145022 0.045578306 0.0101370 0.059025080 0.0217247
470 0.030611873 0.0143504 0.028957602 0.00989449 0.031428419 0.0154218
475 0.0050222777 0.0376965 -0.0035252959 0.0546705 0.0088615044 0.0267276
480 0.030767596 0.0309820 0.028627440 0.0219460 0.031706964 0.0326760
485 -0.0048619246 0.0997246 -0.018764220 0.143638 0.0023513451 0.0710728
490 0.046276812 0.0191134 0.038379867 0.0144256 0.055848662 0.0283291
495 0.064419898 0.0213953 0.050487529 0.0149509 0.083553082 0.0316347
