# left-edge scale-central central-error scale-min min-error scale-max max-error
-5 800.75998 15.9003 694.35723 11.3589 930.75319 23.1801
-4.9 936.94542 9.94981 813.19791 7.03833 1087.9404 14.9337
-4.8 1112.6922 18.0247 963.38628 12.7779 1296.4913 26.5542
-4.7 1242.8411 13.4162 1081.3901 9.56258 1438.1879 19.8090
-4.6 1427.8299 19.3101 1244.9985 13.7320 1646.8099 28.3934
-4.5 1582.9383 15.3376 1385.1917 10.9089 1816.9164 22.7928
-4.4 1822.3623 18.6530 1590.9244 13.0016 2098.1154 28.2416
-4.3 2053.2446 27.4381 1787.9145 19.1325 2374.3493 41.3335
-4.2 2226.9184 22.3251 1947.9749 16.0477 2558.3122 32.4940
-4.1 2539.6001 20.5245 2212.4642 14.3965 2933.4572 30.8566
-4 2718.0575 25.7998 2379.0766 17.8523 3117.7505 39.3283
-3.9 3035.6675 21.2200 2643.4905 14.9532 3509.3774 31.8085
-3.8 3254.5415 20.1743 2842.6595 13.9571 3744.6093 30.3844
-3.7 3539.7596 18.0725 3090.3225 12.8765 4075.6570 26.9460
-3.6 3772.7828 20.8976 3297.3235 14.6742 4335.7262 31.5398
-3.5 4096.5146 25.1874 3571.6002 17.7191 4724.8068 37.8795
-3.4 4375.5702 25.6283 3811.5790 17.8625 5053.1283 38.8860
-3.3 4721.6615 34.6694 4100.2347 23.7465 5471.2322 51.5271
-3.2 4952.6170 25.1599 4308.5732 17.6919 5728.4962 37.8822
-3.1 5236.2796 21.9356 4552.3737 15.4884 6061.5745 32.9893
-3 5511.0429 22.6518 4785.3275 16.2351 6389.6237 33.5265
-2.9 5797.8402 25.8203 5029.0693 18.1466 6731.8780 38.8597
-2.8 6064.5517 27.2926 5259.7198 19.0547 7041.4536 41.3608
-2.7 6371.3721 24.2744 5514.0871 17.0449 7419.6471 36.7353
-2.6 6598.1966 24.1995 5710.1013 17.3671 7682.7940 35.7150
-2.5 6856.9066 24.0547 5929.8862 16.8444 7990.9741 36.6582
-2.4 7162.4420 23.3920 6182.9574 16.5388 8366.1728 35.1518
-2.3 7334.0168 24.4043 6340.8832 17.2410 8544.9128 36.7698
-2.2 7597.1664 23.3102 6558.8738 16.5162 8868.9123 35.0916
