# left-edge scale-central central-error scale-min min-error scale-max max-error
-2.1 7853.4735 34.9065 6771.5355 24.2904 9183.5406 52.9335
-2 8028.7121 32.5121 6922.6541 22.6922 9375.4944 46.4917
-1.9 8168.9598 31.2001 7049.5966 21.8615 9537.4367 47.1556
-1.8 8451.3555 23.7429 7279.3405 16.8705 9892.1751 35.5497
-1.7 8671.1524 29.8072 7456.5205 20.7998 10171.759 45.3366
-1.6 8857.8174 24.2402 7609.8064 17.2459 10402.669 36.2043
-1.5 9024.2100 26.0538 7750.6988 18.3904 10600.952 39.2341
-1.4 9219.2093 28.2723 7907.8619 19.9218 10848.865 42.4902
-1.3 9324.0552 24.5592 8006.3158 17.3745 10953.165 37.0131
-1.2 9421.2386 30.6127 8089.8814 21.4362 11066.101 46.2982
-1.1 9646.7632 27.4399 8270.2528 19.3625 11355.340 41.3028
-1 9759.3231 30.7378 8354.3403 21.0503 11513.106 47.7111
-0.9 9839.3178 24.6252 8430.0934 17.5600 11589.995 36.7517
-0.8 9945.1989 28.0119 8518.2041 20.1139 11719.642 41.2848
-0.7 10032.881 31.9256 8592.4406 22.3404 11821.912 48.3039
-0.6 10092.954 25.1077 8640.0393 17.8611 11900.353 37.4934
-0.5 10177.357 25.4274 8708.3360 18.1146 12007.193 37.9361
-0.4 10194.076 27.4023 8723.2163 19.2388 12030.357 37.8755
-0.3 10281.735 29.0585 8786.9488 20.4422 12151.030 43.8048
-0.2 10287.242 26.8066 8802.6027 18.8742 12142.689 44.4068
-0.1 10317.359 24.0797 8822.3358 17.2137 12182.197 35.8412
0 10318.372 24.0725 8823.2465 17.1982 12183.256 35.8406
0.1 10286.342 26.7383 8802.1015 18.8446 12140.270 44.3003
0.2 10270.413 25.4738 8779.2839 18.1049 12133.555 38.0595
0.3 10189.455 27.8883 8720.3353 19.5097 12017.516 42.3761
0.4 10176.592 25.6794 8707.6585 18.2798 12006.360 38.3462
0.5 10101.881 25.8550 8646.1500 18.3837 11914.015 38.5621
0.6 10042.985 32.8304 8599.2234 22.8625 11837.752 49.9295
0.7 9946.5403 27.0380 8518.8944 19.3113 11722.135 40.1945
0.8 9844.3155 25.0171 8433.3646 17.8022 11598.070 37.4273
0.9 9754.1983 30.5713 8350.7051 19.0470 11505.577 47.5587
1 9648.4001 26.5960 8271.0155 18.7577 11358.494 40.0544
1.1 9418.8207 29.8831 8088.5398 20.9100 11061.730 45.2722
1.2 9324.0741 24.6349 8006.2329 17.4020 10953.346 37.2291
1.3 9213.8601 27.8810 7904.0618 19.6303 10840.946 41.9532
1.4 9032.2165 28.6563 7753.2186 18.4729 10614.041 43.3392
1.5 8877.9188 27.2781 7623.4907 19.1113 10433.598 41.3753
1.6 8671.8330 31.1330 7456.8463 21.5985 10173.008 47.5943
1.7 8455.5514 23.8884 7282.2736 16.9380 9894.9583 39.5458
1.8 8168.1031 31.2338 7049.1382 21.0677 9535.8705 47.2249
1.9 8009.2388 30.6890 6909.1325 21.5390 9357.6681 46.1006
2 7858.0714 33.7403 6774.8330 23.4296 9190.1282 51.2684
2.1 7594.8035 23.3619 6557.0942 16.5605 8865.7025 35.1478
2.2 7329.8305 27.0741 6338.7682 18.8899 8536.7231 41.2735
2.3 7157.1284 23.6259 6179.1582 16.7053 8358.4784 35.5014
2.4 6856.7913 24.6194 5929.9667 17.1470 7990.4156 37.6983
2.5 6596.7816 23.8653 5709.2324 17.0910 7680.4141 35.3531
2.6 6366.9703 25.7570 5510.8986 18.0970 7413.2716 38.8513
2.7 6069.4813 27.5321 5263.1564 19.2098 7048.8275 41.7433
2.8 5792.8258 26.0768 5025.9188 18.3466 6723.4927 39.1571
2.9 5516.3006 22.6432 4788.9979 16.1840 6397.4290 33.6338
3 5233.9147 21.9097 4550.6335 15.4717 6058.3044 32.9493
3.1 4956.5889 24.8941 4310.9954 17.5034 5735.2248 37.5044
3.2 4723.7455 34.7676 4101.6313 23.8101 5480.2617 53.5607
3.3 4372.1351 24.9129 3809.0957 17.4153 5048.2019 37.7056
3.4 4095.2905 23.8350 3572.3683 17.6986 4724.9044 35.6820
3.5 3774.3111 20.8539 3298.3678 14.6491 4338.0307 31.4683
3.6 3537.4397 18.0786 3088.7109 12.8809 4072.1915 26.9556
3.7 3254.5694 20.1184 2842.6146 14.1850 3744.8176 30.2891
3.8 3038.2060 21.5590 2645.1624 15.1771 3513.4499 32.3434
3.9 2718.7388 25.7940 2379.6003 17.8492 3118.6459 39.3154
4 2539.8638 20.6837 2212.5900 14.5028 2933.9982 31.1049
4.1 2219.7610 22.4326 1943.0818 16.0980 2547.3819 32.7329
4.2 2051.6425 27.3673 1786.8712 19.0915 2371.7741 41.2064
4.3 1821.6933 19.6435 1590.7219 13.6511 2093.7136 28.3728
4.4 1586.9018 15.1803 1387.8650 10.7959 1823.0737 22.5712
4.5 1427.0828 19.3179 1244.4582 13.7353 1645.7479 28.4205
4.6 1245.5170 13.4398 1083.3028 9.58125 1442.0769 19.8431
4.7 1115.9345 17.0487 965.93007 12.1041 1300.7290 25.0723
4.8 936.35732 9.99345 812.78700 7.07947 1087.0610 14.9704
4.9 801.14396 15.8968 694.68704 11.3546 931.17374 23.1797
