# left-edge scale-central central-error scale-min min-error scale-max max-error
-0.5 0 0 0 0 0 0
0.5 -35240.584 3108.94 -44286.218 5122.95 -28202.251 1962.51
1.5 -684454.12 8876.18 -957468.75 17579.2 -505386.03 4399.31
2.5 -684454.12 8876.18 -957468.75 17579.2 -505386.03 4399.31
