# left-edge scale-central central-error scale-min min-error scale-max max-error
0 647.80945 3.21241 575.38201 2.27788 730.96886 4.86242
5 1437.2417 2.75227 1275.0097 1.91870 1622.0473 4.19144
10 1578.5202 2.76415 1387.5707 1.93747 1801.5555 4.18157
15 1431.8275 2.34629 1248.0285 1.69131 1651.3585 3.46498
20 1221.8901 1.82899 1056.2651 1.27377 1425.4365 3.15096
25 1018.1419 1.95461 873.72473 1.33444 1197.6860 2.69070
30 838.82806 1.54325 715.98096 1.07173 993.16663 2.36606
35 692.68295 1.19338 588.45473 0.859877 824.77762 1.77305
40 574.07642 1.00321 485.70267 0.717203 686.90279 1.49602
45 476.27357 1.07115 401.72128 0.763523 571.89762 1.59124
50 397.89531 0.929376 334.57324 0.655021 479.50212 1.39529
55 333.09475 0.863609 279.35757 0.608267 402.64640 1.29561
60 280.87944 0.776027 235.00523 0.541819 340.44503 1.17308
65 236.32634 0.641655 197.55855 0.455580 286.63573 0.955244
70 200.91354 0.632610 167.61298 0.450621 244.29774 0.935320
75 171.23734 0.571382 142.58960 0.399467 208.67412 0.860061
80 145.74894 0.467995 121.31485 0.332169 177.66805 0.695702
85 124.40948 0.442027 103.49469 0.313357 151.73019 0.657378
90 107.68058 0.402215 89.451770 0.287825 131.60438 0.660382
95 93.026855 0.426060 77.175681 0.304646 113.83645 0.623694
100 79.869740 0.350008 66.288820 0.249923 97.669530 0.512501
105 69.336958 0.333062 57.521790 0.223937 84.879127 0.489384
110 60.366008 0.276747 49.937832 0.198951 74.055532 0.402187
115 52.768167 0.280591 43.562333 0.199828 64.893569 0.412005
120 46.011637 0.245518 38.017473 0.174447 56.485264 0.364283
125 40.543160 0.214043 33.396818 0.153792 49.962236 0.311736
130 35.876484 0.216917 29.494389 0.155328 44.317581 0.316477
135 31.350123 0.196494 25.759870 0.140951 38.739227 0.285832
140 27.739356 0.178944 22.766036 0.127815 34.373716 0.296832
145 24.807652 0.183291 20.356895 0.131864 30.685686 0.265951
150 22.020148 0.159192 18.038238 0.119851 27.317250 0.232201
155 19.374502 0.261937 15.877696 0.185732 23.998202 0.381304
160 17.323339 0.184153 14.179271 0.131167 21.482134 0.269766
165 15.618999 0.144729 12.772463 0.103500 19.388056 0.210973
170 14.061963 0.172615 11.468291 0.121998 17.511962 0.253843
175 12.513937 0.118269 10.218242 0.0845657 15.554772 0.172454
180 11.123420 0.111681 9.0757196 0.0750482 13.830124 0.164616
185 9.9450600 0.159950 8.1308284 0.114863 12.336109 0.230615
190 9.2009009 0.112396 7.5078771 0.0796456 11.443667 0.164804
195 8.3293188 0.0978007 6.7931548 0.0697589 10.362747 0.143046
200 7.4017036 0.149716 6.0254472 0.107507 9.2298598 0.215615
205 6.7563952 0.0970709 5.5141688 0.0691500 8.3971192 0.141735
210 6.0927683 0.0785797 4.9636600 0.0558788 7.5860071 0.115253
215 5.6318905 0.0880180 4.5722557 0.0626005 7.0421499 0.128592
220 4.9431171 0.0808947 4.0373010 0.0576553 6.1322923 0.118013
225 4.6596732 0.0759411 3.7846416 0.0537624 5.8229665 0.111690
230 4.2429208 0.0760675 3.4454220 0.0540428 5.3031792 0.111193
235 3.9713515 0.0557110 3.2041728 0.0396108 5.0039546 0.0819921
240 3.4947965 0.0738259 2.8479863 0.0523219 4.3468891 0.108114
245 3.3171258 0.0591704 2.6831167 0.0415556 4.1654580 0.0877495
250 3.0564737 0.0602990 2.4703188 0.0428732 3.8389497 0.0881593
255 2.7338851 0.0560303 2.2168686 0.0398466 3.4195026 0.0820092
260 2.5221123 0.0519801 2.0413761 0.0367683 3.1624394 0.0764814
265 2.3425483 0.111152 1.9020446 0.0790586 2.9254157 0.161006
270 2.2149914 0.0566035 1.7876586 0.0399911 2.7876496 0.0831103
275 2.0077765 0.0500749 1.6231987 0.0354554 2.5213658 0.0736310
280 1.7806925 0.0439991 1.4490716 0.0309065 2.2162885 0.0652383
285 1.7058380 0.0387961 1.3777357 0.0276755 2.1427350 0.0568148
290 1.6357591 0.108301 1.3170815 0.0777413 2.0622636 0.155231
295 1.5103563 0.0391227 1.2168270 0.0277608 1.9036471 0.0574578
300 1.4232988 0.0415780 1.1462497 0.0295140 1.7939891 0.0610326
305 1.3035246 0.0381426 1.0514090 0.0270405 1.6388938 0.0562213
310 1.2236772 0.0416645 0.98126698 0.0294063 1.5504888 0.0612352
315 1.1077506 0.0332818 0.89218582 0.0236099 1.3968037 0.0487944
320 1.0905959 0.0343913 0.87069759 0.0242892 1.3900208 0.0506043
325 0.97973259 0.0344576 0.78918324 0.0244125 1.2340196 0.0505332
330 0.88226578 0.0269079 0.71137086 0.0191557 1.1095587 0.0395531
335 0.82317901 0.0297619 0.66711424 0.0212304 1.0272260 0.0434382
340 0.76619793 0.0501255 0.62554789 0.0363365 0.94749542 0.0728879
