# left-edge scale-central central-error scale-min min-error scale-max max-error
330 0.29917155 0.0654023 0.25178061 0.0461862 0.35551992 0.0955397
335 0.11127020 0.0719287 0.091936339 0.104279 0.11582906 0.0529365
340 0.21177929 0.0360001 0.17950042 0.0251670 0.24915055 0.0534320
345 0.16053773 0.0360399 0.14579898 0.0252775 0.16911597 0.0505541
350 0.12611362 0.0522540 0.11941807 0.0371461 0.12791284 0.0541101
355 0.16022822 0.0388027 0.14022135 0.0273814 0.17919910 0.0568787
360 0.12280857 0.0532931 0.11143458 0.0379338 0.13027632 0.0777350
365 0.17268888 0.0362781 0.14558987 0.0255928 0.20421319 0.0533008
370 0.12196652 0.0244100 0.10811191 0.0170854 0.13318913 0.0362360
375 0.10030003 0.0274414 0.089575059 0.0194647 0.10856680 0.0400731
380 0.096758744 0.0233078 0.088233089 0.0163664 0.10107821 0.0346071
385 0.11132474 0.0446339 0.094833442 0.0313108 0.12988387 0.0655404
390 0.068033627 0.0273646 0.065125267 0.0193157 0.068391986 0.0288300
395 0.096582072 0.0246681 0.081736091 0.0173132 0.11330408 0.0364540
400 0.10981662 0.0184903 0.090658629 0.0128989 0.13341993 0.0275508
405 0.080648553 0.0450308 0.071820882 0.0319165 0.083267289 0.0474033
410 0.055050089 0.0225146 0.049007544 0.0334166 0.055612439 0.0238941
415 0.093847515 0.0238205 0.076596831 0.0167791 0.11630312 0.0350883
420 0.052645219 0.0243836 0.049239888 0.0172328 0.053547881 0.0257227
425 0.077848045 0.0202012 0.065917410 0.0138505 0.091814919 0.0306227
430 0.062130488 0.0238130 0.054515217 0.0166982 0.069094780 0.0351270
435 0.092075664 0.0321970 0.075417795 0.0226837 0.11310019 0.0471304
440 0.068185516 0.0164391 0.060177617 0.0114750 0.075282508 0.0246416
445 0.085643232 0.0230085 0.068731508 0.0161450 0.10825647 0.0339644
450 0.040336238 0.0196486 0.037652892 0.0294597 0.040596691 0.0211069
455 0.051461758 0.0231034 0.045003217 0.0161629 0.057626687 0.0342358
460 0.024379368 0.0370650 0.019092965 0.0510861 0.026178984 0.0275822
465 0.032003362 0.0269091 0.028676284 0.0405400 0.032138021 0.0294463
470 -0.0016526899 0.0389948 -0.014311907 0.0565734 0.0047957204 0.0276466
475 0.030165520 0.0172061 0.027000714 0.0120050 0.032550613 0.0255571
480 0.045745506 0.0143592 0.041408212 0.0100979 0.049428415 0.0203199
485 0.055990597 0.0160820 0.045205579 0.0111111 0.069828846 0.0241022
490 0.075079380 0.0192705 0.057363021 0.0132486 0.10079641 0.0290280
495 0.028831263 0.0277870 0.025589656 0.0194745 0.031193712 0.0380419
