# left-edge scale-central central-error scale-min min-error scale-max max-error
0 2631.0096 3.51011 2236.7594 2.41597 3132.2590 5.36237
5 3289.6031 3.26025 2816.9531 2.28981 3881.3647 5.46926
10 2132.6219 2.88133 1837.3954 2.02149 2495.9950 4.35530
15 1326.7502 1.86697 1149.5898 1.45523 1541.7747 2.78715
20 858.05120 1.72166 746.09261 1.19815 992.41973 2.63444
25 576.54795 1.35665 502.92946 0.960500 664.00932 2.03551
30 403.76139 1.71617 353.06232 1.24766 463.49224 2.47465
35 292.48946 1.46844 256.02307 1.07679 335.28487 2.09451
40 217.82384 0.930458 190.72694 0.658325 249.60028 1.38713
45 164.52557 0.699109 144.44382 0.498043 187.89930 1.12794
50 126.92459 0.668430 111.42156 0.491379 145.07781 0.968491
55 100.03570 0.720562 87.858175 0.508344 114.36942 1.04204
60 80.129555 0.664051 70.290595 0.473863 91.764999 0.966811
65 63.976974 0.469862 56.227011 0.339836 72.997134 0.678426
70 52.703797 0.558793 46.218423 0.403468 60.272097 0.802293
75 42.933945 0.453214 37.690292 0.326803 48.966404 0.653008
80 35.307356 0.379284 31.026465 0.271623 40.177439 0.551941
85 29.931074 0.344184 26.260216 0.250011 34.108259 0.493840
90 25.607113 0.313168 22.382221 0.225320 29.314340 0.453734
95 21.649801 0.293765 18.977375 0.210973 24.659393 0.425790
100 18.474890 0.296499 16.166453 0.211296 21.088889 0.432678
105 15.575248 0.263571 13.646912 0.188629 17.744244 0.408619
110 13.711724 0.299570 11.975679 0.214291 15.669082 0.434240
115 11.492165 0.263578 10.116543 0.187395 12.966865 0.384618
120 10.097409 0.242834 8.8410699 0.174144 11.477959 0.350936
125 8.9577878 0.201399 7.8252119 0.143443 10.213033 0.294051
130 7.9093154 0.210326 6.8988084 0.148526 9.0350077 0.309311
135 6.8626988 0.187588 6.0048727 0.133923 7.7988774 0.272688
140 5.9809414 0.224854 5.2627923 0.161151 6.7329409 0.324694
145 5.2317696 0.297524 4.6117630 0.210751 5.8727445 0.432856
150 4.9218898 0.182807 4.2865616 0.130155 5.6226790 0.265932
155 4.0322550 0.160860 3.5801028 0.114589 4.4712006 0.234017
160 3.8540566 0.140241 3.3728946 0.100068 4.3660843 0.204013
165 3.4113463 0.157120 2.9874390 0.112169 3.8614259 0.228042
170 2.8851861 0.147700 2.5668531 0.104895 3.1855373 0.215349
175 2.6440726 0.135147 2.3407053 0.0958506 2.9388889 0.197761
180 2.4176286 0.125899 2.1191977 0.0897043 2.7278964 0.183200
185 2.1968470 0.140363 1.9285954 0.0993001 2.4692562 0.205330
190 2.2081382 0.124211 1.9018843 0.0879013 2.5545000 0.181748
195 1.6355113 0.105656 1.4729149 0.0751961 1.7648926 0.153888
200 1.6953996 0.154934 1.4809820 0.111364 1.9190937 0.222431
205 1.5442736 0.114510 1.3516441 0.0822249 1.7468844 0.165218
210 1.3716875 0.0964541 1.2085911 0.0690791 1.5331651 0.139669
215 1.3389762 0.101012 1.1653488 0.0719156 1.5225802 0.146837
220 1.0565429 0.0984159 0.93686400 0.0704125 1.1671629 0.142391
225 0.85868290 0.0946775 0.79274262 0.0677087 0.88612859 0.137115
230 1.1072876 0.0907412 0.94313437 0.0641549 1.2993589 0.132753
235 0.79054790 0.0911649 0.70852339 0.0647573 0.85783315 0.132722
240 0.84018456 0.0837358 0.72574968 0.0588192 0.96477444 0.123375
245 0.73367366 0.0835036 0.64604923 0.0592935 0.81825350 0.121796
250 0.64852962 0.0908105 0.57833045 0.0644230 0.70836900 0.132310
255 0.57799997 0.0874567 0.51606202 0.0622658 0.62996130 0.126794
260 0.59855970 0.0745348 0.53061167 0.0532498 0.66111999 0.107997
265 0.44164309 0.0683729 0.40127662 0.0483051 0.46584759 0.100194
270 0.49728922 0.0595466 0.44635016 0.0422715 0.52697928 0.0934892
275 0.57282387 0.0620669 0.48925516 0.0438151 0.66815909 0.0910727
280 0.36354245 0.0636733 0.33041566 0.0425243 0.39175009 0.0930502
285 0.44203944 0.0599933 0.38342389 0.0421843 0.50307664 0.0883152
290 0.35230651 0.0561063 0.32164753 0.0373542 0.38178533 0.0830694
295 0.37436835 0.0755015 0.32938881 0.0539814 0.41180592 0.112920
300 0.35326453 0.102640 0.30451539 0.0730099 0.40616979 0.148393
305 0.33111760 0.0460786 0.28401825 0.0325016 0.38316112 0.0676714
310 0.21477811 0.0694607 0.20268805 0.0495182 0.21778986 0.0717939
315 0.28714266 0.0647617 0.24814980 0.0458476 0.32891655 0.0943938
320 0.27544138 0.0495828 0.23983747 0.0350759 0.31126505 0.0725031
325 0.21589346 0.0497457 0.19149283 0.0351922 0.23686971 0.0708370
