#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4054.2818      8.6756961      3476.3459      7.8551053       4901.546      10.252763
              5       3761.436      8.3695374      3234.2195      7.5736828      4497.7252      9.6057637
             10      1781.9894      6.3918638      1540.1818      5.8009591      2103.0651      7.1632685
             15      871.71798      4.4488017      755.92026       4.023859      1021.0357      4.9785501
             20      468.98862       3.131516      407.57605      2.8656271      547.01965      3.4562258
             25      272.54373      2.6144094      237.34355      2.3892925      316.73256      2.8818239
             30        168.508      2.0455041      146.84484      1.8638991      195.43914       2.244642
             35      111.37769      1.6032114      97.179228      1.4677677      129.14397      1.7785613
             40      72.883289      1.0788539      63.314598     0.97312325      85.068441      1.2134077
             45      52.289516      1.0602126      45.575633     0.97976371       60.71248      1.1554159
             50        38.3932     0.94614807      33.423209      0.8742935      44.612015      1.0305288
             55      28.257642     0.69219982      24.431498     0.62814746      33.159925     0.77014304
             60       21.45053     0.65084422      18.698587     0.60468178      24.838898     0.70166408
             65       15.77024      0.4501527      13.695475     0.40961217      18.366512     0.51252483
             70      12.722269     0.54119649      11.026657     0.49103086       14.82232     0.59716134
             75      9.6809218     0.38341932       8.338409     0.34178976      11.400678     0.43763228
             80       7.649791     0.36807358      6.6454426     0.34469425      8.9549014     0.40600349
             85      6.5958413     0.32955264      5.7179165     0.29974752      7.7049366     0.36566666
             90      5.0536645     0.25133542      4.3582691     0.22725608      5.9650554     0.28435141
             95      4.1149213     0.25697269      3.5764055     0.23091373      4.7909822     0.28982251
            100      4.0083661     0.28273861      3.4526395     0.25466879      4.6972427     0.31486836
            105      2.7598835     0.19105708      2.3995805     0.17351277      3.1936417     0.22254052
            110      2.7249412     0.21732965      2.3897163     0.20079863      3.1288002     0.23519728
            115      2.4340124     0.23890616       2.120466     0.22334489      2.8269945     0.25697772
            120      1.7668676     0.15542131      1.5274238     0.14116923        2.06307     0.17477631
            125      1.8856358     0.34570474       1.643071     0.31492741      2.1828326     0.37706234
            130      1.3051948      0.1207478      1.0962399       0.104349      1.5878115     0.14556878
            135      1.0763317     0.13740973     0.93739457     0.12621691      1.2410364     0.15013426
            140      1.0719448     0.13618723     0.93640883     0.12383755      1.2391853     0.15077582
            145      1.1419092     0.16765084      0.9978374     0.15183826      1.3155449     0.18452361
            150      1.1686695      0.4879359       1.071229     0.43586603      1.2533575     0.55589948
            155     0.62157319    0.086413917     0.54643765    0.078656527     0.72540459     0.10085962
            160     0.57708302    0.089308637     0.51380335    0.084946901     0.64595888    0.097823805
            165     0.43486246    0.075563414     0.38064519    0.068781711     0.50472827    0.085019224
            170     0.38470972    0.065754691     0.33925173    0.059434904     0.43020592    0.080138167
            175     0.24194794     0.04719243     0.20619664    0.039906261     0.28683654    0.059187189
            180     0.38279404    0.066858164     0.34034838    0.061579027     0.43622715    0.075410124
            185     0.19432917    0.041801853     0.16100112    0.034894772     0.24005173      0.0527607
            190     0.27491799    0.056202747      0.2422429    0.050153833     0.31381508    0.063942482
            195     0.45899944     0.16637138     0.40811547     0.14967187     0.51570827     0.18403727
            200     0.33633609    0.063626866     0.29579084    0.057562241     0.39132603    0.072673182
            205     0.24009788    0.066608246     0.20750268    0.061789733     0.28164697    0.071941495
            210      0.2619933    0.052074024     0.23139777    0.046662974     0.29939374    0.059097641
            215     0.11792715    0.035130524     0.10433553    0.029190911     0.13200212    0.045011058
