#    pt_Z-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      63.186218      1.4070318      54.065867      1.2361112       74.14144      1.6080435
              5      190.61794      1.8453271      162.76496      1.6348245      224.52296      2.0950314
             10       304.0933      2.2280032      259.43803      1.9752138      358.52203      2.5269258
             15      404.80182      2.7867401      344.95612      2.4642011      477.92526      3.1621436
             20       459.2591      2.8320645      391.71812      2.5080562      541.37049      3.2321871
             25      479.95347      3.2314297      408.86471      2.9172561      566.77259      3.6037794
             30      469.95547      2.6546216      399.22246      2.3442018      556.95559      3.0348065
             35      436.36942      2.6017074      370.51355      2.3086361      517.58457      2.9631584
             40      388.98361      2.3260348      329.87894      2.0656414       462.0277      2.6556757
             45      346.38313      2.3303536      292.78386      2.0962706      413.25672      2.6792821
             50      298.12978      2.0766169      251.28864      1.8467478      356.52303      2.3536505
             55      258.54915      2.0317828      217.47654      1.8122782      310.06438      2.2892272
             60      221.73519      1.6419271      186.28085      1.4830156      266.11492      1.9094736
             65      190.27191      1.4725448      159.56651      1.3048635       229.0079      1.6847428
             70      162.06265       1.237081       135.4213      1.0867747      195.97347      1.4399922
             75      142.48441      1.3936333      119.24523      1.2602113      171.90404      1.5565158
             80      123.28617      1.3501651      103.14036      1.2119161      148.95886      1.5264168
             85      106.02582      1.1174131      88.516252     0.98884611      128.33946      1.2957587
             90      92.562285      1.1412262      77.250662      1.0061069      112.09332      1.3358249
             95      79.580892      1.2298471      66.260095      1.0614521      96.696384      1.4474497
            100      69.380008      1.0192326       57.66759     0.89379019      84.407152      1.1917874
            105      59.636883     0.80609136      49.560831     0.70426685      72.584045     0.95032922
            110      52.157029     0.81361851      43.266575     0.71546268      63.581193     0.96461423
            115      45.356964     0.69034911      37.625958     0.61141316      55.308189     0.82809207
            120       39.43104     0.59851313      32.561681     0.51821647      48.346902     0.71162875
            125      36.425818     0.70555293      30.024032     0.60363303      44.810308     0.86315995
            130      31.437957     0.69404102      25.952746     0.62637942      38.609377     0.77648868
            135      26.701141     0.49041594      22.164178     0.42698211      32.493949     0.62295485
            140      24.742412     0.58122746      20.379971     0.51772864      30.448864     0.66178026
            145      21.844048     0.54157025      18.078788     0.47958272      26.682503     0.63698659
            150      19.284172     0.38563045      15.889081     0.33193134      23.679244     0.46574051
            155      17.301709     0.34564209      14.234589     0.29362209      21.281652     0.42688414
            160      15.489263     0.35509509      12.653311     0.30384331      19.240021      0.4310533
            165      14.234748     0.43946722      11.682601     0.37893476      17.581472     0.51881769
            170      12.890625     0.80742126      10.723876     0.77570531      15.649023     0.81337108
            175      10.780357     0.29425361      8.8227926     0.25675539      13.356298     0.35065066
            180      10.492779     0.31340479      8.6134928     0.27232941      12.938257     0.37180627
            185        8.88614     0.28351002      7.3076298     0.24893217      10.934102     0.33307806
            190      8.0627711      0.2431054      6.6355668     0.21251443      9.9030344     0.29466434
            195      7.6402954     0.30797106      6.2989159     0.27671609      9.3835917      0.3540176
            200      6.8330632     0.21735757      5.5678482     0.18338734      8.4957439     0.26842662
            205      6.4067965     0.34106755      5.2535432     0.30553724      7.9244237     0.38216194
            210      5.1785868     0.18177678      4.2084374     0.15150021      6.4588866     0.22898687
            215      5.2807735     0.19693852      4.3612078     0.16998977      6.4469692     0.23928686
            220      4.5759142     0.17715734      3.7131037     0.14814197      5.7161401     0.22140978
            225      4.2520901     0.20739766      3.4868456     0.18470689      5.2464695     0.23848545
            230      3.8539762     0.20560123      3.1444159     0.17881928      4.7776824     0.24181516
            235      3.9918547     0.39561594      3.2481815     0.32567659      4.9634763     0.48634461
            240      3.0906099     0.17676128      2.5267745     0.15042115      3.8187031      0.2171455
            245      2.8662785     0.15753184      2.3610136     0.13644147      3.4958223     0.20554758
            250      2.9119922     0.16764767      2.3865056     0.14537446       3.590535      0.1991679
            255      2.8083522     0.19159725      2.3683928     0.18016519      3.3256676     0.21935275
            260      2.2480036     0.13465424      1.8615248     0.11685652      2.7244682     0.18653268
            265      2.0865429     0.13751695      1.7128294     0.11701678       2.565754     0.16655489
            270      1.9556641     0.11089785      1.5876639    0.093155992      2.4427324     0.13922336
            275      1.7684816     0.11595109      1.4328702    0.097203718      2.2126055      0.1435869
            280      1.6480971     0.10269939      1.3464317    0.085787895      2.0316745     0.13067402
            285      1.5129206     0.09736239      1.2171968    0.080362656      1.9135074     0.12342092
            290      1.4417308     0.10157225      1.1653745    0.085053861      1.8103791     0.12841224
            295      1.7819596     0.48959688      1.4887443     0.43477588      2.1483389     0.54716595
            300      1.2031406     0.08553419     0.96493419    0.070241067      1.5231082     0.11203688
            305      1.0511228    0.078403187     0.84233955     0.06359392      1.3301919     0.10081306
            310      1.1169708    0.087200216     0.90535274    0.073818754      1.3947351      0.1079157
            315     0.93634639    0.085263159     0.77510155    0.072205704       1.131531     0.10501335
            320      1.1489501      0.1911385     0.93768089     0.16847841      1.4273082     0.21587278
            325     0.80807946    0.067990997     0.63942648     0.05395509      1.0276303    0.090147818
            330     0.84984013    0.080113349     0.69997911    0.069456774      1.0391505    0.095394306
            335     0.66997075    0.062113142     0.53251273    0.050683978     0.85905062    0.079448025
            340     0.68129655     0.08256739     0.57611273    0.072864648     0.79923151    0.098258414
            345     0.59759744    0.076187631     0.48683398    0.065836557     0.74440614    0.091710333
            350     0.70460716    0.081251036     0.57337162    0.072083621     0.87777799    0.094447992
            355      0.5448723    0.060317359     0.43758469    0.049381469     0.68875065    0.077297905
            360     0.66588582     0.15197918     0.55083261     0.13193601     0.80694681     0.17621701
            365     0.69043979     0.19133737     0.57267509      0.1695044     0.83823955     0.21519336
            370     0.52888928    0.097280257      0.4401305    0.088168645     0.63871687     0.10689321
            375     0.54180147    0.069279195     0.43851888    0.060489719     0.67940503    0.081325278
            380     0.45383107      0.0548903     0.37172413     0.04577974     0.55486894    0.071164964
            385     0.42325353    0.047373104     0.34431274    0.038800899      0.5185028    0.064501092
            390     0.38289889    0.057420273     0.30980771    0.048125001      0.4791657    0.071814202
            395     0.34662436     0.11273454     0.30089879     0.10561005     0.39465235     0.11850325
            400     0.30238694    0.039897031      0.2352543    0.030544995      0.3987831    0.055269669
            405     0.24650727    0.036978467     0.19631408     0.03047533     0.31404927    0.046435028
            410     0.37152068    0.054664189     0.29322536     0.04596338     0.48105799    0.067146912
            415     0.25323665     0.04227117     0.19987799    0.032913964     0.32708525    0.058271797
            420     0.28879195    0.079616452     0.24659978    0.076295435      0.3411705    0.081889489
            425     0.26277788    0.038803402     0.20980626    0.031055686     0.33029385    0.051143479
            430     0.26827364    0.041201432     0.21476603    0.033675081     0.33898391    0.052208055
            435     0.25736403    0.038228104     0.20672648    0.031179681     0.32271732    0.048073554
            440     0.15884961    0.031795247     0.12613475    0.025911563     0.20426659    0.041038526
            445     0.14065352    0.027135599     0.11255218    0.021647097      0.1770648    0.035431926
            450     0.40651386     0.19906694     0.36482067     0.19636276     0.44711575     0.18808688
            455     0.20326694    0.065850554     0.16614235     0.06097797     0.25162034    0.070500592
            460     0.11879073    0.026241327     0.10453609    0.022724067     0.12657478    0.037512043
            465      0.1108257    0.023780067    0.084287821    0.018226685     0.14910905    0.032186929
            470     0.12320425    0.024095482     0.09287039    0.017672332     0.16756156    0.034903751
            475     0.12868011    0.025454166     0.10467508    0.021207074     0.15976324    0.031753268
            480     0.16332358    0.035363943     0.12911966    0.029288877     0.21097363    0.045113654
            485     0.15448302    0.060136602     0.13299967    0.055695091     0.18015307    0.063674576
            490     0.13542168     0.03901682        0.10992    0.035512454     0.17223743    0.044450422
            495    0.083033186    0.021933593     0.06466324    0.017036655     0.10879106    0.029255204
            500     0.12522604    0.029600699     0.10029006    0.025091709      0.1590086    0.035974808
            505    0.083418104    0.019136409    0.062168716    0.014323048     0.11378782    0.026312218
            510     0.09695665    0.021518341    0.075612961     0.01698026     0.12651665    0.028130271
            515    0.035715197    0.015362711    0.029805028    0.011915731    0.042485586    0.021558467
            520    0.051810727    0.015699402    0.041787598    0.013216004    0.064600336    0.020342841
            525    0.063138549    0.019377373    0.050067821    0.015230639    0.080095643     0.02572884
            530    0.068177991    0.019979545    0.062997542    0.016750339    0.071876425    0.027955706
            535    0.081464694     0.02113321    0.066995866    0.017325189    0.099575028    0.027231358
            540      0.1252476    0.039921023     0.11221855    0.041884128     0.13927575    0.044789896
            545    0.079270617    0.020653204    0.067772291    0.018392074    0.090209051    0.023123234
            550    0.053298661    0.016669597    0.041461788    0.013258795    0.069731732      0.0214576
            555    0.080691175    0.020007346    0.063860447    0.016442384     0.10516134    0.025882554
            560    0.063936203    0.022504622    0.050347263    0.018663937    0.083347709    0.028023267
            565    0.060852515    0.022152324    0.051272625    0.018950373    0.071535196     0.02677655
            570    0.061296204    0.017482786    0.044876201    0.012718468    0.086350056    0.025400682
            575    0.039712627     0.01452246    0.031131956    0.011878848     0.05225162    0.018844629
            580    0.057892851    0.016068182    0.043593296    0.012198025    0.078913296    0.022018977
            585    0.036172068    0.012813465    0.028238994    0.010032038    0.047010614    0.016654272
            590    0.081610282    0.021415282    0.067912503    0.016907378    0.096175128    0.031992807
            595    0.022763576    0.010188636    0.017967374    0.008067764    0.029272626    0.013101643
            600    0.048061901    0.016538218     0.03897542    0.013092678    0.059612401    0.021891938
            605    0.019137207    0.009665968    0.014319218   0.0072019522    0.026196425    0.013374564
            610    0.041990392    0.015740182    0.034294859    0.013222771    0.051893296    0.019295849
            615    0.039507711    0.013168584    0.030332291    0.010182333    0.051619776    0.017477533
            620    0.018186704    0.011022333    0.015689832   0.0085212149    0.019885139    0.015110513
