#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2350.2706      1.6215452      2012.0942      1.4634333      2854.3898      1.9338451
              5      3062.1549      1.8956434       2625.332      1.7128843      3693.8095      2.2030365
             10      2014.8022      1.5709272      1735.8712      1.4259498      2400.4703      1.7881809
             15      1266.5025      1.2526212      1094.9178      1.1402109      1496.8025      1.4086405
             20      820.86954     0.98699449      711.43494     0.90002985      964.64225      1.1036362
             25      554.57611     0.82425664      481.76813     0.75505027       648.5307     0.91184761
             30      388.60654     0.68523436      337.88446     0.62638052      453.60925     0.75839468
             35      278.73372      0.5726608      242.52355     0.52560432      324.70404     0.63204741
             40      206.21349     0.48712657      179.48455     0.44620619      239.95043     0.53858108
             45      155.95568     0.41463907      135.81941     0.37989316      181.19574     0.45923338
             50      120.41385     0.37736057      104.79963      0.3423688      139.99447      0.4200235
             55      93.610439     0.30971997      81.521802     0.28556637      108.72828     0.34250545
             60      74.668159     0.26522611      64.903464     0.23964299      86.914709     0.29868758
             65      60.923545     0.27618524       53.05458     0.25292747      70.854649     0.30607889
             70        49.3558     0.24054413      42.943601      0.2175434      57.471683     0.27272814
             75      40.384813     0.19785341      35.062152     0.17997837      47.129994     0.22214449
             80      33.651738      0.2017907      29.196827     0.18421091      39.271466     0.22510351
             85      27.925641     0.17291192      24.192291     0.15774356      32.648481     0.19292516
             90      23.957652     0.16931024      20.721733     0.15270246      28.031693     0.19103604
             95       19.92596     0.14200816      17.227943      0.1301621      23.332884     0.15861577
            100      17.057757     0.12102028      14.693294     0.11022383      20.055177     0.13757856
            105      14.710179     0.12184732       12.68442     0.10871963      17.263947     0.13979827
            110      12.622007     0.10483054      10.848598    0.094986068      14.872788     0.12006755
            115      10.940717     0.10292011      9.3904271    0.093150415         12.907     0.11573899
            120      9.5595348    0.096239249      8.2334352    0.087281411       11.22263     0.10889633
            125      8.2501222    0.083895242      7.0742981    0.075674059      9.7402872    0.094838846
            130      7.2145756    0.080290804      6.1801275    0.072425887      8.5232488    0.090988373
            135      6.4566469    0.080751496      5.5396385    0.072985519      7.6053506    0.090741323
            140      5.6952821    0.072329539      4.8806193    0.064839414      6.7177308    0.082344989
            145       4.990431    0.065960749      4.2752034     0.06017073      5.8930499    0.074677411
            150      4.5156887    0.069538584      3.8710299    0.065421986      5.3181113    0.073994536
            155      3.8942325    0.056591722      3.3210338    0.050909501      4.6183306    0.065028632
            160       3.525873    0.048716667      3.0114583    0.043822395      4.1715378    0.055846126
            165      3.2295379    0.069394925      2.7582605     0.05965231       3.821008    0.082832097
            170      2.9381992    0.059062466      2.5084327    0.053700267      3.4801185    0.066628838
            175      2.5638087    0.046819835      2.1905078    0.042178852       3.029458    0.052881391
            180      2.3224324     0.05453187      1.9790524    0.050891293      2.7524386    0.060003195
            185      2.0625024    0.040362711      1.7444264    0.035833251       2.469296     0.04660505
            190      1.9890184    0.062903141      1.6997153    0.056564014      2.3455069    0.070348053
            195      1.6946634    0.035499472      1.4436398    0.032190016       2.009053    0.040797838
            200      1.5950819    0.038073877      1.3680572    0.033960063      1.8725687    0.043843115
            205      1.4046137    0.034810666      1.1927344    0.031097955      1.6713133    0.039880719
            210      1.3469058    0.038918895      1.1515336    0.035824087      1.5887894     0.04290215
            215       1.151859    0.031805602     0.97404519    0.028268405      1.3789877    0.036564796
            220      1.0986062    0.029702486      0.9351215    0.027360958      1.3043987    0.035441108
            225      1.0276764    0.028227569     0.87514805    0.025646657      1.2201819    0.032406164
            230     0.97300998     0.03452101     0.83663682     0.03429867      1.1363975    0.037468268
            235     0.83907092    0.049635666     0.71022874    0.044694816      1.0014415    0.054911041
            240     0.76748883    0.024465314     0.64679617    0.021652563     0.92237448    0.028512974
            245     0.76412159    0.026424769     0.64254932    0.023469983     0.91672544    0.030175868
            250      0.6767798     0.02351201     0.57423856    0.021040703     0.80560771    0.027042431
            255     0.58232474    0.020867425     0.49752695    0.018731096      0.6854314    0.024339974
            260     0.57314525    0.021510135     0.48112501    0.018477908     0.69029388    0.026267374
            265     0.51769545    0.026913698     0.43822976    0.024238851     0.61713823    0.030166556
            270     0.48761671    0.019574168       0.412103    0.017619888     0.58374422    0.022340258
            275     0.49328665    0.036217935     0.41987715    0.031834482     0.58789949    0.042555861
            280     0.43720651    0.018372077     0.37193255    0.016269954     0.51701394    0.021760562
            285     0.35828599     0.01678071     0.30431284    0.014771524     0.42358949    0.019919265
            290     0.37570577    0.016789706     0.31516966    0.015156565     0.45262621    0.018953852
            295     0.30382161    0.013911568     0.25306567    0.012187643     0.36972739    0.016460927
            300     0.30945823    0.017895774     0.26256378    0.016044301     0.36837967    0.020357559
            305      0.3070722    0.028547389     0.25922567    0.026001089      0.3679959    0.031085302
            310     0.27036372    0.014064027     0.23315764    0.012910856     0.31342898    0.017415241
            315     0.26647985    0.014511746     0.22754357    0.013178227     0.31476401    0.016489652
            320     0.21558148     0.01145745      0.1789882   0.0099474658     0.26369225    0.013875219
            325     0.20977924    0.011914438     0.17719778    0.010461412     0.24980325    0.014092376
            330      0.1970859    0.012894973     0.16701198    0.011514296     0.23424836    0.015261885
            335     0.17318486   0.0099517947     0.14465236   0.0086668018     0.20961809    0.011882879
            340     0.16724176    0.012378258     0.13833418    0.010219743     0.20557295    0.015828042
            345       0.176914    0.012363024     0.14678081    0.010512535     0.21628659    0.015242078
            350     0.17323881     0.02782122     0.14130768    0.019904773     0.21662482    0.040447936
            355     0.16321324    0.029729551     0.13838908    0.028043709     0.19501918    0.030960822
            360     0.13466324    0.011970216     0.11243521    0.010849861     0.16228405    0.013302361
            365     0.13106052    0.011132552     0.11029798     0.01004938     0.15771929    0.013219668
            370     0.13040038    0.016529332     0.10182001   0.0083645467     0.15649354    0.021613032
            375     0.10811682   0.0085103664    0.091879312   0.0074610919      0.1281182    0.010108739
            380    0.097975524   0.0068652149    0.080820832   0.0058268592     0.11963093   0.0085854283
            385     0.12359477    0.017876801     0.10407331    0.015685336     0.14814304    0.020823444
            390     0.10040313   0.0083885405    0.092281486    0.031977792     0.10309942    0.010305185
            395    0.097142965   0.0076177426    0.082555947   0.0066951626     0.11478971   0.0092745238
            400    0.091369762    0.011334642    0.076488107    0.009760362      0.1103143    0.013876706
            405    0.092797979    0.010286059    0.078024979   0.0092071575     0.11140669    0.011571035
            410    0.069135276   0.0065466609    0.058788509   0.0055501243    0.081558093   0.0084078361
            415    0.069934551   0.0088531805    0.059007452   0.0077848314    0.082658766    0.010257033
            420    0.073834401    0.012266795    0.062917598    0.011308292    0.086941018    0.013154231
            425    0.055588261   0.0056332646    0.048157252   0.0048917717    0.063283561   0.0072841523
            430    0.071260248    0.012591679    0.058377908    0.010258903    0.088194652    0.015989538
            435    0.060438512   0.0076440492    0.051953047   0.0067196532    0.069850453   0.0091050242
            440    0.058237889    0.014379168    0.047493287    0.010372748    0.072348926    0.020783103
            445    0.046592843   0.0060850994    0.039294703   0.0052210494    0.055644459   0.0077819924
            450    0.042434977   0.0043413764    0.035533787   0.0036805531    0.051124954   0.0055332037
            455    0.048866672   0.0045737927    0.040353564   0.0038980338    0.060291405    0.005630624
            460    0.047499259    0.004925588    0.039027822   0.0043600555    0.059031803   0.0059402419
            465    0.035991339   0.0041552565     0.02946428    0.003530467    0.045097494   0.0051985027
            470    0.032184204   0.0047688932    0.027460509   0.0041278496    0.037713418   0.0056900643
            475    0.037329314   0.0068508852    0.032348598   0.0063296475    0.043021021    0.007387258
            480    0.037021183   0.0057971107    0.031898665    0.005257168    0.043128928   0.0065755406
            485    0.043810124    0.010233441    0.036162578   0.0077128633    0.053983415    0.014405675
            490    0.032244058   0.0043325855    0.027008107     0.00377981    0.039103116   0.0052211389
            495    0.022085819   0.0037400853    0.018323071   0.0031984018    0.026615372   0.0045331886
            500    0.022085819   0.0037400853    0.018323071   0.0031984018    0.026615372   0.0045331886
