#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      29188.474      42.951654       24658.24      38.492217      34832.303       48.60247
              1      29188.474      42.951654       24658.24      38.492217      34832.303       48.60247
