# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      334.12268      7.3705724      288.84699      6.6869512      392.92018      8.2139243
            0.4      322.53677      9.0614379      281.25103      8.6179641      375.15406      9.4623544
            0.8      272.96641       6.789224      236.49983      6.1230862      320.14953      7.6189098
            1.2      238.87364      8.5559519      207.92702      7.6175095       278.6628      9.5567979
            1.6       176.9384      5.6704331      155.49248      5.1178744       203.6086      6.3532556
              2      120.70478      4.8611141      106.33418      4.4493323      138.97038      5.3839896
            2.4      120.70478      4.8611141      106.33418      4.4493323      138.97038      5.3839896
