#  pt_Z-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      481.08786     0.92779614      412.75833     0.81710835      609.04926      1.1774554
              5      1147.4433      1.3693788      989.44568      1.2242692      1415.5412      1.6505086
             10      1348.9729      1.4277206      1167.9068      1.2895416      1626.6104      1.6610824
             15      1288.2046      1.3423784      1118.1579      1.2217943      1528.9549      1.5243528
             20      1135.7966        1.20414      986.92845       1.103577      1336.0619      1.3437418
             25      966.71247      1.1029313      839.87967      1.0141644      1131.8328       1.218339
             30      809.56001     0.96660384      702.35947     0.88839502      946.69085      1.0678729
             35      670.37301     0.83852993      580.35407     0.77201799      784.13555     0.92294918
             40      554.30951     0.73546311      478.25048     0.67536529      650.39415     0.81229693
             45       460.1566     0.66310141      396.02727     0.60755506      540.87166     0.73250012
             50      380.30747     0.59461038      326.21488     0.54354033      448.49258     0.65897264
             55      317.09869     0.51957588      271.14541     0.47223674      375.25703     0.58314162
             60      263.12345     0.46533951      224.42852     0.42211062       312.0834     0.52312647
             65      220.53771     0.40589968      187.58024     0.36593756       262.3993     0.46092653
             70      185.02643     0.38248384      157.07661     0.34598643       220.5677     0.43106213
             75      157.39215     0.34815625      133.42891     0.31457816      187.84505     0.39374737
             80      132.97217     0.31833265      112.57656     0.28939099      158.92077     0.35720458
             85      113.14736     0.28566847      95.645795     0.25620362       135.4427     0.32782176
             90      96.461638     0.24974016      81.493913     0.22598349       115.5132     0.28319064
             95      82.621903     0.23786071       69.66975     0.21482048      99.169652     0.27042713
            100      71.024572     0.21429781      59.824211     0.19085744       85.34993     0.24678293
            105      61.112087     0.19235232       51.40727     0.17093741      73.560636      0.2232736
            110      52.787851     0.17742936      44.394804      0.1582223      63.522499     0.20485922
            115      45.785761     0.15779618      38.496843     0.14088387       55.15147       0.184952
            120      39.636186     0.15311196      33.254027     0.13587419      47.857407     0.17900921
            125      34.866402      0.1402757      29.218473     0.12478561      42.156646     0.16422439
            130      30.622919     0.13604952      25.626272     0.12266716      37.078951     0.15612698
            135      26.694101     0.12391009      22.348706     0.11462616      32.283456     0.14722785
            140       23.27209     0.12111549      19.405549     0.10875338      28.293454     0.13936141
            145      20.669338       0.101805      17.212402    0.089286392      25.161969     0.12198114
            150      18.107706     0.10028136      15.083373    0.089047051      22.014141     0.12214716
            155      16.001785      0.1023391       13.31058    0.091284969      19.482389      0.1203784
            160      14.267743    0.091361823      11.881215    0.084569444      17.351315     0.10350422
            165      12.564461    0.077096961      10.415357    0.067858687      15.366287    0.091672704
            170      11.181076    0.083958072      9.2628672    0.075617444        13.6743    0.095981586
            175      9.7704644    0.063989436      8.0777367     0.05554586      11.968787     0.07769008
            180      8.7852777     0.06156335      7.2522388    0.053465655       10.78177    0.074996185
            185      7.9184317    0.064404763      6.5257975     0.05587986      9.7297507     0.07749387
            190      6.9987691    0.053324709      5.7641404    0.046153685      8.6070691    0.065161049
            195      6.2715555    0.053330783      5.1622121    0.045365299      7.7157799    0.065902676
            200      5.5477601    0.047817122      4.5534312    0.041351304      6.8429512     0.05844887
            205      5.1576363    0.049318035      4.2365001     0.04255516      6.3569826    0.060994868
            210      4.5028535    0.045546729      3.6862939    0.038763705      5.5692882    0.056634649
            215      4.0846982    0.052089374      3.3446861    0.046786719      5.0447795    0.059734498
            220      3.5914633    0.037448398      2.9253965    0.031952267       4.467313    0.046380443
            225      3.2767181    0.035449268      2.6748333    0.030396772      4.0623082    0.044780146
            230      2.9755712    0.033442728      2.4135967    0.028352415      3.7147052    0.041836991
            235      2.6625749    0.036317261       2.164618    0.030272106      3.3111108     0.04610937
            240      2.3194799    0.028831689      1.8788226    0.023888496      2.8952484    0.037232528
            245      2.1685385      0.0280454      1.7525859    0.022927824      2.7125991    0.036996566
            250      2.0393145    0.029615485      1.6509323    0.025070514      2.5478562    0.037098049
            255       1.755034    0.024069475      1.4203933    0.020138133      2.1878655    0.031285252
            260      1.6206999    0.025032261      1.3016331    0.020014177      2.0415296    0.033564875
            265      1.4792457    0.022491055      1.1872943    0.018398587      1.8645229    0.029280052
            270      1.3680151    0.021855752       1.098312    0.018105588      1.7229659    0.028056203
            275      1.2452421    0.023943845         1.0022    0.020456057      1.5639145    0.029535292
            280      1.1282544    0.018806387     0.90284574     0.01506412      1.4253857    0.025333145
            285      1.0325118    0.020526203     0.82657244    0.017518993      1.3044764    0.025456908
            290     0.90196108     0.01712869     0.72200719    0.013859179      1.1384022    0.022830377
            295     0.87959853    0.017031291     0.71058785    0.013913068      1.0955219    0.022641712
            300     0.78688651    0.019421859     0.62701814     0.01644416     0.99939305    0.024395645
            305     0.76927184    0.016260087     0.61602046    0.013095728     0.96887903    0.022771422
            310     0.67686079    0.014617078     0.54170802    0.011731458     0.85304731    0.019872861
            315     0.60795329    0.013500486     0.48245634    0.010647399     0.77593027    0.018216538
            320      0.5615516    0.013058128     0.44548461    0.010282374     0.71558634    0.017714171
            325     0.53544649    0.013208521     0.42591463    0.010679008     0.67969446    0.017486082
            330      0.4647944    0.012284062     0.37042242   0.0096908102     0.58761788    0.016818458
            335     0.45502569    0.011396285     0.36119143   0.0088974382     0.57925582    0.015601928
            340     0.42468456    0.014631189     0.33950817    0.012791876     0.53543724    0.017340237
            345     0.38490305    0.012338209     0.30600658   0.0097272731     0.48829389    0.016640409
            350     0.35486089    0.010424115     0.28350394   0.0083239017     0.44727174    0.014022221
            355     0.34406142      0.0102397     0.27581087   0.0084479116     0.43086172    0.014700327
            360     0.31592138   0.0098206332     0.25015361   0.0077029737     0.40302767    0.013606638
            365     0.27151764   0.0093355006      0.2146246   0.0071967819     0.34712111    0.012900623
            370     0.26449067   0.0090303185     0.20944951   0.0070871273     0.33683242    0.012221969
            375     0.24727183   0.0084441746     0.19482721   0.0065820365     0.31744545    0.011625365
            380     0.23714106   0.0085272642     0.18750601     0.00664653     0.30256343    0.011791315
            385     0.21347359   0.0081005886     0.17071789    0.006404801     0.26759918     0.01129398
            390     0.19401465   0.0076248667     0.15283022   0.0060310973     0.24862298    0.010705789
            395     0.18867543   0.0075075051     0.14798064   0.0057584616     0.24310212    0.010453531
            400     0.18640451   0.0073715369     0.14727401   0.0057198813     0.23816781    0.010133247
            405     0.17628931   0.0073917095      0.1402139   0.0058395457     0.22279757     0.01002519
            410     0.15860381   0.0069549222     0.12604089    0.005435928     0.20080041   0.0098980054
            415     0.14581087    0.006876311     0.11433221   0.0053402089     0.18856116   0.0096470136
            420     0.13676372   0.0083132733     0.10677372   0.0066206402     0.17738983    0.010920728
            425     0.13200168   0.0061292601     0.10389976   0.0047419607     0.16930619   0.0084478654
            430     0.11785593   0.0058148703      0.0937453   0.0045330416     0.14828189   0.0081599102
            435     0.11635243   0.0062655668    0.092016842   0.0048572529     0.14810724   0.0085702291
            440     0.10997349    0.005773141     0.08526849   0.0045346979     0.14384887   0.0077764917
            445    0.096735418   0.0051888233     0.07621272   0.0040712283     0.12352641   0.0072351859
            450    0.088631526   0.0049261571    0.068714907    0.003760808     0.11577254   0.0068206928
            455    0.088975037   0.0061021243    0.070102665   0.0050667956     0.11406796   0.0077124278
            460    0.081505567   0.0050297289    0.064231802   0.0038919522     0.10385708   0.0069624611
            465    0.078923252    0.004929842     0.06277805   0.0038037895    0.099493329    0.007127103
            470    0.086485803   0.0048112218    0.067922551    0.003976756     0.11113636   0.0072003045
            475    0.069733509   0.0044760143    0.054505739   0.0034932064    0.090165434   0.0060485499
            480    0.069980644   0.0059655725    0.055710161   0.0049636905    0.088215042   0.0075825099
            485    0.057450457   0.0040390652    0.044644305   0.0030993752    0.074983008   0.0055498739
            490    0.062417554   0.0052857414    0.050146831   0.0041205628    0.078294804   0.0076572332
            495    0.063354628   0.0073843605    0.049786607   0.0064085429    0.081500992   0.0085665916
            500    0.058559684   0.0040197524    0.045575905   0.0031061229    0.076210155   0.0056808797
            505    0.054854921    0.004233497    0.042774118   0.0031717042    0.070944013   0.0059936114
            510    0.049542418   0.0037044015    0.038828833   0.0029036808    0.063681806   0.0050543005
            515    0.039215633   0.0033783083    0.033209305   0.0034192387    0.044488448   0.0075737438
            520    0.040208192   0.0033514084    0.031880038   0.0026070704    0.050705363   0.0047691677
            525    0.034265152   0.0036403495     0.02715031   0.0027265135    0.043371018    0.005207886
            530    0.036359143   0.0032966559    0.028302385   0.0025196996    0.046938404   0.0046921232
            535    0.029045648   0.0029435323    0.022533596   0.0022021273    0.037900011   0.0041798125
            540    0.032821947   0.0033717863    0.027013978   0.0030436987    0.039657677   0.0042988808
            545    0.034782291   0.0030682671    0.026823517   0.0023842393    0.045758433   0.0041662645
            550    0.025106551   0.0027042796     0.02006461   0.0020366468    0.031156083   0.0039422198
            555    0.024799244   0.0028923242    0.020109954   0.0022174458    0.030480144   0.0042625708
            560    0.025194252   0.0026185771    0.020262744   0.0020791009    0.030913062   0.0036206186
            565    0.024172522   0.0027273577    0.020664809   0.0022020098    0.026814768   0.0039096337
            570    0.022962513   0.0027122949    0.018680853   0.0020792196    0.027873345   0.0038882738
            575    0.019104439    0.002275734    0.014831835   0.0017429426    0.024822633   0.0031163976
            580    0.026245743   0.0026732221    0.020168661   0.0020387274    0.034719758   0.0036888385
            585    0.018155829   0.0022825431    0.013960878   0.0016823706    0.023927116   0.0033090017
            590    0.021239912   0.0024033144    0.016530142   0.0018333925    0.027480161   0.0034028075
            595    0.015265158   0.0021315297    0.011748865    0.001589637    0.020060483   0.0029973864
            600    0.019059276    0.002404192    0.016025524    0.001862953    0.021696502   0.0038541529
            605     0.01815228   0.0021715539    0.014319497   0.0017202604    0.023105374   0.0030225158
            610    0.015095059   0.0020554723    0.011797355   0.0015671392    0.019336229   0.0029585052
            615    0.016539327   0.0021839301    0.013385844   0.0016911187    0.020044871   0.0029758747
            620    0.015110977   0.0022006521     0.01306201   0.0019609867    0.016323924   0.0036010732
            625    0.012339047   0.0019331935     0.01073214   0.0017619302    0.013156559   0.0030517326
            630    0.014744484   0.0020401441    0.011632922   0.0015818625    0.018614874   0.0027646072
            635    0.011840922   0.0019110429   0.0095808331   0.0014921202    0.014454121   0.0025929317
            640    0.012019937   0.0017707012    0.009316159   0.0013694045    0.015618465   0.0024339315
            645    0.012539689   0.0023700115     0.01047021   0.0019808693    0.014639841   0.0031165099
            650    0.010444147   0.0019746145   0.0083679046   0.0015643222    0.012993437   0.0026206439
            655   0.0089995997   0.0016842348   0.0068852273   0.0012319122    0.011872687   0.0024350484
            660   0.0069936155   0.0014128413   0.0054650874   0.0010789424   0.0089695008   0.0019323796
            665   0.0095081784   0.0016212758   0.0072831351   0.0012030053    0.012520184   0.0023282347
            670   0.0052449923   0.0012487452   0.0043164006  0.00097876498   0.0061134506   0.0017161756
            675    0.009252013   0.0016289604   0.0072810365   0.0012666209    0.011866442   0.0021915455
            680   0.0097472182   0.0016763478   0.0074380795   0.0012322108    0.012959968   0.0024154276
            685   0.0064937999   0.0014984943   0.0054876566   0.0011016227   0.0073329793   0.0023471222
            690   0.0082426776   0.0015192541   0.0062939205   0.0011375708    0.010918213   0.0021579637
            695   0.0062655074   0.0012532093   0.0052708171   0.0010785533   0.0071339586   0.0015259109
            700   0.0048228682   0.0013148242    0.003807186  0.00095364666   0.0061387472   0.0019223849
            705   0.0083406489   0.0015329941   0.0061783593   0.0011385948    0.011610391   0.0021893331
            710   0.0052740733   0.0012903558   0.0041740159  0.00096797474   0.0066889602   0.0018310713
            715   0.0034966615  0.00099898994   0.0026802798  0.00074122909   0.0046066964   0.0014148322
            720   0.0040604262   0.0010169596   0.0031048712  0.00078084355   0.0053682798   0.0013482518
            725   0.0039972656   0.0012736828   0.0035026162  0.00090155257   0.0042268172   0.0018139586
            730   0.0068724199   0.0014296441   0.0054793323   0.0010984545   0.0085130334   0.0019716606
            735   0.0034966615   0.0010595955   0.0029591605  0.00081231236   0.0039241303   0.0015732341
            740   0.0039961846  0.00099899618   0.0030135008  0.00075663342   0.0053779269   0.0013553983
            745    0.004015078   0.0010642069    0.003233151   0.0008425524   0.0049368458   0.0014164239
            750   0.0029971384  0.00099899618   0.0026704992  0.00082736646    0.003062601   0.0012308633
            755   0.0030712497  0.00088938381   0.0022891319  0.00066215297   0.0041823339   0.0012269982
            760   0.0029971384  0.00093447536   0.0023243752  0.00068542194   0.0038644961   0.0013661261
            765   0.0035060796  0.00093703628   0.0027014944  0.00072621787   0.0045979713   0.0012418717
            770   0.0023067282  0.00099894794   0.0017681272  0.00068037529   0.0029761017   0.0015579848
            775   0.0029971384  0.00093447536   0.0023289539  0.00069035148   0.0038905183   0.0013606672
            780   0.0029971384  0.00093447536   0.0022996439  0.00069382955   0.0039470715    0.001340303
            785    0.002924299   0.0008874851   0.0022423084  0.00068285667   0.0038910715   0.0012100483
            790   0.0022506519  0.00075018442   0.0018243052  0.00061771339   0.0027276312  0.00094828972
            795   0.0019980923  0.00078977583   0.0016154086  0.00059745768    0.002424318    0.001096536
            800   0.0014985692  0.00086515607   0.0012954906  0.00056383834   0.0016408712   0.0012898491
            805   0.0035175009  0.00094022414   0.0025095708  0.00067280117   0.0050743847   0.0013645696
