#      m_Z-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             60      48.305544      1.8182934        41.2665      1.6296989      58.924841      2.2260243
             61      53.604223      2.0374676      45.940822      1.8138271      64.976618      2.5347212
             62      58.786939      1.9139191      50.178198      1.6981885      71.188248      2.3035138
             63      67.523705      2.3196149       57.88386      2.0866723      81.465519      2.6835857
             64       79.01249      3.7055321      68.160005      3.3090917      93.865238      4.2022003
             65      87.661717      2.3258643      75.020572      2.0695879       105.6433      2.8390536
             66      99.422857      2.7025219      85.605219      2.2638231      118.49351      3.8896734
             67      115.90431      2.5382543      99.580773       2.259646      138.97632      3.0647866
             68      135.64734      2.9661594      116.54046      2.6615203      162.35821      3.5547686
             69      161.76652      3.6496478      138.70112      3.3089465      193.83655      4.1899865
             70      210.39285       5.286025      180.99959      4.7774741      251.83418      5.9850101
             71      251.30094      7.2461692      216.19734      6.5054979      299.59011      8.1063444
             72      323.32754        6.07423       278.4874      5.4397098      386.64987      7.1544514
             73      405.44859      5.5490468      347.30049      4.9465737      487.36538       6.564431
             74      548.14407      7.1549938      471.00653      6.4560628      655.81809      8.2443184
             75      799.78007      8.8146131      687.41099      8.0337359      956.76418       10.02659
             76      1223.9487      11.073709      1053.6463      10.056628      1457.4339      12.738176
             77      2142.6143      15.234373      1844.5716      13.787795      2557.5322      17.473472
             78      4411.1358      21.252048      3797.9646      19.153703      5270.6752      24.588999
             79      10854.145      33.327005      9353.5053      30.112402      12938.067      38.540213
             80      16847.751      41.261663      14520.028      37.487362      20071.816      47.072706
             81      8877.9809      30.593345      7651.8766      27.929284      10577.622      34.573971
             82      3680.0627      19.768527      3169.5031      17.709914      4390.4184      23.068353
             83      1860.6712      13.260165      1603.0168      11.876215      2216.3883      15.377999
             84      1097.5946      11.274469      945.41172      10.013953      1307.8459      13.148105
             85      709.61324      7.9324846      612.14135      7.0478534      844.46906       9.434879
             86      517.14708      7.1134565      446.52845       6.526593      614.20612      7.9857037
             87      367.31148      6.0340185      316.28891      5.3861677      437.96361      6.9650857
             88      284.28384      4.6795857      244.98713      4.1811848      338.13761      5.4977754
             89      220.98754      3.8232784      190.75126      3.4215003      263.65068      4.5276412
             90      189.30091       4.972997      163.60116      4.4734448      224.54816      5.7419224
             91      159.12037      5.6401401       138.0187      5.3690867      187.80115      5.8725721
             92      130.42363      4.1580817      112.50043      3.8452229      155.04943      4.5423351
             93      107.75075      3.0045338       93.30556       2.631006      128.23136      3.7704891
             94      93.169032      2.5625897       80.70653      2.3302422      110.22169      3.0285008
             95      85.173587      2.5362175      73.367357      2.2861071        101.796      2.9607233
             96      73.630074      2.3950441      63.538848      2.1517648      87.468383      2.7906945
             97      66.788183      4.2054376      58.321979      3.8273543      77.701815      4.5870073
             98      57.512586       3.437781      49.988711      3.1438916      67.338007      3.6899613
             99      53.531303      2.3012026      46.436287      2.0689657      63.016418      2.6001703
            100      44.432313      1.8074782      38.540496      1.6748451      52.424797      2.0152358
            101      44.051326      3.1767365      38.320145      2.9212788      52.200783      3.4289477
            102      40.932326      2.1626358      35.706007      1.9781783      47.890281      2.4494608
            103      34.291208      1.6405237      29.535772      1.4642449      40.837078      1.8849742
            104      32.506545      2.2275382       28.19462      2.0698247      38.231001      2.3513124
            105      29.889206      1.4719108      25.845043      1.3241188      35.171651      1.6865813
            106      26.910267      1.3724959      23.185744      1.2150374       32.66841      1.6823733
            107      23.044606      1.1866776      19.817257      1.0471545       27.49698      1.4053429
            108      23.165874      1.1036517      19.992922     0.98195059       27.56228      1.3091987
            109      20.634935      1.3709475      17.843222       1.200278      24.327332       1.617324
            110      18.718317      1.1066475      16.247942     0.97481222      22.135824      1.3312551
            111      17.576565      1.0966035      15.116214     0.96486048      20.829649      1.2799801
            112       17.79907      1.0453251      15.433532     0.92055499      21.221559      1.2895011
            113      18.653907      2.1675161      16.379122      2.0305205      21.577318      2.2123774
            114      14.319408     0.91613222      12.333265     0.81560409      17.080932      1.0688062
            115       16.01806      1.6227175      13.861899      1.4065211      19.020743      1.9331042
            116      14.473146      1.0204258      12.566509     0.91348964      17.108121      1.1965798
            117      14.588971     0.95801183      12.521107     0.82909347      17.375475      1.1489509
            118      14.142406       1.422012      12.316234      1.2460488      16.728454      1.6965131
            119      10.592323     0.78728819      9.2115396     0.70648651      12.409757     0.91291761
            120      10.592323     0.78728819      9.2115396     0.70648651      12.409757     0.91291761
