#   y_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8     0.21941342     0.21940245     0.13364246     0.13363578     0.37707264     0.37705378
           -4.7     0.38852515     0.27700785      0.2489609     0.17780344     0.58843016     0.42329061
           -4.6      2.4672346      1.1300014      2.0101508     0.93411693      3.0028324      1.3854514
           -4.5      6.9586168      1.7481164      5.4477542      1.4004723      9.1403911      2.2908367
           -4.4      17.329771       3.125369      13.902346      2.6227496      21.769881       3.841392
           -4.3      52.196894      12.851975      44.925485      11.678181      59.910502      13.379702
           -4.2      73.493682      7.7797912      62.438929      6.8670779      85.385386      8.6587452
           -4.1      104.21412      7.5187805      85.163265      6.3857603      129.06575      9.0959044
             -4      171.07518      10.782082      141.50197      9.2746652      208.24697      12.632498
           -3.9      255.92962      18.855273      213.89671      17.387207      308.03343      20.020559
           -3.8      352.66964      14.228797       293.2863      12.237275      427.27546      16.782476
           -3.7      495.41424      18.590908      413.36385      16.123684      597.92947      21.577429
           -3.6      603.21936      18.976193      501.71494      16.344996       731.4849      22.282952
           -3.5      757.64563      21.022163      634.03525      18.311694      912.43946       24.58427
           -3.4      907.32336      23.117071      762.79433      20.063172      1086.2491      27.157942
           -3.3      1060.8306      22.765169      889.01581      19.646842      1275.3209      27.073026
           -3.2      1208.9283      24.348377      1010.1577      21.056321      1459.7975      28.917832
           -3.1      1438.9458      29.673574      1217.5831      26.660978      1707.8318      38.317812
             -3      1671.1639      40.261923      1400.1707      35.540516      2014.0431      45.805245
           -2.9      1819.6127       31.46853      1529.0399      27.381436      2182.3553      37.652111
           -2.8      1999.2703      32.700328      1673.1548      28.381609      2414.4586      38.459398
           -2.7      2271.0051      41.931988      1907.1139      36.599286      2727.4831      48.851841
           -2.6      2340.9501      34.965894       1967.431      30.359442      2807.9385      41.336294
           -2.5      2482.9656      34.690067      2072.9019      29.968095      3006.3484      41.334672
           -2.4      2700.1392      40.024852      2265.7886      34.849723      3248.4097        47.0141
           -2.3      2893.2295      45.268484      2419.7592       38.86612      3496.5919      53.834944
           -2.2      3001.3959      48.025658       2522.578      43.748136      3602.6833      53.786671
           -2.1      3148.6114      66.027478      2641.0005      58.818444      3788.9492      73.531635
             -2      3214.2278      45.206431       2693.343      39.662873      3874.0018      52.796221
           -1.9      3351.7649      59.210636      2800.2401      51.364544      4054.5844      68.799641
           -1.8      3457.4382      60.875992      2899.6455      55.092999      4160.3518      67.237534
           -1.7       3468.549      47.610286      2903.3111      42.275613      4186.2418      54.204001
           -1.6      3515.1015      42.786764      2939.2137      37.210922       4246.756      50.373688
           -1.5      3619.6188      47.691261      3028.4486      41.162083      4368.8693      57.153909
           -1.4      3734.3054      50.967697      3122.0521      44.486814      4510.3517      59.310948
           -1.3      3778.6516      47.660817      3156.2125       41.64416      4568.7761      55.532323
           -1.2      3840.3958      50.168834      3210.3997      43.492022      4638.9456      59.174093
           -1.1      3836.9198      46.494854      3197.8534       40.28495      4652.3379      54.774473
             -1      3882.7653      51.092546       3250.507      45.193035      4680.1648      59.141966
           -0.9      3858.3188      49.871949      3217.7834      42.443963      4672.4954      60.079191
           -0.8      3945.2764      60.192493      3296.5034      51.701828      4766.1814      70.998425
           -0.7       3945.228      50.810695      3292.9618      44.350369      4772.9006      59.139469
           -0.6      3982.8645      65.787727      3331.5461      57.370067      4805.0702      76.055687
           -0.5      4132.6936      74.170423      3452.5943      65.685636      4997.5111      85.185522
           -0.4      4129.7504      59.390727      3444.4003      52.358987      5003.5387      67.968004
           -0.3      3941.2691      47.153585      3292.1131      41.158668      4761.6926      55.383673
           -0.2      4034.5425      67.629695      3375.7786      62.316405      4867.2482      73.279621
           -0.1      3998.6854      49.651633      3340.7389      43.602075      4832.3476      57.900679
              0      4068.3895      60.253443       3388.675      52.846855      4935.7363      69.157231
            0.1       3989.273      49.740438      3329.7394      43.957529      4826.7304      57.303065
            0.2      4023.9053      59.127044      3363.1841      52.746329      4859.0821      66.688038
            0.3      3944.1561      46.779574      3292.7083      40.993652      4769.7394      54.545461
            0.4      4019.6708      63.579517      3352.3658      53.795767      4866.2993      76.614756
            0.5       4052.234      60.931777      3383.8855      54.664578      4900.9442      68.159754
